----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
21-03 18:45:31|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:32|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:33|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:34|  3   1  96   0   0|5426M  236M   68k 2144M|   0  4096B
21-03 18:45:35|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:36|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:37|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:38|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:39|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:40|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:41|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:42|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:43|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:44|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:45|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:46|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:47|  2   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:48|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:49|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:50|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:51|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:52|  2   0  96   0   0|5426M  236M   68k 2144M|   0    17k
21-03 18:45:53|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:54|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:55|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:56|  2   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:57|  6   1  95   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:45:58|  1   0  97   0   0|5426M  236M   68k 2144M|   0  1024B
21-03 18:45:59|  2   0  97   0   0|5426M  236M   68k 2144M|   0  4095B
21-03 18:46:00|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:01|  3   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:02|  2   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:03|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:04|  1   0  97   0   0|5426M  236M   68k 2144M|   0  4096B
21-03 18:46:05|  3   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:06|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:07|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:08|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:09|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:10|  2   0  98   0   0|5426M  236M   68k 2144M|   0  4093B
21-03 18:46:11|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:12|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:13|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:14|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:15|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:16|  3   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:17|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:18|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:19|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:20|  3   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:21|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:22|  2   1  97   0   0|5426M  236M   68k 2144M|   0    17k
21-03 18:46:23|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:24|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:25|  2   0  97   0   0|5426M  236M   68k 2144M|   0    36k
21-03 18:46:26|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:27|  4   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:28|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:29|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:30|  1   0  97   0   0|5425M  237M   68k 2144M|   0  9221B
21-03 18:46:31|  3   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:32|  2   0  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:33|  2   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:34|  2   0  97   0   0|5426M  236M   68k 2144M|   0  4092B
21-03 18:46:35|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:36|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:37|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:38|  3   1  96   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:39|  2   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:40|  2   0  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:41|  2   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:42|  1   0  98   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:43|  2   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:44|  2   0  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:45|  2   0  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:46|  2   1  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:47|  2   0  97   0   0|5425M  237M   68k 2144M|   0     0 
21-03 18:46:48|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:49|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:50|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:51|  3   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:52|  2   1  96   0   0|5426M  236M   68k 2144M|   0  1025B
21-03 18:46:53|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:54|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:55|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:56|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:57|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:58|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:46:59|  3   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:00|  2   1  97   0   0|5426M  236M   68k 2144M|   0  1024B
21-03 18:47:01|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:02|  3   0  95   0   0|5426M  235M   68k 2144M|   0  4096B
21-03 18:47:03|  1   1  98   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:04|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:05|  2   0  97   0   0|5426M  236M   68k 2144M|   0  4096B
21-03 18:47:06|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:07|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:08|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:09|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:10|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:11|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:12|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:13|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:14|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:15|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:16|  3   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:17|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:18|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:19|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:20|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:21|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:22|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:23|  2   0  97   0   0|5426M  236M   68k 2144M|   0    52k
21-03 18:47:24|  1   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:25|  3   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:26|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:27|  3   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:28|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:29|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:30|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:31|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:32|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:33|  3   1  98   0   0|5426M  236M   68k 2144M|   0  9224B
21-03 18:47:34|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:35|  2   1  97   0   0|5426M  236M   68k 2144M|   0  4098B
21-03 18:47:36|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:37|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:38|  4   0  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:39|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:40|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:41|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:42|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:43|  2   0  97   0   0|5426M  236M   68k 2144M|   0  6146B
21-03 18:47:44|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:45|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:46|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:47|  2   0  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:48|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:49|  2   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:47:50|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:51|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:52|  2   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:53|  2   0  97   0   0|5426M  235M   68k 2144M|   0    36k
21-03 18:47:54|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:55|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:56|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:57|  1   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:47:58|  4   1  94   0   0|5426M  236M   68k 2144M| 352k 5120B
21-03 18:47:59|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:48:00|  5   1  94   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:01|  1   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:02|  4   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:03|  2   1  97   0   0|5426M  235M   68k 2144M|   0  1024B
21-03 18:48:04|  1   0  97   0   0|5426M  235M   68k 2144M|   0  4099B
21-03 18:48:05|  2   0  97   0   0|5426M  235M   68k 2144M|   0  4092B
21-03 18:48:06|  3   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:07|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:08|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:09|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:10|  2   1  98   0   0|5426M  235M   68k 2144M|   0  4092B
21-03 18:48:11|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:12|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:13|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:14|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:15|  2   1  96   0   0|5426M  235M   68k 2144M|   0   332k
21-03 18:48:16|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:17|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:18|  3   0  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:19|  3   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:20|  1   0  98   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:21|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:22|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:23|  2   0  96   0   0|5426M  235M   68k 2144M|   0    34k
21-03 18:48:24|  2   1  98   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:25|  2   0  97   0   0|5426M  235M   68k 2144M|   0    40k
21-03 18:48:26|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:27|  2   0  98   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:28|  3   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:29|  3   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:30|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:31|  2   0  98   0   0|5426M  235M   68k 2144M|   0  4097B
21-03 18:48:32|  1   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:33|  3   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:34|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:35|  2   0  97   0   0|5426M  235M   68k 2144M|   0    13k
21-03 18:48:36|  2   1  97   0   0|5426M  235M   68k 2144M|   0  3072B
21-03 18:48:37|  1   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:38|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:39|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:40|  3   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:41|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:42|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:43|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:44|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:45|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:46|  3   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:47|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:48|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:49|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:50|  1   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:51|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:52|  4   2  94   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:53|  3   1  97   0   0|5426M  235M   68k 2144M|   0    28k
21-03 18:48:54|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:48:55|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:48:56|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:48:57|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:48:58|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:48:59|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:00|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:01|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:02|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:03|  2   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:04|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:05|  3   1  95   0   0|5426M  235M   68k 2144M|   0  5125B
21-03 18:49:06|  3   1  96   0   0|5426M  235M   68k 2144M|   0  8196B
21-03 18:49:07|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:08|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:09|  3   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:10|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:11|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:12|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:13|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:14|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:15|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:16|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:17|  5   1  95   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:18|  1   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:19|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:20|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:21|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:22|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:23|  2   0  97   0   0|5426M  236M   68k 2144M|   0    80k
21-03 18:49:24|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:25|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:26|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:27|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:28|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:29|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:30|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:31|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:32|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:33|  3   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:34|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:35|  2   0  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:36|  3   1  97   0   0|5426M  236M   68k 2144M|   0  4098B
21-03 18:49:37|  2   0  97   0   0|5426M  236M   68k 2144M|   0  5118B
21-03 18:49:38|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:39|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:40|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:41|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:42|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:43|  3   0  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:44|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:49:45|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:46|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:47|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:48|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:49|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:50|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:51|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:52|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:53|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:54|  3   0  97   0   0|5426M  236M   68k 2144M|   0    30k
21-03 18:49:55|  3   1  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:56|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:57|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:58|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:49:59|  3   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:00|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:01|  2   1  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:02|  2   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:03|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:04|  3   1  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:05|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:06|  2   1  97   0   0|5426M  235M   68k 2144M|   0  4099B
21-03 18:50:07|  3   0  96   0   0|5426M  235M   68k 2144M|   0  1024B
21-03 18:50:08|  3   1  96   0   0|5426M  235M   68k 2144M|   0  8199B
21-03 18:50:09|  2   0  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:10|  2   0  97   0   0|5426M  236M   68k 2144M|   0  4095B
21-03 18:50:11|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:12|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:13|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:14|  1   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:15|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:16|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:17|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:18|  3   0  96   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:19|  1   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:20|  3   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:21|  2   0  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:22|  2   0  98   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:23|  2   1  97   0   0|5426M  236M   68k 2144M|   0     0 
21-03 18:50:24|  2   1  97   0   0|5426M  236M   68k 2144M|   0    32k
21-03 18:50:25|  2   1  97   0   0|5426M  235M   68k 2144M|   0    36k
21-03 18:50:26|  2   1  97   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:27|  2   1  98   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:28|  3   0  96   0   0|5426M  235M   68k 2144M|   0     0 
21-03 18:50:29|  7   2  92   0   0|5445M  216M   68k 2144M|8210B    0 
21-03 18:50:30| 20   5  74   0   0|5446M  215M   68k 2144M|  16k    0 
21-03 18:50:31| 21   5  74   0   0|5446M  215M   68k 2144M|   0     0 
21-03 18:50:32| 20   5  75   0   0|5448M  213M   68k 2144M|   0     0 
21-03 18:50:33| 21   4  74   0   0|5478M  184M   68k 2144M|   0     0 
21-03 18:50:34| 22   4  74   0   0|5521M  141M   68k 2144M|   0     0 
21-03 18:50:35| 21   5  75   0   0|5521M  141M   68k 2144M|   0     0 
21-03 18:50:36| 21   4  74   0   0|5521M  140M   68k 2144M|   0  4092B
21-03 18:50:37| 21   4  74   0   0|5522M  139M   68k 2144M|   0     0 
21-03 18:50:38| 20   6  75   0   0|5522M  139M   68k 2144M|   0     0 
21-03 18:50:39| 21   4  74   0   0|5522M  139M   68k 2144M|   0  5124B
21-03 18:50:40| 22   5  73   0   0|5522M  139M   68k 2144M|   0     0 
21-03 18:50:41| 23   3  74   0   0|5564M  128M   68k 2115M|  44k   10M
21-03 18:50:42|  7   1  92   0   0|5428M  283M   68k 2095M|  80k 7779k
21-03 18:50:43|  1   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:44|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:45|  2   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:46|  2   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:47|  2   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:48|  3   1  96   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:49|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:50|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:51|  2   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:52|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:53|  2   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:54|  2   1  98   0   0|5427M  284M   68k 2096M|   0    13k
21-03 18:50:55|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:56|  3   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:57|  1   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:58|  3   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:50:59|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:51:00|  4   1  95   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:51:01|  3   1  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:51:02|  2   0  96   0   0|5427M  283M   68k 2096M|   0     0 
21-03 18:51:03|  3   1  97   0   0|5427M  283M   68k 2096M|   0     0 
21-03 18:51:04|  1   0  97   0   0|5427M  283M   68k 2096M|   0     0 
21-03 18:51:05|  2   0  97   0   0|5427M  283M   68k 2096M|   0     0 
21-03 18:51:06|  2   1  97   0   0|5427M  284M   68k 2096M|   0  5122B
21-03 18:51:07|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:51:08|  2   0  97   0   0|5427M  284M   68k 2096M|   0     0 
21-03 18:51:09|  2   0  97   0   0|5427M  283M   68k 2096M|   0     0 
