----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
21-03 16:05:53|  1   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:05:54|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:05:55|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:05:56|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:05:57|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:05:58|  2   0  97   0   0|5425M  256M   68k 2124M|   0  5121B
21-03 16:05:59|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:00|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:01|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:02|  2   0  96   0   0|5425M  256M   68k 2124M|   0  9211B
21-03 16:06:03|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:04|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:05|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:06|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:07|  2   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:08|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:09|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:10|  1   0  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:06:11|  3   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:06:12|  2   0  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:06:13|  3   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:06:14|  1   0  98   0   0|5425M  257M   68k 2124M|   0  4095B
21-03 16:06:15|  3   0  96   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:06:16|  2   0  97   0   0|5425M  256M   68k 2124M|   0    77k
21-03 16:06:17|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:18|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:19|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:20|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:21|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:22|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:23|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:24|  2   1  97   0   0|5425M  256M   68k 2124M|   0    36k
21-03 16:06:25|  1   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:26|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:27|  4   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:28|  2   1  97   0   0|5425M  256M   68k 2124M|   0  4097B
21-03 16:06:29|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:30|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:31|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:32|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:33|  2   0  97   0   0|5425M  256M   68k 2124M|   0  9213B
21-03 16:06:34|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:35|  1   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:36|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:37|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:38|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:39|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:40|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:41|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:42|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:43|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:44|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:45|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:46|  1   0  97   0   0|5425M  256M   68k 2124M|   0  1023B
21-03 16:06:47|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:48|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:49|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:50|  4   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:51|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:52|  2   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:53|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:54|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:55|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:56|  1   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:57|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:06:58|  2   0  97   0   0|5425M  256M   68k 2124M|   0  4097B
21-03 16:06:59|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:00|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:01|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:02|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:03|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:04|  2   0  97   0   0|5425M  256M   68k 2124M|   0  1023B
21-03 16:07:05|  3   0  97   0   0|5425M  256M   68k 2124M|   0  4100B
21-03 16:07:06|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:07|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:08|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:09|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:10|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:11|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:12|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:13|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:14|  5   1  94   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:15|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:16|  3   0  97   0   0|5426M  256M   68k 2124M|   0  1024B
21-03 16:07:17|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:18|  3   0  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:19|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:20|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:21|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:22|  4   1  95   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:23|  1   0  97   0   0|5425M  256M   68k 2124M|   0    36k
21-03 16:07:24|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:25|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:26|  1   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:27|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:28|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:29|  3   0  97   0   0|5425M  256M   68k 2124M|   0  4096B
21-03 16:07:30|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:31|  4   0  95   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:32|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:33|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:34|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:35|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:36|  2   1  97   0   0|5425M  256M   68k 2124M|   0  9225B
21-03 16:07:37|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:38|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:39|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:40|  1   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:41|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:42|  1   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:43|  4   0  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:44|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:45|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:46|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:47|  2   0  97   0   0|5425M  256M   68k 2124M|   0  1024B
21-03 16:07:48|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:49|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:50|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:51|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:52|  3   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:53|  2   0  98   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:54|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:55|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:56|  3   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:57|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:58|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:07:59|  2   0  98   0   0|5425M  257M   68k 2124M|   0  5115B
21-03 16:08:00|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:01|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:02|  2   0  96   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:08:03|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:04|  2   0  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:05|  3   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:06|  2   0  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:07|  3   0  95   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:08|  2   1  97   0   0|5425M  256M   68k 2124M|   0  5116B
21-03 16:08:09|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:10|  2   0  98   0   0|5425M  257M   68k 2124M|   0  4098B
21-03 16:08:11|  2   1  98   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:12|  2   0  96   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:13|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:14|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:15|  3   1  96   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:16|  1   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:17|  3   0  97   0   0|5424M  257M   68k 2124M|   0    17k
21-03 16:08:18|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:19|  2   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:20|  4   1  96   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:21|  2   1  96   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:22|  2   0  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:23|  3   1  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:24|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:25|  3   1  95   0   0|5424M  257M   68k 2124M|   0    40k
21-03 16:08:26|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:27|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:28|  2   1  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:29|  3   1  97   0   0|5424M  257M   68k 2124M|   0  4098B
21-03 16:08:30|  2   0  97   0   0|5424M  257M   68k 2124M|   0     0 
21-03 16:08:31|  3   1  97   0   0|5425M  257M   68k 2124M|   0     0 
21-03 16:08:32|  3   0  95   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:33|  2   1  98   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:34|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:35|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:36|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:37|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:38|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:39|  2   1  97   0   0|5425M  256M   68k 2124M|   0  9228B
21-03 16:08:40|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:41|  2   0  98   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:42|  3   1  95   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:43|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:44|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:45|  2   1  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:46|  3   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:47|  1   1  97   0   0|5425M  256M   68k 2124M|   0  1025B
21-03 16:08:48|  2   0  98   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:49|  2   1  96   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:50|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:51|  2   0  97   0   0|5425M  256M   68k 2124M|   0     0 
21-03 16:08:52|  3   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:08:53|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:08:54|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:08:55|  2   0  96   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:08:56|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:08:57|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:08:58|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:08:59|  1   1  98   0   0|5426M  255M   68k 2124M|   0  5120B
21-03 16:09:00|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:01|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:02|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:03|  3   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:04|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:05|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:06|  4   1  96   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:07|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:08|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:09|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:10|  2   0  98   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:11|  3   1  97   0   0|5426M  255M   68k 2124M|   0  5121B
21-03 16:09:12|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:13|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:14|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:15|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:16|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:17|  2   1  97   0   0|5426M  255M   68k 2124M|   0  1025B
21-03 16:09:18|  3   1  96   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:19|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:20|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:21|  1   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:22|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:23|  2   1  97   0   0|5426M  255M   68k 2124M|   0    60k
21-03 16:09:24|  3   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:25|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:26|  3   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:27|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:28|  6   1  93   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:29|  2   1  97   0   0|5426M  255M   68k 2124M|   0  4097B
21-03 16:09:30|  2   0  97   0   0|5426M  255M   68k 2124M|   0  4095B
21-03 16:09:31|  3   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:32|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:33|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:34|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:35|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:36|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:37|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:38|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:39|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:40|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:41|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:42|  2   0  97   0   0|5426M  256M   68k 2124M|   0  9213B
21-03 16:09:43|  2   1  96   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:44|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:45|  2   1  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:46|  2   0  97   0   0|5426M  256M   68k 2124M|   0     0 
21-03 16:09:47|  5   1  94   0   0|5426M  255M   68k 2124M|   0  2048B
21-03 16:09:48|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:49|  2   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:50|  2   0  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:51|  3   1  97   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:09:52|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:53|  1   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:54|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:55|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:56|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:57|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:58|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:09:59|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:00|  2   0  97   0   0|5426M  255M   68k 2125M|   0  3070B
21-03 16:10:01|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:02|  2   1  96   0   0|5426M  255M   68k 2124M|   0     0 
21-03 16:10:03|  3   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:04|  1   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:05|  4   1  96   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:06|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:07|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:08|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:09|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:10|  2   1  97   0   0|5426M  255M   68k 2125M|   0  4098B
21-03 16:10:11|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:12|  3   0  97   0   0|5426M  255M   68k 2125M|   0  6140B
21-03 16:10:13|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:14|  2   1  97   0   0|5426M  255M   68k 2125M|   0  5121B
21-03 16:10:15|  2   0  96   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:16|  4   1  96   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:17|  1   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:18|  3   1  97   0   0|5426M  255M   68k 2125M|   0    48k
21-03 16:10:19|  1   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:20|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:21|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:22|  2   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:23|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:24|  3   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:25|  1   0  97   0   0|5426M  255M   68k 2125M|   0    36k
21-03 16:10:26|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:27|  4   1  96   0   0|5426M  255M   68k 2125M| 344k 5126B
21-03 16:10:28|  3   0  96   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:29|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:30|  2   0  97   0   0|5425M  255M   68k 2125M|   0  5122B
21-03 16:10:31|  5   1  94   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:32|  1   0  98   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:33|  3   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:34|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:35|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:36|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:37|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:38|  3   0  96   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:39|  2   1  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:10:40|  2   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:41|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:42|  1   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:43|  1   1  98   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:44|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:45|  2   0  97   0   0|5425M  256M   68k 2125M|   0  9214B
21-03 16:10:46|  2   1  97   0   0|5425M  256M   68k 2125M|   0   324k
21-03 16:10:47|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:10:48|  2   0  97   0   0|5425M  255M   68k 2125M|   0    17k
21-03 16:10:49|  3   0  95   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:50|  1   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:51|  3   1  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:52|  3   1  96   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:53|  2   1  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:54|  2   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:55|  3   1  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:56|  2   0  97   0   0|5425M  255M   68k 2125M|   0    40k
21-03 16:10:57|  2   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:58|  2   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:10:59|  2   1  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:00|  2   0  97   0   0|5425M  255M   68k 2125M|   0  4096B
21-03 16:11:01|  3   0  95   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:02|  3   0  97   0   0|5426M  255M   68k 2125M|   0     0 
21-03 16:11:03|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:04|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:05|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:06|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:07|  2   0  98   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:08|  1   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:09|  3   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:10|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:11|  1   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:12|  3   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:13|  1   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:14|  3   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:15|  2   0  96   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:16|  3   1  97   0   0|5425M  255M   68k 2125M|   0  4099B
21-03 16:11:17|  1   0  97   0   0|5425M  255M   68k 2125M|   0  1023B
21-03 16:11:18|  3   1  97   0   0|5425M  256M   68k 2125M|   0    21k
21-03 16:11:19|  1   1  98   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:20|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:21|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:22|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:23|  3   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:24|  2   0  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:25|  2   1  97   0   0|5425M  256M   68k 2125M|   0     0 
21-03 16:11:26|  3   1  96   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:27|  2   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:28|  2   1  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:29|  1   0  97   0   0|5425M  255M   68k 2125M|   0     0 
21-03 16:11:30|  2   1  97   0   0|5425M  255M   68k 2125M|   0  5122B
21-03 16:11:31|  3   1  97   0   0|5425M  255M   68k 2125M|   0     0 
