----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
03-03 17:16:03| 29   1   4  67   0|2100M  128M  188k 5571M|  23M   12k
03-03 17:16:04| 33   1   6  60   0|2097M  128M  188k 5574M|  22M   48k
03-03 17:16:05| 30   0  12  57   0|2099M  142M  188k 5559M|  24M   52k
03-03 17:16:06| 28   1  18  54   0|2099M  137M  188k 5563M|  23M    0 
03-03 17:16:07| 28   0  30  41   0|2099M  133M  188k 5568M|  23M   16k
03-03 17:16:08| 27   1  25  46   0|2098M  130M  188k 5572M|  22M   96k
03-03 17:16:09| 31   1  23  46   0|2099M  126M  188k 5574M|  22M 4096B
03-03 17:16:10| 29   0  26  44   0|2099M  123M  188k 5578M|  22M   52k
03-03 17:16:11| 28   1  33  39   0|2100M  137M  188k 5563M|  22M    0 
03-03 17:16:12| 28   1  16  56   0|2100M  134M  188k 5566M|  22M   52k
03-03 17:16:13| 27   1  21  52   0|2099M  130M  188k 5570M|  23M   60k
03-03 17:16:14| 27   1  12  59   0|2099M  126M  188k 5574M|  23M   32k
03-03 17:16:15| 28   1  21  51   0|2099M  122M  188k 5578M|  23M    0 
03-03 17:16:16| 30   1   7  62   0|2100M  136M  188k 5563M|  22M   24k
03-03 17:16:17| 32   1  20  48   0|2099M  132M  188k 5569M|  24M   60k
03-03 17:16:18| 30   1  18  51   0|2099M  129M  188k 5571M|  21M   60k
03-03 17:16:19| 26   1  10  63   0|2098M  136M  188k 5566M|  22M    0 
03-03 17:16:20| 35   1  15  50   0|2096M  133M  188k 5570M|  23M 8194B
03-03 17:16:21| 29   1  14  56   0|2097M  129M  188k 5574M|  22M  142k
03-03 17:16:22| 30   1  17  52   0|2098M  123M  188k 5578M|  23M    0 
03-03 17:16:23| 27   1  17  55   0|2097M  122M  188k 5581M|  21M   23k
03-03 17:16:24| 27   0  15  57   0|2097M  136M  188k 5566M|  22M   36k
03-03 17:16:25| 28   0  24  48   0|2098M  133M  188k 5569M|  22M   20k
03-03 17:16:26| 28   1  17  56   0|2098M  129M  188k 5573M|  23M   56k
03-03 17:16:27| 27   0  20  51   0|2097M  125M  188k 5577M|  23M   56k
03-03 17:16:28| 29   1  22  49   0|2099M  138M  188k 5562M|  23M 4096B
03-03 17:16:29| 28   1  20  51   0|2099M  135M  188k 5566M|  23M   28k
03-03 17:16:30| 30   1  31  39   0|2098M  131M  188k 5570M|  22M   73k
03-03 17:16:31| 30   0   9  61   0|2097M  130M  188k 5572M|  21M   44k
03-03 17:16:32| 28   1  17  54   0|2096M  129M  188k 5574M|  20M 8191B
03-03 17:16:33| 26   1  25  48   0|2097M  124M  188k 5578M|  23M   44k
03-03 17:16:34| 31   0  12  56   0|2097M  122M  188k 5580M|  21M 4106B
03-03 17:16:35| 31   1  14  54   0|2098M  137M  188k 5565M|  22M   48k
03-03 17:16:36| 25   1  34  41   0|2098M  134M  188k 5568M|  21M 8193B
03-03 17:16:37| 30   0  11  58   0|2097M  131M  188k 5572M|  23M  100k
03-03 17:16:38| 27   0  19  53   0|2098M  127M  188k 5574M|  21M    0 
03-03 17:16:39| 31   1  15  54   0|2098M  124M  188k 5578M|  22M   12k
03-03 17:16:40| 28   1  19  52   0|2099M  137M  188k 5563M|  23M   36k
03-03 17:16:41| 34   0   9  57   0|2096M  136M  188k 5567M|  23M   20k
03-03 17:16:42| 27   0  20  53   0|2097M  131M  188k 5572M|  23M   92k
03-03 17:16:43| 28   1  18  53   0|2096M  128M  188k 5576M|  23M 8199B
03-03 17:16:44| 26   0  11  62   0|2095M  124M  188k 5580M|  22M   44k
03-03 17:16:45| 30   1  17  52   0|2097M  138M  188k 5565M|  23M   12k
03-03 17:16:46| 28   0  30  40   0|2097M  133M  188k 5569M|  23M   44k
03-03 17:16:47| 29   1  20  51   0|2096M  130M  188k 5574M|  23M   40k
03-03 17:16:48| 30   1  13  56   0|2097M  125M  188k 5578M|  22M 4096B
03-03 17:16:49| 26   1  17  56   0|2096M  122M  188k 5582M|  23M   36k
03-03 17:16:50| 28   1  16  55   0|2096M  126M  188k 5577M|  23M   44k
03-03 17:16:51| 28   1  10  61   0|2098M  139M  188k 5563M|  23M 4093B
03-03 17:16:52| 30   1  17  53   0|2097M  136M  188k 5566M|  23M  180k
03-03 17:16:53| 26   1  10  63   0|2097M  135M  188k 5568M|  21M 3072B
03-03 17:16:54| 26   0  18  55   0|2097M  132M  188k 5571M|  22M    0 
03-03 17:16:55| 26   1  24  49   0|2097M  128M  188k 5574M|  21M   20k
03-03 17:16:56| 35   0  12  52   0|2097M  122M  188k 5580M|  24M   56k
03-03 17:16:57| 28   1  25  46   0|2099M  138M  188k 5562M|  21M   12k
03-03 17:16:58| 29   1  39  32   0|2099M  137M  188k 5563M|  19M    0 
03-03 17:16:59| 29   1  28  43   0|2098M  136M  188k 5566M|  22M 4097B
03-03 17:17:00| 29   1  15  54   0|2099M  132M  188k 5569M|  22M   17k
03-03 17:17:01| 26   1  19  54   0|2098M  128M  188k 5573M|  22M 4096B
03-03 17:17:02| 29   1  16  55   0|2099M  124M  188k 5577M|  23M   32k
03-03 17:17:03| 26   0  12  61   0|2098M  139M  188k 5562M|  22M   20k
03-03 17:17:04| 27   1  29  44   0|2097M  136M  188k 5566M|  23M   32k
03-03 17:17:05| 28   1  13  59   0|2096M  133M  188k 5570M|  23M    0 
03-03 17:17:06| 26   0  13  60   0|2097M  129M  188k 5574M|  22M    0 
03-03 17:17:07| 25   0  21  53   0|2096M  126M  188k 5577M|  22M   32k
03-03 17:17:08| 52   1  10  35   0|2097M  121M  188k 5581M|  23M   20k
03-03 17:17:09| 36   1  21  41   0|2097M  133M  188k 5570M|  26M   44k
03-03 17:17:10| 30   0  25  44   0|2096M  127M  188k 5576M|  24M   24k
03-03 17:17:11| 34   1  10  54   0|2097M  124M  188k 5578M|  25M   44k
03-03 17:17:12| 35   1  11  54   0|2097M  132M  188k 5570M|  25M 4096B
03-03 17:17:13| 36   1  11  52   0|2097M  128M  188k 5575M|  24M   36k
03-03 17:17:14| 32   0  12  55   0|2096M  126M  188k 5577M|  21M    0 
03-03 17:17:15| 96   2   2 462   0|2097M  125M  188k 5578M|  39M   40k
03-03 17:17:16| 66   1   4  29   0|2097M  130M  188k 5573M|  31M 8188B
03-03 17:17:17| 28   1  15  56   0|2096M  126M  188k 5577M|  23M   12k
03-03 17:17:18| 28   0  15  56   0|2097M  122M  188k 5581M|  22M   16k
03-03 17:17:19| 28   1   8  62   0|2097M  137M  188k 5566M|  22M    0 
03-03 17:17:20| 26   0  13  60   0|2096M  135M  188k 5569M|  23M  156k
03-03 17:17:21| 32   1  14  54   0|2096M  130M  188k 5573M|  22M   28k
03-03 17:17:22| 25   1  28  46   0|2096M  126M  188k 5577M|  23M 3072B
03-03 17:17:23| 26   1  43  29   0|2096M  124M  188k 5580M|  21M   23k
03-03 17:17:24| 29   1  13  57   0|2097M  137M  188k 5565M|  23M 4105B
03-03 17:17:25| 30   1  25  45   0|2098M  132M  188k 5569M|  23M   24k
03-03 17:17:26| 29   1  24  48   0|2098M  133M  188k 5569M|  23M   24k
03-03 17:17:27| 28   1  25  46   0|2097M  129M  188k 5573M|  23M    0 
03-03 17:17:28| 28   0   9  62   0|2097M  125M  188k 5577M|  23M   20k
03-03 17:17:29| 27   1  20  53   0|2097M  122M  188k 5581M|  22M 4099B
03-03 17:17:30| 28   1  24  47   0|2096M  136M  188k 5567M|  23M   20k
03-03 17:17:31| 27   1  20  53   0|2097M  132M  188k 5571M|  23M   24k
03-03 17:17:32| 28   1   1  69   0|2096M  130M  188k 5574M|  21M 4092B
03-03 17:17:33| 29   1  20  50   0|2097M  125M  188k 5578M|  23M 9217B
03-03 17:17:34| 29   1  29  43   0|2098M  139M  188k 5563M|  23M   24k
03-03 17:17:35| 30   1   9  60   0|2098M  135M  188k 5567M|  23M   20k
03-03 17:17:36| 26   0  22  51   0|2097M  132M  188k 5571M|  23M   24k
03-03 17:17:37| 27   1   8  64   0|2097M  129M  188k 5574M|  22M   24k
03-03 17:17:38| 27   1   9  63   0|2096M  126M  188k 5577M|  22M    0 
03-03 17:17:39|  9   1  22  67   0|2098M  138M  188k 5564M|4680k    0 
03-03 17:17:40| 10   2  29  60   0|2097M  134M  188k 5569M|5519k    0 
03-03 17:17:41| 26   1  36  37   0|2096M  131M  188k 5572M|  23M   12k
03-03 17:17:42| 28   1  25  46   0|2097M  127M  188k 5576M|  23M  152k
03-03 17:17:43| 29   1  23  48   0|2097M  123M  188k 5580M|  22M   16k
03-03 17:17:44| 28   1   9  62   0|2098M  136M  188k 5566M|  23M   12k
03-03 17:17:45| 27   0  25  46   0|2098M  133M  188k 5569M|  22M   12k
03-03 17:17:46| 27   1  24  49   0|2098M  129M  188k 5573M|  23M   24k
03-03 17:17:47| 26   1  30  43   0|2097M  125M  188k 5577M|  23M   12k
03-03 17:17:48| 28   1  10  62   0|2096M  122M  188k 5581M|  22M   12k
03-03 17:17:49| 27   1  32  41   0|2097M  136M  188k 5567M|  23M   24k
03-03 17:17:50| 30   1  19  50   0|2097M  133M  188k 5569M|  21M   24k
03-03 17:17:51| 30   1   6  63   0|2097M  130M  188k 5573M|  23M   56k
03-03 17:17:52| 34   1  17  48   0|2097M  126M  188k 5577M|  22M   38k
03-03 17:17:53| 32   1   9  58   0|2098M  137M  188k 5565M|  26M   24k
03-03 17:17:54| 28   1  24  48   0|2099M  133M  188k 5568M|  22M   29k
03-03 17:17:55| 29   0   2  67   0|2098M  130M  188k 5572M|  23M    0 
03-03 17:17:56| 30   1  21  48   0|2097M  126M  188k 5577M|  24M   12k
03-03 17:17:57| 30   0  18  51   0|2098M  138M  188k 5564M|  24M   12k
03-03 17:17:58| 30   0  16  53   0|2099M  133M  188k 5567M|  23M   24k
03-03 17:17:59| 27   0   2  70   0|2098M  130M  188k 5572M|  23M   24k
03-03 17:18:00| 28   1   9  63   0|2096M  128M  188k 5576M|  23M    0 
03-03 17:18:01| 26   1  13  60   0|2096M  125M  188k 5579M|  22M   12k
03-03 17:18:02| 29   1  16  54   0|2097M  139M  188k 5564M|  22M   12k
03-03 17:18:03| 32   1  12  55   0|2097M  136M  188k 5568M|  22M   24k
03-03 17:18:04| 26   0  19  53   0|2097M  132M  188k 5570M|  22M 1024B
03-03 17:18:05| 30   1  15  54   0|2096M  130M  188k 5575M|  23M   28k
03-03 17:18:06| 29   1   3  68   0|2096M  125M  188k 5579M|  23M   24k
03-03 17:18:07| 29   1  19  52   0|2097M  138M  188k 5564M|  23M    0 
03-03 17:18:08| 30   1  12  58   0|2097M  135M  188k 5568M|  23M   12k
03-03 17:18:09| 27   1   9  63   0|2096M  132M  188k 5572M|  22M   24k
03-03 17:18:10| 28   1   3  69   0|2096M  128M  188k 5576M|  23M    0 
03-03 17:18:11| 32   1  13  53   0|2095M  124M  188k 5580M|  22M   20k
03-03 17:18:12| 28   1  28  44   0|2096M  127M  188k 5577M|  23M  240k
03-03 17:18:13| 29   0  15  55   0|2095M  131M  188k 5573M|  23M 8188B
03-03 17:18:14| 30   1  30  41   0|2095M  127M  188k 5578M|  22M   20k
03-03 17:18:15| 33   1  20  46   0|2095M  122M  188k 5583M|  22M   16k
03-03 17:18:16| 33   1  19  47   0|2095M  125M  188k 5579M|  23M   16k
03-03 17:18:17| 36   1   7  57   0|2096M  128M  188k 5576M|  22M    0 
03-03 17:18:18| 26   1  21  52   0|2097M  132M  188k 5571M|  23M   20k
03-03 17:18:19| 27   1  36  35   0|2097M  127M  188k 5576M|  22M    0 
03-03 17:18:20| 31   0  30  38   0|2096M  124M  188k 5580M|  22M 4091B
03-03 17:18:21| 33   1   6  60   0|2095M  128M  188k 5577M|  23M   20k
03-03 17:18:22| 47   1  12  39   0|2095M  126M  188k 5578M|  30M  118k
03-03 17:18:23| 29   1  22  47   0|2096M  127M  188k 5576M|  24M 8188B
03-03 17:18:24| 27   1   9  63   0|2097M  124M  188k 5578M|  19M 3072B
03-03 17:18:25| 29   1   1  70   0|2096M  122M  188k 5582M|  21M    0 
03-03 17:18:26| 39   1  10  49   0|2094M  124M  188k 5581M|  26M   28k
03-03 17:18:27| 32   1  20  47   0|2095M  127M  188k 5577M|  23M   24k
03-03 17:18:28| 28   1  14  58   0|2098M  127M  188k 5575M|  23M   40k
03-03 17:18:29| 30   1   4  65   0|2095M  126M  188k 5578M|  23M   12k
03-03 17:18:30| 28   1   6  66   0|2094M  123M  188k 5582M|  22M   16k
03-03 17:18:31| 29   1  18  53   0|2095M  125M  188k 5580M|  23M   20k
03-03 17:18:32| 30   1  24  46   0|2097M  127M  188k 5576M|  22M   60k
03-03 17:18:33| 32   0  19  48   0|2095M  125M  188k 5580M|  23M 4096B
03-03 17:18:34| 28   1  20  52   0|2096M  127M  188k 5576M|  23M   17k
03-03 17:18:35| 26   1  39  35   0|2096M  121M  188k 5582M|  23M   40k
03-03 17:18:36| 33   1  23  44   0|2096M  126M  188k 5577M|  23M   64k
03-03 17:18:37| 28   0  25  45   0|2094M  122M  188k 5583M|  24M    0 
03-03 17:18:38| 26   1  49  24   0|2096M  124M  188k 5580M|  23M   32k
03-03 17:18:39| 29   1   8  63   0|2095M  121M  188k 5584M|  22M   20k
03-03 17:18:40| 34   1   4  62   0|2096M  133M  188k 5571M|  23M   76k
03-03 17:18:41| 28   1  11  60   0|2094M  123M  188k 5583M|  24M    0 
03-03 17:18:42| 30   1  18  51   0|2095M  126M  188k 5579M|  22M 8186B
03-03 17:18:43| 29   1  29  41   0|2096M  127M  188k 5577M|  24M   32k
03-03 17:18:44| 28   1  20  51   0|2096M  127M  188k 5576M|  21M    0 
03-03 17:18:45| 28   1  31  39   0|2096M  123M  188k 5580M|  22M   44k
03-03 17:18:46| 29   1  13  57   0|2097M  136M  188k 5567M|  22M   16k
03-03 17:18:47| 33   0   5  62   0|2096M  121M  188k 5582M|  24M   16k
03-03 17:18:48| 31   1   2  67   0|2095M  127M  188k 5577M|  23M   44k
03-03 17:18:49| 28   1  11  60   0|2095M  122M  188k 5583M|  23M    0 
03-03 17:18:50| 28   1   8  62   0|2096M  124M  188k 5579M|  22M   36k
03-03 17:18:51| 30   1  17  52   0|2097M  127M  188k 5575M|  22M   64k
03-03 17:18:52| 30   1  16  54   0|2094M  134M  188k 5572M|  24M   82k
03-03 17:18:53| 31   1   6  61   0|2095M  137M  188k 5567M|  23M   16k
03-03 17:18:54| 29   0  16  55   0|2095M  125M  188k 5579M|  21M   55k
03-03 17:18:55| 34   1  16  50   0|2096M  128M  188k 5576M|  23M   12k
03-03 17:18:56| 26   1  14  59   0|2095M  124M  188k 5581M|  22M   16k
03-03 17:18:57| 29   0  12  58   0|2097M  125M  188k 5577M|  23M   28k
03-03 17:18:58| 27   1   2  69   0|2096M  129M  188k 5574M|  23M   20k
03-03 17:18:59| 26   1  26  46   0|2096M  124M  188k 5579M|  23M   16k
03-03 17:19:00| 29   1  16  55   0|2096M  127M  188k 5576M|  23M   48k
03-03 17:19:01| 31   1  13  55   0|2094M  124M  188k 5581M|  22M    0 
03-03 17:19:02| 27   1  23  48   0|2096M  126M  188k 5578M|  23M   20k
03-03 17:19:03| 32   0   7  60   0|2095M  123M  188k 5582M|  22M   32k
03-03 17:19:04| 32   1   7  60   0|2095M  125M  188k 5581M|  25M    0 
03-03 17:19:05| 35   1   9  55   0|2095M  124M  188k 5581M|  27M   44k
03-03 17:19:06| 36   1   9  55   0|2095M  125M  188k 5580M|  25M   20k
03-03 17:19:07| 27   1   5  65   0|2094M  122M  188k 5584M|  22M 1023B
03-03 17:19:08| 27   0  29  44   0|2095M  124M  188k 5581M|  23M   52k
03-03 17:19:09| 29   1   7  63   0|2095M  127M  188k 5577M|  22M   32k
03-03 17:19:10| 29   1  12  58   0|2095M  123M  188k 5582M|  23M    0 
03-03 17:19:11| 27   0  25  47   0|2095M  125M  188k 5580M|  23M   24k
03-03 17:19:12| 27   1  13  59   0|2096M  127M  188k 5577M|  23M 8194B
03-03 17:19:13| 30   1   6  62   0|2095M  123M  188k 5581M|  23M   24k
03-03 17:19:14| 31   1   4  64   0|2095M  127M  188k 5578M|  22M 4093B
03-03 17:19:15| 30   1   7  62   0|2095M  131M  188k 5573M|  23M    0 
03-03 17:19:16| 33   0   5  60   0|2096M  126M  188k 5577M|  23M   36k
03-03 17:19:17| 33   1  10  55   0|2097M  123M  188k 5580M|  22M   24k
03-03 17:19:18| 28   1   8  64   0|2094M  132M  188k 5575M|  22M    0 
03-03 17:19:19| 27   1  24  47   0|2095M  127M  188k 5578M|  22M    0 
03-03 17:19:20| 30   1   9  60   0|2094M  125M  188k 5581M|  22M   12k
03-03 17:19:21| 29   1  15  55   0|2094M  129M  188k 5577M|  24M   12k
03-03 17:19:22| 30   1   8  61   0|2095M  123M  188k 5582M|  23M   12k
03-03 17:19:23| 28   1  22  50   0|2094M  127M  188k 5579M|  23M 1024B
03-03 17:19:24| 38   1  14  46   0|2096M  131M  188k 5573M|  25M 3072B
03-03 17:19:25| 27   1  47  24   0|2096M  132M  188k 5573M|  22M   16k
03-03 17:19:26| 27   0  32  41   0|2095M  136M  188k 5568M|  23M   52k
03-03 17:19:27| 26   1  31  41   0|2095M  133M  188k 5572M|  22M    0 
03-03 17:19:28| 27   1  39  33   0|2095M  129M  188k 5576M|  23M    0 
03-03 17:19:29| 32   1  26  41   0|2094M  127M  188k 5579M|  22M   12k
03-03 17:19:30| 32   1  16  52   0|2096M  138M  188k 5565M|  24M   20k
03-03 17:19:31| 36   0   5  59   0|2095M  133M  188k 5571M|  25M   20k
03-03 17:19:32| 28   1   4  67   0|2095M  131M  188k 5574M|  22M    0 
03-03 17:19:33| 32   0  10  57   0|2095M  126M  188k 5578M|  23M 8198B
03-03 17:19:34| 31   1   2  66   0|2097M  138M  188k 5565M|  24M   12k
03-03 17:19:35| 29   0   9  60   0|2097M  135M  188k 5568M|  23M   12k
03-03 17:19:36| 30   0  23  45   0|2097M  130M  188k 5573M|  23M   40k
03-03 17:19:37| 28   0  24  47   0|2096M  128M  188k 5576M|  21M 1024B
03-03 17:19:38| 29   1  12  59   0|2094M  126M  188k 5579M|  23M    0 
03-03 17:19:39| 27   1   9  63   0|2094M  123M  188k 5582M|  22M 4096B
03-03 17:19:40| 29   0   7  62   0|2095M  137M  188k 5568M|  23M   37k
03-03 17:19:41| 30   0   5  63   0|2095M  133M  188k 5572M|  23M    0 
03-03 17:19:42| 28   1  22  50   0|2094M  129M  188k 5577M|  24M 4096B
03-03 17:19:43| 28   0   3  68   0|2094M  125M  188k 5580M|  22M   24k
03-03 17:19:44| 28   1  21  51   0|2094M  123M  188k 5583M|  22M   20k
03-03 17:19:45| 32   1  11  56   0|2095M  137M  188k 5568M|  23M   20k
03-03 17:19:46| 33   1   3  63   0|2094M  133M  188k 5573M|  24M 4099B
03-03 17:19:47| 27   1   2  69   0|2094M  129M  188k 5577M|  22M    0 
03-03 17:19:48| 29   1   3  67   0|2093M  125M  188k 5581M|  23M   36k
03-03 17:19:49| 27   1   3  70   0|2095M  124M  188k 5581M|  23M    0 
03-03 17:19:50| 28   0  14  57   0|2095M  134M  188k 5570M|  22M    0 
03-03 17:19:51| 30   1   6  63   0|2094M  132M  188k 5574M|  22M   60k
03-03 17:19:52| 27   1  19  51   0|2095M  128M  188k 5576M|  22M   20k
03-03 17:19:53| 29   0  25  45   0|2092M  126M  188k 5581M|  22M   33k
03-03 17:19:54| 34   1   4  63   0|2093M  124M  188k 5583M|  20M  142k
03-03 17:19:55| 89   2   1   9   0|2095M  136M  188k 5569M|  43M  141k
03-03 17:19:56| 96   1   1   2   0|2095M  134M  188k 5571M|  39M    0 
03-03 17:19:57| 98   1   0   0   0|2094M  132M  188k 5573M|  40M    0 
03-03 17:19:58| 97   1   1   1   0|2094M  130M  188k 5576M|  40M  104k
03-03 17:19:59| 48   1   6  46   0|2093M  123M  188k 5584M|  26M   36k
03-03 17:20:00| 28   1   2  69   0|2094M  138M  188k 5567M|  21M    0 
03-03 17:20:01| 29   1   5  65   0|2096M  132M  188k 5571M|  23M  317k
03-03 17:20:02| 27   1  33  39   0|2095M  129M  188k 5576M|  23M   84k
03-03 17:20:03| 30   1   4  65   0|2094M  127M  188k 5578M|  21M    0 
03-03 17:20:04| 26   0  10  63   0|2094M  124M  188k 5582M|  23M   16k
03-03 17:20:05| 32   1   3  64   0|2095M  138M  188k 5567M|  22M   32k
03-03 17:20:06| 29   1   7  63   0|2094M  135M  188k 5571M|  23M   16k
03-03 17:20:07| 29   0  23  47   0|2094M  131M  188k 5574M|  22M   48k
03-03 17:20:08| 29   1  24  47   0|2093M  129M  188k 5577M|  21M    0 
03-03 17:20:09| 29   1  17  53   0|2094M  126M  188k 5579M|  21M   40k
03-03 17:20:10| 29   1  18  52   0|2094M  124M  188k 5582M|  22M    0 
03-03 17:20:11| 27   1  19  53   0|2094M  138M  188k 5568M|  23M 4096B
03-03 17:20:12| 29   1  13  58   0|2093M  135M  188k 5571M|  22M   20k
03-03 17:20:13| 28   1   2  70   0|2093M  131M  188k 5575M|  23M   40k
03-03 17:20:14| 27   0   1  71   0|2095M  124M  188k 5580M|  23M    0 
03-03 17:20:15| 28   1  10  61   0|2093M  132M  188k 5575M|  22M    0 
03-03 17:20:16| 28   1  23  47   0|2094M  128M  188k 5578M|  22M    0 
03-03 17:20:17| 27   1  11  61   0|2094M  124M  188k 5581M|  23M   20k
03-03 17:20:18| 30   1   6  63   0|2094M  139M  188k 5567M|  23M   20k
03-03 17:20:19| 29   1  20  52   0|2093M  135M  188k 5571M|  23M   20k
03-03 17:20:20| 28   1  19  52   0|2093M  133M  188k 5573M|  21M    0 
03-03 17:20:21| 27   1  14  59   0|2095M  127M  188k 5577M|  22M    0 
03-03 17:20:22| 29   0  17  54   0|2095M  125M  188k 5579M|  22M   48k
03-03 17:20:23| 26   1  31  41   0|2094M  122M  188k 5583M|  23M   50k
03-03 17:20:24| 30   1  10  59   0|2093M  137M  188k 5569M|  23M    0 
03-03 17:20:25| 26   0  21  53   0|2093M  137M  188k 5569M|  19M 3072B
03-03 17:20:26| 27   1  25  47   0|2092M  134M  188k 5573M|  22M   48k
03-03 17:20:27| 28   1  13  58   0|2093M  131M  188k 5576M|  22M   48k
03-03 17:20:28| 26   1  17  57   0|2093M  128M  188k 5579M|  22M    0 
03-03 17:20:29| 26   1  17  56   0|2092M  124M  188k 5583M|  23M   44k
03-03 17:20:30| 27   0  25  48   0|2093M  139M  188k 5567M|  22M   20k
03-03 17:20:31| 30   1  16  54   0|2092M  137M  188k 5571M|  22M    0 
03-03 17:20:32| 31   1   7  62   0|2092M  132M  188k 5575M|  22M    0 
03-03 17:20:33| 27   1   2  70   0|2092M  129M  188k 5578M|  22M   48k
03-03 17:20:34| 29   0   8  61   0|2093M  123M  188k 5583M|  24M    0 
03-03 17:20:35| 29   1  19  51   0|2094M  139M  188k 5567M|  22M 4094B
03-03 17:20:36| 28   0  28  43   0|2092M  137M  188k 5570M|  22M    0 
03-03 17:20:37| 26   0  23  51   0|2094M  133M  188k 5572M|  22M   20k
03-03 17:20:38| 25   1  14  59   0|2095M  129M  188k 5576M|  21M   20k
03-03 17:20:39| 27   0   4  69   0|2095M  126M  188k 5578M|  22M    0 
03-03 17:20:40| 28   1  10  61   0|2095M  122M  188k 5583M|  23M   20k
03-03 17:20:41| 26   0  39  35   0|2094M  138M  188k 5567M|  22M    0 
03-03 17:20:42| 26   1  14  59   0|2093M  136M  188k 5571M|  23M   20k
03-03 17:20:43| 28   0  24  48   0|2094M  130M  188k 5576M|  23M   20k
03-03 17:20:44| 29   1  20  51   0|2093M  127M  188k 5579M|  22M   20k
03-03 17:20:45| 27   1   6  65   0|2094M  123M  188k 5582M|  22M   20k
03-03 17:20:46| 26   0   6  67   0|2095M  137M  188k 5567M|  22M    0 
03-03 17:20:47| 26   1   8  65   0|2094M  134M  188k 5571M|  23M    0 
03-03 17:20:48| 26   0  28  45   0|2093M  132M  188k 5575M|  22M   20k
03-03 17:20:49| 28   1  21  51   0|2094M  126M  188k 5580M|  23M   20k
03-03 17:20:50| 27   0  22  48   0|2093M  123M  188k 5583M|  23M   20k
03-03 17:20:51| 28   1  12  60   0|2094M  137M  188k 5569M|  23M   32k
03-03 17:20:52| 28   1   3  68   0|2093M  135M  188k 5571M|  21M    0 
03-03 17:20:53| 27   1  10  62   0|2093M  133M  188k 5574M|  22M   37k
03-03 17:20:54| 27   0  16  55   0|2093M  129M  188k 5578M|  22M   20k
03-03 17:20:55| 26   1  10  64   0|2092M  127M  188k 5580M|  21M   31k
03-03 17:20:56| 27   1   5  66   0|2093M  123M  188k 5583M|  22M   32k
03-03 17:20:57| 27   1  21  51   0|2093M  138M  188k 5569M|  23M    0 
03-03 17:20:58| 29   0   9  62   0|2093M  134M  188k 5572M|  23M    0 
03-03 17:20:59| 28   1   9  61   0|2092M  132M  188k 5575M|  21M    0 
03-03 17:21:00| 27   1  15  58   0|2092M  129M  188k 5579M|  22M   16k
03-03 17:21:01| 27   0  22  50   0|2093M  125M  188k 5581M|  21M   20k
03-03 17:21:02| 26   1  14  59   0|2095M  139M  188k 5566M|  22M 1025B
03-03 17:21:03| 28   1  24  47   0|2093M  136M  188k 5570M|  23M 4096B
03-03 17:21:04| 28   1  16  56   0|2094M  132M  188k 5574M|  23M   28k
03-03 17:21:05| 28   1   7  65   0|2094M  136M  188k 5569M|  23M   20k
03-03 17:21:06| 28   0  22  49   0|2094M  131M  188k 5574M|  23M    0 
03-03 17:21:07| 26   1  35  38   0|2094M  127M  188k 5578M|  23M   20k
03-03 17:21:08| 29   0  19  51   0|2094M  124M  188k 5581M|  22M   20k
03-03 17:21:09| 28   1  18  53   0|2094M  138M  188k 5567M|  23M    0 
03-03 17:21:10| 27   1  11  62   0|2094M  134M  188k 5571M|  22M 4094B
03-03 17:21:11| 28   1   8  63   0|2092M  135M  188k 5573M|  21M   16k
03-03 17:21:12| 27   0   7  65   0|2092M  130M  188k 5577M|  23M   16k
03-03 17:21:13| 27   1  25  47   0|2092M  128M  188k 5580M|  22M 8193B
03-03 17:21:14| 26   1  39  34   0|2092M  123M  188k 5584M|  23M   20k
03-03 17:21:15| 27   1  30  42   0|2092M  139M  188k 5568M|  22M   20k
03-03 17:21:16| 28   1  18  53   0|2092M  135M  188k 5573M|  23M   20k
03-03 17:21:17| 29   1  19  52   0|2092M  130M  188k 5577M|  23M    0 
03-03 17:21:18| 29   1   2  69   0|2092M  127M  188k 5581M|  22M    0 
03-03 17:21:19| 27   1  10  63   0|2091M  123M  188k 5585M|  23M   12k
03-03 17:21:20| 30   1  18  51   0|2092M  137M  188k 5570M|  23M   20k
03-03 17:21:21| 29   1   7  64   0|2092M  135M  188k 5573M|  21M 8198B
03-03 17:21:22| 27   1  20  53   0|2091M  132M  188k 5577M|  23M    0 
03-03 17:21:23| 28   1  10  62   0|2091M  127M  188k 5581M|  23M   22k
03-03 17:21:24| 27   0  24  48   0|2091M  123M  188k 5585M|  23M   20k
03-03 17:21:25| 26   1   8  65   0|2092M  122M  188k 5585M|  20M   23k
03-03 17:21:26| 26   0  16  57   0|2093M  136M  188k 5570M|  22M    0 
03-03 17:21:27| 27   1  26  46   0|2093M  132M  188k 5574M|  22M    0 
03-03 17:21:28| 27   1  13  59   0|2092M  130M  188k 5577M|  23M   20k
03-03 17:21:29| 27   1  33  40   0|2092M  126M  188k 5582M|  23M   20k
03-03 17:21:30| 26   1  22  49   0|2093M  139M  188k 5567M|  23M   20k
03-03 17:21:31| 29   1   4  66   0|2093M  135M  188k 5571M|  23M    0 
03-03 17:21:32| 25   1  39  34   0|2093M  132M  188k 5574M|  22M    0 
