----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
03-03 16:50:47| 28   1  14  57   0|2061M  127M 1276k 5611M|  23M   52k
03-03 16:50:48| 28   1  24  48   0|2059M  125M 1276k 5615M|  23M   28k
03-03 16:50:49| 26   1  12  60   0|2061M  128M 1276k 5609M|  22M   40k
03-03 16:50:50| 28   1  20  52   0|2058M  137M 1276k 5604M|  23M 8198B
03-03 16:50:51| 29   1  16  55   0|2058M  124M 1276k 5617M|  23M   64k
03-03 16:50:52| 28   1  24  48   0|2057M  124M 1276k 5618M|  23M   72k
03-03 16:50:53| 26   0  25  48   0|2058M  128M 1276k 5613M|  22M   52k
03-03 16:50:54| 27   1  22  51   0|2058M  125M 1276k 5616M|  22M   20k
03-03 16:50:55| 28   0  16  56   0|2059M  128M 1276k 5612M|  23M   72k
03-03 16:50:56| 29   1  10  60   0|2059M  125M 1276k 5616M|  22M   52k
03-03 16:50:57| 25   1  20  53   0|2061M  128M 1276k 5610M|  22M    0 
03-03 16:50:58| 27   1   9  64   0|2059M  126M 1276k 5614M|  22M   76k
03-03 16:50:59| 26   0  29  43   0|2061M  129M 1276k 5609M|  22M 8188B
03-03 16:51:00| 29   1  41  29   0|2063M  123M 1276k 5612M|  22M   80k
03-03 16:51:01| 27   1  36  35   0|2061M  122M 1276k 5616M|  23M   25k
03-03 16:51:02| 29   0  33  37   0|2062M  127M 1276k 5610M|  22M   12k
03-03 16:51:03| 28   1  10  61   0|2060M  124M 1276k 5615M|  23M   72k
03-03 16:51:04| 27   0  19  51   0|2060M  129M 1276k 5610M|  23M    0 
03-03 16:51:05| 32   1   2  66   0|2061M  126M 1276k 5613M|  21M   48k
03-03 16:51:06| 28   1  12  61   0|2058M  124M 1276k 5616M|  22M    0 
03-03 16:51:07| 27   1   8  64   0|2055M  124M 1276k 5620M|  22M   48k
03-03 16:51:08| 28   0  17  53   0|2055M  129M 1276k 5615M|  22M   56k
03-03 16:51:09| 30   1  32  37   0|2054M  125M 1276k 5620M|  23M   12k
03-03 16:51:10| 26   1   9  65   0|2055M  129M 1276k 5615M|  22M 4096B
03-03 16:51:11| 28   0  20  50   0|2050M  129M 1276k 5620M|  23M   46k
03-03 16:51:12| 29   0  17  54   0|2050M  124M 1276k 5625M|  22M   40k
03-03 16:51:13| 27   1  27  45   0|2049M  122M 1276k 5628M|  21M   37k
03-03 16:51:14| 32   1  20  47   0|2047M  129M 1276k 5623M|  23M   36k
03-03 16:51:15| 29   0  14  56   0|2047M  124M 1276k 5629M|  23M   84k
03-03 16:51:16| 32   1   3  64   0|2047M  129M 1276k 5623M|  22M 4097B
03-03 16:51:17| 30   0  16  52   0|2045M  126M 1276k 5628M|  23M   48k
03-03 16:51:18| 28   1  26  46   0|2043M  123M 1276k 5632M|  22M   28k
03-03 16:51:19| 28   0  19  51   0|2044M  128M 1276k 5627M|  22M    0 
03-03 16:51:20| 25   1   3  70   0|2044M  125M 1276k 5630M|  22M   56k
03-03 16:51:21| 32   1  11  56   0|2045M  128M 1276k 5626M|  23M 8200B
03-03 16:51:22| 28   1   3  68   0|2043M  127M 1276k 5629M|  22M   40k
03-03 16:51:23| 27   1  11  61   0|2042M  124M 1276k 5634M|  22M   44k
03-03 16:51:24| 29   1  14  56   0|2042M  129M 1276k 5628M|  22M   56k
03-03 16:51:25| 31   1  12  56   0|2040M  124M 1276k 5635M|  25M    0 
03-03 16:51:26| 30   1  25  44   0|2040M  123M 1276k 5637M|  22M   84k
03-03 16:51:27| 28   0  22  49   0|2040M  128M 1276k 5631M|  22M    0 
03-03 16:51:28| 29   1  23  46   0|2039M  122M 1276k 5638M|  26M   36k
03-03 16:51:29| 28   1  25  46   0|2038M  126M 1276k 5635M|  28M   56k
03-03 16:51:30| 27   0   7  65   0|2037M  123M 1276k 5639M|  23M   20k
03-03 16:51:31| 33   1   6  61   0|2037M  129M 1276k 5633M|  23M 4101B
03-03 16:51:32| 30   1  14  55   0|2033M  139M 1276k 5627M|  22M   65k
03-03 16:51:33| 46   1   4  49   0|2033M  129M 1276k 5637M|  28M 8192B
03-03 16:51:34| 28   0  16  55   0|2033M  124M 1276k 5642M|  22M   32k
03-03 16:51:35| 34   1  22  43   0|2034M  125M 1276k 5640M|  24M   56k
03-03 16:51:36| 30   0  18  51   0|2034M  124M 1276k 5641M|  23M   56k
03-03 16:51:37| 29   1  11  59   0|2034M  127M 1276k 5638M|  23M    0 
03-03 16:51:38| 27   1  35  37   0|2034M  123M 1276k 5642M|  22M   48k
03-03 16:51:39| 28   1  25  47   0|2033M  129M 1276k 5638M|  22M   56k
03-03 16:51:40| 31   1   5  62   0|2032M  124M 1276k 5643M|  23M    0 
03-03 16:51:41| 33   1   8  58   0|2033M  127M 1276k 5639M|  23M   62k
03-03 16:51:42| 31   1   5  64   0|2033M  122M 1276k 5644M|  23M   48k
03-03 16:51:43| 27   1   7  66   0|2034M  127M 1276k 5638M|  20M   10k
03-03 16:51:44| 27   1  30  42   0|2034M  126M 1276k 5639M|  23M   24k
03-03 16:51:45| 30   1  18  51   0|2035M  128M 1276k 5636M|  23M   60k
03-03 16:51:46| 28   1  24  46   0|2036M  122M 1276k 5641M|  23M   84k
03-03 16:51:47| 30   1  25  45   0|2036M  127M 1276k 5636M|  22M 4097B
03-03 16:51:48| 30   0   5  64   0|2032M  126M 1276k 5641M|  22M 4096B
03-03 16:51:49| 28   1   1  69   0|2033M  123M 1276k 5644M|  21M   48k
03-03 16:51:50| 30   1  12  58   0|2035M  127M 1276k 5637M|  23M   48k
03-03 16:51:51| 27   1   8  64   0|2033M  125M 1276k 5641M|  22M   80k
03-03 16:51:52| 31   1  14  55   0|2034M  129M 1276k 5636M|  21M 4099B
03-03 16:51:53| 28   0  15  56   0|2033M  127M 1276k 5639M|  22M   44k
03-03 16:51:54| 31   1   9  59   0|2034M  121M 1276k 5644M|  22M   28k
03-03 16:51:55| 34   1   6  58   0|2034M  137M 1276k 5629M|  21M  100k
03-03 16:51:56| 31   0  21  47   0|2035M  132M 1276k 5632M|  22M    0 
03-03 16:51:57| 38   1  16  45   0|2034M  128M 1276k 5638M|  24M   36k
03-03 16:51:58| 30   1   8  61   0|2033M  125M 1276k 5642M|  24M   36k
03-03 16:51:59| 28   1  13  58   0|2034M  138M 1276k 5627M|  23M   64k
03-03 16:52:00| 29   0  25  45   0|2033M  125M 1276k 5641M|  23M 4096B
03-03 16:52:01| 31   1  16  53   0|2031M  122M 1276k 5646M|  22M   48k
03-03 16:52:02| 61   1   7  31   0|2036M  126M 1276k 5638M|  32M   32k
03-03 16:52:03| 40   1  14  45   0|2036M  127M 1276k 5637M|  25M   60k
03-03 16:52:04| 32   1   9  57   0|2051M  136M 1276k 5611M|  26M   93k
03-03 16:52:05| 28   1   6  65   0|2085M  137M 1276k 5577M|  22M  160k
03-03 16:52:06| 31   1  23  45   0|2086M  133M 1276k 5580M|  22M    0 
03-03 16:52:07| 34   1   9  57   0|2084M  130M 1276k 5585M|  24M    0 
03-03 16:52:08| 31   1  19  50   0|2081M  128M 1276k 5590M|  23M   52k
03-03 16:52:09| 39   1  18  42   0|2081M  123M 1276k 5595M|  25M   68k
03-03 16:52:10| 29   1   7  63   0|2080M  139M 1276k 5580M|  23M    0 
03-03 16:52:11| 30   0   2  67   0|2079M  136M 1276k 5584M|  22M   33k
03-03 16:52:12| 34   1   5  61   0|2079M  134M 1276k 5585M|  21M   84k
03-03 16:52:13| 41   1  15  42   0|2077M  129M 1276k 5593M|  25M   80k
03-03 16:52:14| 28   1   4  67   0|2076M  127M 1276k 5596M|  23M   12k
03-03 16:52:15| 29   0  27  43   0|2075M  124M 1276k 5600M|  23M   64k
03-03 16:52:16| 29   0  25  45   0|2074M  122M 1276k 5603M|  22M   12k
03-03 16:52:17| 59   1  17  23   0|2073M  133M 1276k 5593M|  29M   64k
03-03 16:52:18| 34   1  12  54   0|2075M  125M 1276k 5599M|  24M 8192B
03-03 16:52:19| 29   1  12  58   0|2083M  132M 1276k 5584M|  22M   56k
03-03 16:52:20| 37   1   7  55   0|2084M  126M 1276k 5589M|  24M   68k
03-03 16:52:21| 50   1   6  44   0|2084M  135M 1276k 5580M|  28M   68k
03-03 16:52:22| 30   1  16  53   0|2085M  131M 1276k 5584M|  23M   12k
03-03 16:52:23| 30   1  25  44   0|2085M  127M 1276k 5587M|  22M   68k
03-03 16:52:24| 32   1   3  65   0|2085M  124M 1276k 5590M|  22M    0 
03-03 16:52:25| 31   1  12  55   0|2084M  122M 1276k 5593M|  21M   64k
03-03 16:52:26| 30   1   8  62   0|2082M  138M 1276k 5578M|  23M 8192B
03-03 16:52:27| 29   1  13  55   0|2081M  135M 1276k 5583M|  23M   68k
03-03 16:52:28| 27   0   1  71   0|2081M  132M 1276k 5586M|  22M    0 
03-03 16:52:29| 30   1  19  50   0|2080M  130M 1276k 5589M|  22M  116k
03-03 16:52:30| 29   1   2  68   0|2079M  128M 1276k 5593M|  22M   20k
03-03 16:52:31| 28   1  13  58   0|2078M  125M 1276k 5597M|  22M    0 
03-03 16:52:32| 33   1  11  54   0|2078M  123M 1276k 5599M|  22M   52k
03-03 16:52:33| 30   1  16  54   0|2078M  138M 1276k 5583M|  21M   64k
03-03 16:52:34| 38   1   7  53   0|2077M  135M 1276k 5588M|  24M   21k
03-03 16:52:35| 28   0  15  57   0|2076M  133M 1276k 5590M|  21M    0 
03-03 16:52:36| 28   1  25  46   0|2076M  130M 1276k 5593M|  22M   60k
03-03 16:52:37| 36   1  19  45   0|2075M  127M 1276k 5597M|  23M   80k
03-03 16:52:38| 31   0  23  45   0|2074M  122M 1276k 5603M|  25M   24k
03-03 16:52:39| 32   1   6  61   0|2074M  138M 1276k 5587M|  22M   68k
03-03 16:52:40| 31   1  11  58   0|2075M  133M 1272k 5591M|  23M 4096B
03-03 16:52:41| 30   1  16  54   0|2074M  131M 1252k 5595M|  22M   56k
03-03 16:52:42| 28   0   5  66   0|2074M  126M 1236k 5599M|  23M   46k
03-03 16:52:43| 30   1  13  57   0|2072M  129M 1220k 5599M|  18M   27k
03-03 16:52:44| 31   1  10  58   0|2071M  126M 1204k 5602M|  22M   40k
03-03 16:52:45| 35   1   4  61   0|2070M  122M 1188k 5607M|  23M   24k
03-03 16:52:46| 40   3  22  37   0|2074M  131M 1160k 5595M|  32M  463k
03-03 16:52:47| 34   0  18  46   0|2072M  127M 1156k 5600M|  24M   32k
03-03 16:52:48| 36   1   7  55   0|2071M  123M 1152k 5605M|  24M   64k
03-03 16:52:49| 36   1  17  47   0|2072M  136M 1144k 5591M|  24M 4098B
03-03 16:52:50| 36   1  11  52   0|2070M  132M 1140k 5597M|  26M  100k
03-03 16:52:51| 31   0  13  53   0|2071M  129M 1136k 5599M|  22M   76k
03-03 16:52:52| 40   1   4  56   0|2071M  124M 1132k 5604M|  25M   16k
03-03 16:52:53| 34   1  18  47   0|2069M  122M 1128k 5608M|  23M   52k
03-03 16:52:54| 26   0  19  53   0|2067M  121M 1124k 5611M|  22M   20k
03-03 16:52:55| 29   1  22  48   0|2065M  139M 1116k 5595M|  22M  144k
03-03 16:52:56| 35   1  13  51   0|2064M  134M 1112k 5601M|  24M  112k
03-03 16:52:57| 36   1  11  52   0|2063M  129M 1108k 5606M|  24M   12k
03-03 16:52:58| 32   0  19  48   0|2064M  124M 1104k 5612M|  25M   40k
03-03 16:52:59| 70   2   4  26   0|2072M  135M 1092k 5592M|  37M   56k
03-03 16:53:00| 33   1  12  55   0|2083M  124M 1088k 5593M|  23M   80k
03-03 16:53:01| 28   0  23  48   0|2084M  137M 1080k 5578M|  23M   72k
03-03 16:53:02| 28   1  12  59   0|2084M  133M 1076k 5582M|  22M 8190B
03-03 16:53:03| 29   0  16  54   0|2081M  134M 1072k 5584M|  21M   20k
03-03 16:53:04| 30   1  17  52   0|2080M  131M 1068k 5587M|  22M   44k
03-03 16:53:05| 41   1   6  53   0|2080M  127M 1064k 5593M|  25M   64k
03-03 16:53:06| 35   1  17  47   0|2079M  122M 1060k 5598M|  24M   21k
03-03 16:53:07| 33   1  18  48   0|2080M  135M 1052k 5584M|  24M   24k
03-03 16:53:08| 29   1  19  50   0|2078M  133M 1048k 5588M|  22M   40k
03-03 16:53:09| 30   1  12  57   0|2079M  129M 1044k 5592M|  22M   28k
03-03 16:53:10| 30   1  19  51   0|2077M  127M 1040k 5594M|  22M   56k
03-03 16:53:11| 43   0  13  43   0|2076M  122M 1036k 5601M|  25M   44k
03-03 16:53:12| 36   1   8  55   0|2076M  135M 1024k 5588M|  25M   44k
03-03 16:53:13| 27   0  19  53   0|2076M  133M 1016k 5590M|  20M   84k
03-03 16:53:14| 34   1   3  63   0|2076M  129M 1008k 5594M|  23M   48k
03-03 16:53:15| 30   1  20  50   0|2075M  127M  996k 5597M|  22M   16k
03-03 16:53:16| 28   1  16  55   0|2075M  132M  976k 5592M|  22M 8192B
03-03 16:53:17| 32   1  14  53   0|2073M  130M  960k 5596M|  22M   44k
03-03 16:53:18| 29   1  14  57   0|2072M  128M  944k 5598M|  22M   64k
03-03 16:53:19| 30   0  19  50   0|2073M  124M  928k 5602M|  23M 8186B
03-03 16:53:20| 32   1  16  51   0|2071M  123M  912k 5606M|  22M   48k
03-03 16:53:21| 29   0  14  56   0|2071M  138M  884k 5591M|  22M   56k
03-03 16:53:22| 29   1   9  62   0|2069M  135M  872k 5595M|  23M    0 
03-03 16:53:23| 31   0  10  58   0|2069M  132M  860k 5598M|  22M   56k
03-03 16:53:24| 27   0   9  62   0|2069M  128M  844k 5602M|  22M   28k
03-03 16:53:25| 26   1  10  63   0|2068M  127M  828k 5604M|  22M   28k
03-03 16:53:26| 31   1  15  54   0|2067M  124M  812k 5608M|  23M   72k
03-03 16:53:27| 28   1  10  60   0|2067M  139M  788k 5593M|  22M   28k
03-03 16:53:28| 33   0   8  57   0|2066M  137M  776k 5596M|  23M   36k
03-03 16:53:29| 27   1   3  68   0|2065M  134M  764k 5600M|  22M   12k
03-03 16:53:30| 31   1  13  54   0|2066M  129M  752k 5605M|  24M   62k
03-03 16:53:31| 31   1   4  63   0|2065M  127M  740k 5609M|  22M   60k
03-03 16:53:32| 30   1   5  66   0|2064M  125M  728k 5611M|  22M    0 
03-03 16:53:33| 29   0  11  58   0|2063M  123M  716k 5614M|  22M   24k
03-03 16:53:34| 28   1   4  68   0|2063M  138M  692k 5599M|  22M   60k
03-03 16:53:35| 34   1  13  52   0|2062M  136M  680k 5602M|  23M  324k
03-03 16:53:36| 30   0   3  67   0|2063M  131M  668k 5605M|  22M   20k
03-03 16:53:37| 33   1   2  64   0|2086M  124M  644k 5590M|  22M  104k
03-03 16:53:38| 31   1  14  54   0|2084M  122M  632k 5594M|  22M   56k
03-03 16:53:39| 36   1   9  53   0|2085M  136M  608k 5579M|  23M   12k
03-03 16:53:40| 34   1  16  49   0|2083M  133M  596k 5584M|  24M   12k
03-03 16:53:41| 29   1  26  44   0|2081M  131M  584k 5587M|  23M   80k
03-03 16:53:42| 31   1  17  52   0|2082M  135M  568k 5583M|  22M   89k
03-03 16:53:43| 27   0   2  70   0|2079M  135M  556k 5586M|  21M   12k
03-03 16:53:44| 39   1  11  49   0|2079M  133M  544k 5588M|  22M   50k
03-03 16:53:45| 28   1   6  64   0|2079M  129M  532k 5592M|  22M   60k
03-03 16:53:46| 34   1   3  63   0|2076M  128M  520k 5595M|  22M   20k
03-03 16:53:47| 33   0   9  58   0|2077M  124M  508k 5599M|  24M   68k
03-03 16:53:48| 36   1   6  57   0|2075M  138M  484k 5586M|  25M   12k
03-03 16:53:49| 32   0  20  48   0|2075M  133M  472k 5592M|  24M   32k
03-03 16:53:50| 56   1  11  32   0|2077M  138M  448k 5585M|  31M  100k
03-03 16:53:51| 37   1  18  45   0|2075M  132M  436k 5593M|  26M    0 
03-03 16:53:52| 29   1   3  67   0|2080M  124M  424k 5596M|  23M  104k
03-03 16:53:53| 26   1  15  57   0|2085M  139M  400k 5576M|  21M    0 
03-03 16:53:54| 29   1   4  66   0|2086M  134M  388k 5579M|  22M   48k
03-03 16:53:55| 28   1  12  58   0|2085M  131M  376k 5584M|  23M   72k
03-03 16:53:56| 28   1  31  41   0|2085M  129M  364k 5586M|  21M   24k
03-03 16:53:57| 28   0  17  54   0|2086M  124M  352k 5589M|  22M   29k
03-03 16:53:58| 28   1  17  55   0|2085M  123M  340k 5593M|  22M  116k
03-03 16:53:59| 29   1   4  65   0|2084M  138M  316k 5578M|  22M    0 
03-03 16:54:00| 27   1  21  51   0|2083M  136M  304k 5581M|  23M 4096B
03-03 16:54:01| 29   1  16  53   0|2082M  134M  292k 5583M|  21M   64k
03-03 16:54:02| 31   1  18  51   0|2080M  133M  280k 5587M|  22M    0 
03-03 16:54:03| 28   1  17  53   0|2079M  129M  268k 5591M|  23M   68k
03-03 16:54:04| 29   0  24  46   0|2080M  126M  256k 5594M|  22M   76k
03-03 16:54:05| 30   1  10  60   0|2079M  124M  256k 5597M|  22M 8192B
03-03 16:54:06| 30   1  26  43   0|2080M  138M  244k 5583M|  23M   20k
03-03 16:54:07| 29   0  14  56   0|2078M  135M  232k 5587M|  23M   60k
03-03 16:54:08| 26   1  25  48   0|2079M  131M  232k 5590M|  22M    0 
03-03 16:54:09| 27   0   8  64   0|2077M  130M  232k 5593M|  22M   52k
03-03 16:54:10| 32   1  17  50   0|2075M  127M  232k 5598M|  23M   60k
03-03 16:54:11| 28   0   6  65   0|2074M  125M  232k 5601M|  22M   56k
03-03 16:54:12| 28   1   9  62   0|2074M  122M  232k 5605M|  23M  105k
03-03 16:54:13| 27   1  13  60   0|2075M  136M  232k 5589M|  22M   64k
03-03 16:54:14| 27   1  19  53   0|2073M  136M  232k 5591M|  20M   21k
03-03 16:54:15| 28   0  13  57   0|2072M  134M  232k 5594M|  22M   20k
03-03 16:54:16| 27   1  12  60   0|2071M  131M  232k 5598M|  22M   80k
03-03 16:54:17| 27   1  19  54   0|2071M  129M  232k 5600M|  21M   44k
03-03 16:54:18| 27   0   5  67   0|2070M  126M  232k 5604M|  23M   20k
03-03 16:54:19| 27   1  37  35   0|2070M  124M  232k 5606M|  21M   48k
03-03 16:54:20| 27   0  48  25   0|2071M  138M  232k 5591M|  22M 8192B
03-03 16:54:21| 27   1  38  35   0|2068M  138M  232k 5594M|  22M   56k
03-03 16:54:22| 29   0  19  50   0|2066M  136M  232k 5598M|  23M   40k
03-03 16:54:23| 29   1   6  65   0|2066M  132M  232k 5602M|  23M 4096B
03-03 16:54:24| 26   1  34  38   0|2065M  129M  232k 5606M|  22M   72k
03-03 16:54:25| 29   1   2  68   0|2063M  129M  232k 5608M|  21M   36k
03-03 16:54:26| 32   0  10  58   0|2062M  127M  232k 5611M|  22M   48k
03-03 16:54:27| 27   1  11  60   0|2061M  124M  232k 5615M|  23M   44k
03-03 16:54:28| 30   1   6  64   0|2060M  122M  224k 5618M|  22M   20k
03-03 16:54:29| 30   1  18  52   0|2061M  137M  224k 5603M|  22M   25k
03-03 16:54:30| 32   0  13  53   0|2061M  133M  224k 5606M|  22M   60k
03-03 16:54:31| 29   1   3  68   0|2061M  130M  224k 5609M|  23M   48k
03-03 16:54:32| 28   0  10  61   0|2061M  124M  224k 5614M|  22M   56k
03-03 16:54:33| 32   1  13  54   0|2061M  129M  224k 5611M|  23M   12k
03-03 16:54:34| 30   1  16  53   0|2059M  125M  224k 5616M|  23M   28k
03-03 16:54:35| 27   1  25  47   0|2060M  129M  224k 5611M|  22M   44k
03-03 16:54:36| 29   1  37  34   0|2059M  125M  224k 5615M|  21M   52k
03-03 16:54:37| 27   1  30  42   0|2057M  122M  224k 5621M|  23M    0 
03-03 16:54:38| 30   1  32  36   0|2059M  125M  224k 5616M|  22M   36k
03-03 16:54:39| 36   1  12  52   0|2059M  129M  224k 5612M|  24M   36k
03-03 16:54:40| 90   2   2   6   0|2055M  123M  224k 5623M|  45M  108k
03-03 16:54:41| 39   1  12  48   0|2080M  121M  224k 5599M|  24M   40k
03-03 16:54:42| 97   2   0   1   0|2086M  128M  224k 5586M|  39M   46k
03-03 16:54:43| 97   1   1   0   0|2088M  127M  224k 5585M|  38M   44k
03-03 16:54:44| 92   1   2   6   0|2088M  127M  224k 5584M|  34M   68k
03-03 16:54:45| 82   1   7  10   0|2089M  127M  224k 5584M|  34M 4095B
03-03 16:54:46| 97   1   1   0   0|2087M  126M  224k 5587M|  38M   68k
03-03 16:54:47| 97   2   1   1   0|2087M  122M  224k 5591M|  39M 4096B
03-03 16:54:48| 98   2   0   1   0|2091M  123M  224k 5586M|  38M   64k
03-03 16:54:49| 97   1   0   1   0|2086M  124M  224k 5590M|  38M   16k
03-03 16:54:50| 98   1   1   0   0|2088M  127M  224k 5585M|  39M   56k
03-03 16:54:51| 96   2   1   1   0|2086M  125M  224k 5588M|  38M   16k
03-03 16:54:52| 99   1   0   0   0|2088M  121M  224k 5591M|  39M   32k
03-03 16:54:53| 97   1   1   0   0|2087M  131M  224k 5581M|  39M   60k
03-03 16:54:54| 97   1   0   1   0|2087M  127M  224k 5585M|  39M   36k
03-03 16:54:55| 97   1   1   1   0|2088M  123M  224k 5589M|  39M   12k
03-03 16:54:56| 97   2   1   1   0|2090M  127M  224k 5583M|  38M   36k
03-03 16:54:57| 96   1   1   2   0|2087M  127M  224k 5586M|  38M   40k
03-03 16:54:58| 96   2   1   1   0|2089M  124M  224k 5587M|  39M   24k
03-03 16:54:59| 98   1   0   1   0|2089M  128M  224k 5583M|  38M   80k
03-03 16:55:00| 97   1   0   0   0|2090M  123M  224k 5587M|  39M 1024B
03-03 16:55:01| 97   2   1   0   0|2091M  138M  224k 5571M|  38M   48k
03-03 16:55:02| 92   2   0   6   0|2091M  124M  224k 5585M|  39M   44k
03-03 16:55:03| 51   4   7  38   0|2094M  129M  224k 5577M|  22M   48k
03-03 16:55:04| 42  10   2  46   0|2102M  121M  224k 5576M|  17M   16k
03-03 16:55:05| 57  15   6  22   0|2108M  128M  224k 5562M|  24M  109k
03-03 16:55:06| 55   7  13  25   0|2102M  131M  224k 5567M|  23M   92k
03-03 16:55:07| 92   6   1   0   0|2099M  129M  224k 5571M|  40M   44k
03-03 16:55:08| 71   1   3  25   0|2098M  126M  224k 5576M|  32M   52k
03-03 16:55:09| 97   1   1   1   0|2097M  123M  224k 5579M|  39M 1501k
03-03 16:55:10| 97   1   1   1   0|2098M  127M  224k 5574M|  38M   88k
03-03 16:55:11| 97   2   1   0   0|2096M  125M  224k 5578M|  39M   12k
03-03 16:55:12| 97   2   0   1   0|2100M  137M  224k 5563M|  38M   92k
03-03 16:55:13| 97   1   1   0   0|2098M  126M  224k 5575M|  38M  133k
03-03 16:55:14| 91   2   0   8   0|2099M  127M  224k 5574M|  34M   75k
03-03 16:55:15| 97   1   1   0   0|2099M  123M  224k 5577M|  38M   84k
03-03 16:55:16| 96   1   1   2   0|2098M  122M  224k 5579M|  46M   36k
03-03 16:55:17| 83   4   3  10   0|2094M  130M  224k 5575M|  43M  100k
03-03 16:55:18| 98   2   0   0   0|2095M  132M  224k 5573M|  41M   92k
03-03 16:55:19| 97   2   0   0   0|2095M  131M  224k 5574M|  39M   72k
03-03 16:55:20| 97   2   0   1   0|2094M  121M  224k 5585M|  38M   28k
03-03 16:55:21| 96   2   1   1   0|2095M  125M  224k 5579M|  38M   72k
03-03 16:55:22| 97   1   1   1   0|2093M  124M  224k 5582M|  39M   72k
03-03 16:55:23| 98   2   1   0   0|2093M  122M  224k 5584M|  39M  672k
03-03 16:55:24| 97   1   1   0   0|2094M  139M  224k 5567M|  39M  148k
03-03 16:55:25| 97   1   1   1   0|2095M  137M  224k 5568M|  38M   24k
03-03 16:55:26| 98   2   1   0   0|2092M  122M  224k 5586M|  38M   88k
03-03 16:55:27| 97   1   1   1   0|2093M  138M  224k 5568M|  39M   64k
03-03 16:55:28| 97   1   0   1   0|2094M  136M  224k 5570M|  38M   32k
03-03 16:55:29| 97   1   1   1   0|2093M  137M  224k 5570M|  39M  104k
03-03 16:55:30| 97   2   1   1   0|2093M  136M  224k 5571M|  39M   36k
03-03 16:55:31| 97   1   1   0   0|2094M  134M  224k 5571M|  38M  109k
03-03 16:55:32| 97   1   0   1   0|2095M  132M  224k 5573M|  39M   40k
03-03 16:55:33| 97   1   1   1   0|2095M  131M  224k 5574M|  38M  104k
03-03 16:55:34| 96   2   1   2   0|2094M  131M  224k 5575M|  38M  108k
03-03 16:55:35| 97   1   1   1   0|2094M  130M  224k 5576M|  39M   24k
03-03 16:55:36| 97   2   1   0   0|2095M  128M  224k 5577M|  38M   60k
03-03 16:55:37| 98   1   1   0   0|2094M  128M  224k 5578M|  39M   76k
03-03 16:55:38| 97   1   1   0   0|2094M  127M  224k 5579M|  38M   84k
03-03 16:55:39| 96   1   1   2   0|2095M  125M  224k 5580M|  39M   48k
03-03 16:55:40| 97   2   1   1   0|2095M  124M  224k 5581M|  38M  168k
03-03 16:55:41| 98   1   0   0   0|2096M  122M  224k 5582M|  39M    0 
03-03 16:55:42| 98   1   1   0   0|2095M  121M  224k 5583M|  38M   68k
03-03 16:55:43| 89   1   3   7   0|2096M  122M  224k 5582M|  36M  187k
03-03 16:55:44| 90   1   1   7   0|2096M  124M  224k 5580M|  35M   63k
03-03 16:55:45| 96   2   1   3   0|2096M  125M  224k 5579M|  37M   56k
03-03 16:55:46| 98   1   1   0   0|2094M  135M  224k 5571M|  39M  108k
03-03 16:55:47| 97   1   1   0   0|2094M  133M  224k 5572M|  38M   24k
03-03 16:55:48| 97   1   0   0   0|2095M  132M  224k 5573M|  38M   56k
03-03 16:55:49| 98   1   1   0   0|2095M  131M  224k 5575M|  39M   36k
03-03 16:55:50| 97   2   1   1   0|2095M  129M  224k 5575M|  39M   80k
03-03 16:55:51| 97   1   0   0   0|2095M  128M  224k 5577M|  38M   52k
03-03 16:55:52| 97   1   1   0   0|2095M  128M  224k 5577M|  38M   56k
03-03 16:55:53| 97   1   1   2   0|2096M  126M  224k 5578M|  38M   52k
03-03 16:55:54| 96   1   1   2   0|2097M  124M  224k 5578M|  38M   68k
03-03 16:55:55| 97   1   0   1   0|2097M  123M  224k 5580M|  39M   52k
03-03 16:55:56| 98   1   1   0   0|2095M  127M  224k 5577M|  38M   40k
03-03 16:55:57| 78   1   1  21   0|2096M  131M  220k 5573M|  32M  108k
03-03 16:55:58| 59   1  10  30   0|2098M  137M  216k 5565M|  30M    0 
03-03 16:55:59| 49   1  13  37   0|2096M  130M  216k 5573M|  27M   44k
03-03 16:56:00| 44   1  19  37   0|2095M  124M  216k 5580M|  25M   32k
03-03 16:56:01| 79   1   3  17   0|2096M  126M  216k 5578M|  36M    0 
03-03 16:56:02| 60   1  10  29   0|2098M  129M  216k 5573M|  31M  104k
03-03 16:56:03| 28   0  15  56   0|2096M  128M  216k 5576M|  22M   12k
03-03 16:56:04| 32   1  17  50   0|2097M  122M  216k 5580M|  23M   20k
03-03 16:56:05| 30   1  18  51   0|2098M  138M  216k 5564M|  22M   40k
03-03 16:56:06| 39   0  12  48   0|2095M  137M  216k 5567M|  21M    0 
03-03 16:56:07| 77   1   1  21   0|2094M  124M  216k 5581M|  34M   72k
03-03 16:56:08| 97   2   1   2   0|2096M  121M  216k 5582M|  38M   16k
03-03 16:56:09| 95   1   1   3   0|2095M  122M  216k 5583M|  38M  124k
03-03 16:56:10| 98   1   1   0   0|2096M  139M  216k 5565M|  38M   68k
03-03 16:56:11| 97   1   0   0   0|2097M  136M  216k 5566M|  39M   48k
03-03 16:56:12| 97   2   1   1   0|2096M  125M  216k 5578M|  38M   40k
03-03 16:56:13| 98   1   1   0   0|2097M  124M  216k 5579M|  39M  165k
