----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
22-03 16:53:23| 15   2  20  63   0|5612M  122M  100k 2091M|  58M 1087k
22-03 16:53:24| 19   4  30  47   0|5613M  125M  100k 2086M|  34M 1085k
22-03 16:53:25| 14   3  32  48   0|5613M  123M  100k 2089M|  36M 8309k
22-03 16:53:26| 22   2  33  42   0|5612M  135M  100k 2078M|  42M 1024B
22-03 16:53:27| 20   4  24  51   0|5666M  139M  100k 2020M|  42M   24k
22-03 16:53:28| 13   2  25  59   0|5667M  123M  100k 2035M|  15M    0 
22-03 16:53:29| 15   3  28  53   0|5669M  143M  100k 2012M|  25M 4096B
22-03 16:53:30| 16   4  42  39   0|5667M  122M  100k 2036M|  46M   10k
22-03 16:53:31| 27   2  11  60   0|5667M  125M  100k 2033M|  43M 8195B
22-03 16:53:32| 20   2  10  68   0|5667M  134M  100k 2023M|  39M   16k
22-03 16:53:33| 15   4  21  59   0|5667M  142M  100k 2016M|  42M    0 
22-03 16:53:34| 20   4  21  54   0|5667M  140M  100k 2018M|  49M    0 
22-03 16:53:35| 26   2   5  66   0|5666M  128M  100k 2030M|  11M    0 
22-03 16:53:36| 15   2  14  68   0|5666M  137M  100k 2020M|  39M 6158B
22-03 16:53:37| 19   2   9  70   0|5666M  123M  100k 2036M|  38M 4095B
22-03 16:53:38| 15   3  25  55   0|5666M  127M  100k 2031M|  44M    0 
22-03 16:53:39| 18   3  26  52   0|5667M  132M  100k 2025M|  43M  294k
22-03 16:53:40| 30   2  13  54   0|5642M  150M  100k 2032M|  29M    0 
22-03 16:53:41| 17   2  25  55   0|5641M  143M  100k 2040M|  32M    0 
22-03 16:53:42| 22   3  17  57   0|5633M  132M  100k 2059M|  42M 4097B
22-03 16:53:43| 19   3  20  58   0|5632M  132M  100k 2060M|  50M 4100B
22-03 16:53:44| 32   2  10  54   0|5619M  126M  100k 2080M|  42M 8175B
22-03 16:53:45| 18   3  33  46   0|5618M  126M  100k 2080M|  49M    0 
22-03 16:53:46| 16   3  22  58   0|5617M  129M  100k 2079M|  48M    0 
22-03 16:53:47| 19   3   6  72   0|5617M  131M  100k 2076M|  46M 8213B
22-03 16:53:48| 22   3  17  59   0|5618M  125M  100k 2082M|  29M 5109B
22-03 16:53:49| 15   3  29  52   0|5618M  135M  100k 2072M|  40M 5124B
22-03 16:53:50| 32   3  25  39   0|5617M  124M  100k 2084M|  34M 7543k
22-03 16:53:51| 13   3  33  51   0|5619M  132M  100k 2074M|  40M 8174B
22-03 16:53:52| 21   3  33  42   0|5618M  143M  100k 2063M|  37M 8197B
22-03 16:53:53| 33   2  15  49   0|5617M  144M  100k 2063M|  24M    0 
22-03 16:53:54| 14   3  12  70   0|5617M  125M  100k 2083M|  44M 7223k
22-03 16:53:55| 17   3  23  54   0|5619M  130M  100k 2076M|  42M 1326k
22-03 16:53:56| 29   3  24  45   0|5619M  144M  100k 2061M|  34M   29M
22-03 16:53:57| 14   2   4  79   0|5620M  142M  100k 2062M|  50M 7097k
22-03 16:53:58| 18   2  13  66   0|5620M  125M  100k 2080M|  31M 6317k
22-03 16:53:59| 16   4  25  55   0|5621M  123M  100k 2081M|  40M 1283k
22-03 16:54:00| 19   3  34  44   0|5621M  125M  100k 2079M|  49M 7087k
22-03 16:54:01| 20   2  42  35   0|5619M  123M  100k 2083M|  56M 8888k
22-03 16:54:02| 16   2  23  59   0|5622M  125M  100k 2078M|  36M    0 
22-03 16:54:03| 16   3  35  44   0|5621M  124M  100k 2080M|  62M    0 
22-03 16:54:04| 23   4  26  47   0|5622M  124M  100k 2079M|  45M    0 
22-03 16:54:05| 22   3  20  54   0|5637M  121M  100k 2066M|  51M    0 
22-03 16:54:06| 35   2  16  45   0|5635M  138M  100k 2052M|  39M   50k
22-03 16:54:07| 16   4  21  59   0|5635M  136M  100k 2054M|  51M    0 
22-03 16:54:08| 35   2  16  47   0|5635M  126M  100k 2063M|  41M 4085B
22-03 16:54:09| 16   3  23  58   0|5636M  134M  100k 2055M|  46M  639k
22-03 16:54:10| 37   2  22  38   0|5626M  153M  100k 2046M|  39M   12k
22-03 16:54:11| 16   4  38  42   0|5628M  143M  100k 2054M|  57M 4083B
22-03 16:54:12| 26   3  17  54   0|5625M  144M  100k 2055M|  50M 4108B
22-03 16:54:13| 23   2  20  53   0|5624M  122M  100k 2079M|  46M 4090B
22-03 16:54:14| 16   3  18  61   0|5624M  130M  100k 2070M|  41M 4096B
22-03 16:54:15| 19   3  40  38   0|5626M  139M  100k 2060M|  38M    0 
22-03 16:54:16| 22   3  26  48   0|5624M  124M  100k 2077M|  41M 8194B
22-03 16:54:17| 20   4  23  53   0|5625M  134M  100k 2066M|  38M    0 
22-03 16:54:18| 27   4  18  50   0|5624M  130M  100k 2071M|  52M   12k
22-03 16:54:19| 24   2  11  62   0|5624M  123M  100k 2077M|  54M 2050B
22-03 16:54:20| 20   4  29  48   0|5624M  126M  100k 2075M|  46M 4102B
22-03 16:54:21| 22   3  14  61   0|5623M  130M  100k 2072M|  47M    0 
22-03 16:54:22| 18   2  16  62   0|5624M  136M  100k 2065M|  41M    0 
22-03 16:54:23| 33   2  17  48   0|5623M  125M  100k 2076M|  35M 4100B
22-03 16:54:24| 23   4  18  55   0|5624M  144M  100k 2057M|  31M 4100B
22-03 16:54:25| 21   4  28  47   0|5623M  125M  100k 2076M|  42M 1025B
22-03 16:54:26| 22   2   2  73   0|5624M  137M  100k 2063M|  36M 5286k
22-03 16:54:27| 20   2  23  54   0|5622M  126M  100k 2076M|  37M    0 
22-03 16:54:28| 14   3  21  61   0|5623M  142M  100k 2059M|  33M    0 
22-03 16:54:29| 23   4  24  50   0|5623M  141M  100k 2061M|  50M 8199B
22-03 16:54:30| 28   3  25  45   0|5623M  128M  100k 2073M|  36M 4100B
22-03 16:54:31| 28   2  21  47   0|5623M  147M  100k 2054M|  31M   14M
22-03 16:54:32| 19   3  23  55   0|5614M  141M  100k 2070M|  40M    0 
22-03 16:54:33| 17   4  42  36   0|5614M  145M  100k 2065M|  45M 8203B
22-03 16:54:34| 22   4  23  51   0|5597M  131M  100k 2096M|  67M    0 
22-03 16:54:35| 25   3   9  63   0|5596M  123M  100k 2105M|  48M    0 
22-03 16:54:36| 24   4  12  61   0|5652M  115M  100k 2057M|  36M 9549k
22-03 16:54:37| 15   4  27  53   0|5653M  118M  100k 2054M|  45M    0 
22-03 16:54:38| 29   4  23  45   0|5654M  126M  100k 2045M|  45M    0 
22-03 16:54:39| 24   2  16  57   0|5654M  124M  100k 2047M|  30M  676k
22-03 16:54:40| 21   2  10  65   0|5643M  125M  100k 2057M|  55M    0 
22-03 16:54:41| 22   4  26  48   0|5634M  124M  100k 2067M|  52M 8610k
22-03 16:54:42| 29   2   6  62   0|5620M  143M  100k 2062M|  31M 3308k
22-03 16:54:43| 18   2  22  57   0|5619M  124M  100k 2082M|  49M    0 
22-03 16:54:44| 15   3  23  59   0|5619M  128M  100k 2078M|  21M 4100B
22-03 16:54:45| 15   3  27  55   0|5619M  142M  100k 2064M|  36M 4089B
22-03 16:54:46| 19   3  22  55   0|5620M  143M  100k 2061M|  35M 9184k
22-03 16:54:47| 19   3  22  55   0|5620M  125M  100k 2080M|  43M   20k
22-03 16:54:48| 22   3  24  49   0|5651M  128M  100k 2045M|  39M 2755k
22-03 16:54:49| 18   3  18  60   0|5652M  133M  100k 2040M|  44M    0 
22-03 16:54:50| 23   4  22  52   0|5623M  164M  100k 2037M|  45M 4104B
22-03 16:54:51| 19   3  37  40   0|5623M  127M  100k 2074M|  36M  494k
22-03 16:54:52| 17   3  43  38   0|5622M  143M  100k 2059M|  28M    0 
22-03 16:54:53| 31   3  10  57   0|5623M  145M  100k 2057M|  46M   18M
22-03 16:54:54| 22   3  35  40   0|5621M  127M  100k 2077M|  43M 8169B
22-03 16:54:55| 21   4  35  40   0|5622M  146M  100k 2056M|  54M 4103B
22-03 16:54:56| 20   3  28  48   0|5621M  128M  100k 2075M|  54M 2050B
22-03 16:54:57| 27   3  17  53   0|5625M  142M  100k 2057M|  33M 9522k
22-03 16:54:58| 20   3  16  61   0|5624M  130M  100k 2071M|  36M    0 
22-03 16:54:59| 20   3  26  50   0|5624M  131M  100k 2070M|  48M 8192B
22-03 16:55:00| 22   3  25  49   0|5621M  126M  100k 2078M|  55M 8187B
22-03 16:55:01| 37   2  16  44   0|5623M  137M  100k 2065M|  36M 2047B
22-03 16:55:02| 16   3  26  54   0|5622M  143M  100k 2059M|  43M 1791k
22-03 16:55:03| 17   3  24  54   0|5623M  137M  100k 2065M|  30M 6684k
22-03 16:55:04| 23   4  30  42   0|5623M  145M  100k 2057M|  40M 8207B
22-03 16:55:05| 23   2   5  69   0|5622M  132M  100k 2071M|  37M    0 
22-03 16:55:06| 21   3   4  72   0|5622M  129M  100k 2074M|  52M    0 
22-03 16:55:07| 21   3  18  56   0|5621M  133M  100k 2070M|  44M 9093k
22-03 16:55:08| 13   3  38  45   0|5621M  130M  100k 2074M|  28M    0 
22-03 16:55:09| 13   2  29  54   0|5621M  131M  100k 2073M|  24M  157k
22-03 16:55:10| 21   4  12  64   0|5667M  133M  100k 2025M|  27M  508k
22-03 16:55:11| 12   2  21  63   0|5668M  122M  100k 2035M|  34M    0 
22-03 16:55:12| 19   3  31  47   0|5667M  122M  100k 2036M|  24M 5910k
22-03 16:55:13| 13   3  12  73   0|5667M  143M  100k 2015M|  28M 1262k
22-03 16:55:14| 13   3  24  59   0|5667M  126M  100k 2032M|  27M 9437k
22-03 16:55:15| 21   4   9  67   0|5667M  125M  100k 2033M|  31M   20k
22-03 16:55:16| 13   4  27  55   0|5668M  121M  100k 2035M|  29M 2046k
22-03 16:55:17| 21   3  29  46   0|5649M  125M  100k 2051M|  32M  317k
22-03 16:55:18| 32   3  19  45   0|5647M  124M  100k 2053M|  18M 1840k
22-03 16:55:19| 14   3  28  55   0|5651M  123M  100k 2050M|  32M 5354k
22-03 16:55:20| 19   3  42  36   0|5649M  126M  100k 2050M|  36M    0 
22-03 16:55:21| 13   3  25  58   0|5648M  121M  100k 2055M|  25M    0 
22-03 16:55:22| 18   4  13  64   0|5650M  126M  100k 2049M|  30M  228k
22-03 16:55:23| 17   8  34  41   0|5656M  125M  100k 2043M|  35M  672k
22-03 16:55:24| 18   4  14  65   0|5656M  126M  100k 2042M|  19M 1697k
22-03 16:55:25| 19   5   9  66   0|5656M  143M  100k 2025M|  29M 7122k
22-03 16:55:26| 21   6  22  50   0|5654M  122M  100k 2048M|  35M 4088B
22-03 16:55:27| 20   5  24  50   0|5655M  135M  100k 2034M|  31M 5860k
22-03 16:55:28| 15   6  36  42   0|5652M  123M  100k 2050M|  31M 1567k
22-03 16:55:29| 21   3  33  43   0|5651M  124M  100k 2050M|  40M 1482k
22-03 16:55:30| 29   3  26  41   0|5652M  142M  100k 2031M|  52M 1195k
22-03 16:55:31| 19   4  18  59   0|5652M  138M  100k 2034M|  52M    0 
22-03 16:55:32| 23   2  31  42   0|5652M  136M  100k 2036M|  49M 7159k
22-03 16:55:33| 17   4  24  55   0|5652M  142M  100k 2031M|  43M 1277k
22-03 16:55:34| 36   3  15  47   0|5651M  134M  100k 2039M|  34M 3504k
22-03 16:55:35| 11   2  25  61   0|5651M  126M  100k 2048M|8064k    0 
22-03 16:55:36| 11   2  42  44   0|5650M  131M  100k 2043M|  20M    0 
22-03 16:55:37| 19   2  21  56   0|5650M  129M  100k 2047M|  28M   82k
22-03 16:55:38| 22   5  17  55   0|5650M  124M  100k 2051M|  52M   12M
22-03 16:55:39| 30   3  13  55   0|5646M  139M  100k 2039M|  38M 2554k
22-03 16:55:40| 14   2  14  69   0|5646M  132M  100k 2047M|  31M  113k
22-03 16:55:41| 18   3  30  47   0|5632M  132M  100k 2061M|  39M  645k
22-03 16:55:42| 21   3  17  59   0|5631M  135M  100k 2059M|  45M    0 
22-03 16:55:43| 31   2  19  46   0|5621M  138M  100k 2065M|  31M 7216k
22-03 16:55:44| 17   3  38  42   0|5622M  145M  100k 2057M|  42M 8194B
22-03 16:55:45| 21   3  23  54   0|5623M  135M  100k 2067M|  33M    0 
22-03 16:55:46| 21   4  26  47   0|5620M  124M  100k 2081M|  38M 4096B
22-03 16:55:47| 32   2  29  37   0|5619M  139M  100k 2067M|  37M 4103B
22-03 16:55:48| 22   4  31  41   0|5620M  141M  100k 2064M|  46M 2342k
22-03 16:55:49| 15   2  29  53   0|5618M  121M  100k 2085M|  45M  441k
22-03 16:55:50| 18   3  47  31   0|5618M  123M  100k 2084M|  47M   17M
22-03 16:55:51| 33   3  30  34   0|5619M  140M  100k 2065M|  30M   19M
22-03 16:55:52| 15   3   3  78   0|5618M  126M  100k 2081M|  39M   80k
22-03 16:55:53| 19   3  21  56   0|5619M  142M  100k 2063M|  32M 8337k
22-03 16:55:54| 16   3  36  42   0|5619M  124M  100k 2082M|  42M  783k
22-03 16:55:55| 22   4  23  51   0|5618M  122M  100k 2085M|  51M 6164k
22-03 16:55:56| 35   2  22  42   0|5618M  140M  100k 2066M|  31M 8214k
22-03 16:55:57| 17   2  38  42   0|5619M  122M  100k 2083M|  41M 1022B
22-03 16:55:58| 13   4  43  40   0|5620M  142M  100k 2063M|  30M 4096B
22-03 16:55:59| 20   3  22  54   0|5619M  126M  100k 2079M|  45M    0 
22-03 16:56:00| 22   3  27  47   0|5620M  121M  100k 2084M|  50M    0 
22-03 16:56:01| 26   3  24  47   0|5618M  144M  100k 2063M|  29M    0 
22-03 16:56:02| 20   3   6  70   0|5618M  125M  100k 2081M|  47M 2045B
22-03 16:56:03| 18   3  35  43   0|5618M  123M  100k 2083M|  48M    0 
22-03 16:56:04| 30   2  33  33   0|5619M  126M  100k 2080M|  49M    0 
22-03 16:56:05| 21   4  23  52   0|5618M  123M  100k 2084M|  49M    0 
22-03 16:56:06| 21   3  22  53   0|5619M  140M  100k 2066M|  33M    0 
22-03 16:56:07| 23   5   9  64   0|5620M  138M  100k 2068M|  42M   88k
22-03 16:56:08| 17   3  31  48   0|5620M  134M  100k 2072M|  53M    0 
22-03 16:56:09| 34   2  19  45   0|5618M  126M  100k 2081M|  32M    0 
22-03 16:56:10| 14   3  33  49   0|5619M  133M  100k 2073M|  35M  314k
22-03 16:56:11| 19   3  24  52   0|5619M  142M  100k 2063M|  39M   33k
22-03 16:56:12| 20   3  15  62   0|5619M  135M  100k 2071M|  57M  629k
22-03 16:56:13| 18   3  16  63   0|5620M  144M  100k 2060M|  38M 8187B
22-03 16:56:14| 23   4  11  61   0|5668M  129M  100k 2027M|  42M   28k
22-03 16:56:15| 23   3  23  51   0|5670M  127M  100k 2029M|  48M    0 
22-03 16:56:16| 20   3  30  45   0|5671M  138M  100k 2016M|  34M 4095B
22-03 16:56:17| 17   4  23  57   0|5670M  130M  100k 2024M|  31M    0 
22-03 16:56:18| 37   2  13  47   0|5670M  128M  100k 2026M|  25M 4093B
22-03 16:56:19| 12   3  20  64   0|5669M  144M  100k 2012M|  34M 1175k
22-03 16:56:20| 22   4  28  46   0|5669M  128M  100k 2028M|  39M  517k
22-03 16:56:21| 33   3  13  52   0|5648M  126M  100k 2051M|  45M 8195B
22-03 16:56:22| 17   3  14  65   0|5647M  130M  100k 2047M|  43M   36k
22-03 16:56:23| 18   4  15  61   0|5647M  126M  100k 2052M|  53M    0 
22-03 16:56:24| 19   4  21  55   0|5648M  128M  100k 2049M|  46M    0 
22-03 16:56:25| 26   3  25  46   0|5632M  141M  100k 2052M|  50M 1280k
22-03 16:56:26| 26   3  22  48   0|5628M  129M  100k 2068M|  39M   13M
22-03 16:56:27| 20   3  40  36   0|5631M  123M  100k 2071M|  52M    0 
22-03 16:56:28| 22   3  18  57   0|5623M  136M  100k 2066M|  43M    0 
22-03 16:56:29| 18   4  33  46   0|5624M  122M  100k 2079M|  37M    0 
22-03 16:56:30| 17   3  42  37   0|5624M  134M  100k 2066M|  36M   12M
22-03 16:56:31| 33   2  15  50   0|5625M  139M  100k 2061M|  19M   40k
22-03 16:56:32|  9   2  22  66   0|5624M  132M  100k 2068M|7013k    0 
22-03 16:56:33| 15   2  30  51   0|5625M  121M  100k 2078M|  34M    0 
22-03 16:56:34| 19   4  28  48   0|5626M  137M  100k 2061M|  57M    0 
22-03 16:56:35| 24   3  29  44   0|5625M  124M  100k 2076M|  40M 9572k
22-03 16:56:36| 24   3  20  52   0|5624M  130M  100k 2071M|  43M    0 
22-03 16:56:37| 19   3  27  51   0|5626M  133M  100k 2065M|  45M   58k
22-03 16:56:38| 22   4  15  59   0|5623M  125M  100k 2077M|  46M    0 
22-03 16:56:39| 15   4  21  59   0|5624M  123M  100k 2078M|  55M   16k
22-03 16:56:40| 18   2  16  63   0|5623M  126M  100k 2076M|  29M 1537k
22-03 16:56:41| 15   3  25  56   0|5625M  125M  100k 2074M|  39M 1088k
22-03 16:56:42| 20   4  14  62   0|5624M  124M  100k 2077M|  45M 4961k
22-03 16:56:43| 21   3  26  50   0|5624M  126M  100k 2075M|  56M 1605k
22-03 16:56:44| 23   4  22  49   0|5667M  153M  100k 2005M|  49M 3590k
22-03 16:56:45| 30   2  13  55   0|5668M  139M  100k 2018M|  13M   14M
22-03 16:56:46| 17   4  24  55   0|5669M  124M  100k 2032M|  41M    0 
22-03 16:56:47| 24   3  32  41   0|5669M  123M  100k 2032M|  48M    0 
22-03 16:56:48| 17   2  27  52   0|5621M  161M  100k 2042M|  28M    0 
22-03 16:56:49| 21   3  17  60   0|5622M  124M  100k 2079M|  40M 1024B
22-03 16:56:50| 15   2  32  50   0|5621M  145M  100k 2058M|  41M 4096B
22-03 16:56:51| 22   4  35  39   0|5623M  144M  100k 2058M|  47M 1162k
22-03 16:56:52| 18   2  44  35   0|5620M  127M  100k 2078M|  44M 1232k
22-03 16:56:53| 33   3  27  36   0|5620M  142M  100k 2063M|  34M 4811k
22-03 16:56:54| 16   3  31  49   0|5621M  140M  100k 2064M|  51M 4103B
22-03 16:56:55| 22   2  19  56   0|5620M  123M  100k 2082M|  41M 2045B
22-03 16:56:56| 18   4  34  43   0|5620M  133M  100k 2072M|  52M   11M
22-03 16:56:57| 31   3  22  43   0|5621M  129M  100k 2075M|  26M 5377k
22-03 16:56:58| 14   3  26  56   0|5621M  138M  100k 2067M|  41M 4091B
22-03 16:56:59| 21   4  14  60   0|5621M  143M  100k 2060M|  48M    0 
22-03 16:57:00| 18   4  24  55   0|5620M  126M  100k 2078M|  42M    0 
22-03 16:57:01| 22   5  28  43   0|5621M  129M  100k 2074M|  48M 9490k
22-03 16:57:02| 28   3  21  49   0|5621M  139M  100k 2066M|  40M    0 
22-03 16:57:03| 23   4  26  46   0|5621M  136M  100k 2068M|  50M   36k
22-03 16:57:04| 35   3  20  40   0|5621M  140M  100k 2065M|  45M    0 
22-03 16:57:05| 16   3  36  44   0|5621M  139M  100k 2065M|  51M 5129B
22-03 16:57:06| 27   2  37  33   0|5621M  123M  100k 2080M|  37M 6339k
22-03 16:57:07| 21   3  24  51   0|5621M  125M  100k 2078M|  47M 1023B
22-03 16:57:08| 19   3  32  45   0|5622M  122M  100k 2080M|  51M 4097B
22-03 16:57:09| 18   4  25  52   0|5669M  133M  100k 2022M|  42M   76k
22-03 16:57:10| 30   3  21  46   0|5670M  122M  100k 2034M|  34M  252k
22-03 16:57:11| 20   3  21  55   0|5632M  173M  100k 2020M|  34M  522k
22-03 16:57:12| 17   3  25  55   0|5632M  128M  100k 2065M|  44M   64k
22-03 16:57:13| 21   4  20  55   0|5633M  136M  100k 2056M|  38M 4333k
22-03 16:57:14| 18   4  31  46   0|5633M  137M  100k 2055M|  47M 1749k
22-03 16:57:15| 21   3  24  51   0|5631M  145M  100k 2049M|  43M 4316k
22-03 16:57:16| 26   3  19  53   0|5632M  124M  100k 2069M|  44M    0 
22-03 16:57:17| 20   3   6  69   0|5633M  145M  100k 2046M|  37M 1165k
22-03 16:57:18| 21   3  23  51   0|5632M  126M  100k 2067M|  45M 7906k
22-03 16:57:19| 23   4  28  46   0|5632M  130M  100k 2062M|  54M    0 
22-03 16:57:20| 29   2   9  59   0|5631M  127M  100k 2067M|  27M 1024B
22-03 16:57:21| 18   3  26  51   0|5631M  126M  100k 2068M|  45M    0 
22-03 16:57:22| 19   3  20  57   0|5630M  132M  100k 2063M|  39M 1184k
22-03 16:57:23| 29   3  22  46   0|5630M  144M  100k 2050M|  36M   12M
22-03 16:57:24| 10   3  18  69   0|5630M  138M  100k 2057M|6658k    0 
22-03 16:57:25|  9   1  27  61   0|5631M  130M  100k 2064M|6656k    0 
22-03 16:57:26|  8   1  40  50   0|5630M  125M  100k 2069M|5370k    0 
22-03 16:57:27| 18   3  25  52   0|5632M  132M  100k 2061M|  40M   10M
22-03 16:57:28| 22   3  24  50   0|5627M  135M  100k 2063M|  38M 1466k
22-03 16:57:29| 21   5  24  51   0|5626M  121M  100k 2078M|  52M    0 
22-03 16:57:30| 28   2  20  48   0|5627M  123M  100k 2075M|  46M    0 
22-03 16:57:31| 19   4  18  59   0|5628M  142M  100k 2054M|  28M    0 
22-03 16:57:32| 14   3  11  71   0|5626M  140M  100k 2059M|  35M 1064k
22-03 16:57:33| 15   4  28  53   0|5628M  134M  100k 2063M|  29M  985k
22-03 16:57:34| 17   3  23  56   0|5629M  124M  100k 2071M|  31M  324k
22-03 16:57:35| 22   3  14  60   0|5628M  135M  100k 2061M|  63M 3711k
22-03 16:57:36| 31   2  10  56   0|5627M  125M  100k 2073M|  36M 3482k
22-03 16:57:37| 16   3  31  47   0|5627M  125M  100k 2073M|  49M 2371k
22-03 16:57:38| 20   3  27  50   0|5626M  123M  100k 2076M|  51M   10M
22-03 16:57:39| 32   4  35  30   0|5626M  137M  100k 2062M|  36M 1150k
22-03 16:57:40| 18   4  29  49   0|5626M  138M  100k 2061M|  23M  223k
22-03 16:57:41| 15   3  23  58   0|5625M  140M  100k 2060M|  49M 8205B
22-03 16:57:42| 20   3  27  50   0|5626M  122M  100k 2076M|  40M   54k
22-03 16:57:43| 21   4  18  58   0|5626M  125M  100k 2074M|  46M 4097B
22-03 16:57:44| 20   3  34  42   0|5625M  122M  100k 2078M|  28M  551k
22-03 16:57:45| 23   3  34  40   0|5626M  136M  100k 2063M|  33M   11M
22-03 16:57:46| 15   3  33  49   0|5626M  129M  100k 2070M|  32M    0 
22-03 16:57:47| 20   3  38  38   0|5626M  135M  100k 2064M|  42M   16k
22-03 16:57:48| 21   3  18  59   0|5626M  130M  100k 2070M|  55M 4104B
22-03 16:57:49| 18   3  35  42   0|5626M  133M  100k 2066M|  45M 2210k
22-03 16:57:50| 14   4  41  39   0|5626M  133M  100k 2066M|  48M 1282k
22-03 16:57:51| 18   4  27  52   0|5627M  140M  100k 2059M|  42M 2993k
22-03 16:57:52| 16   3  31  48   0|5626M  129M  100k 2070M|  35M 6835k
22-03 16:57:53| 24   3  31  41   0|5625M  130M  100k 2069M|  46M    0 
22-03 16:57:54| 24   3  12  59   0|5625M  121M  100k 2079M|  34M    0 
22-03 16:57:55| 15   5  24  56   0|5625M  122M  100k 2078M|  49M 2048k
22-03 16:57:56| 21   3  14  61   0|5626M  143M  100k 2056M|  51M 1443k
22-03 16:57:57| 22   3  25  50   0|5624M  124M  100k 2078M|  34M 5042k
22-03 16:57:58| 20   3  17  59   0|5625M  122M  100k 2077M|  41M 2625k
22-03 16:57:59| 20   3  24  53   0|5626M  126M  100k 2073M|  37M 3289k
22-03 16:58:00| 21   3   5  69   0|5625M  122M  100k 2079M|  41M 1164k
22-03 16:58:01| 23   1  12  63   0|5624M  121M  100k 2081M|  21M    0 
22-03 16:58:02| 19   4  20  57   0|5625M  127M  100k 2072M|  28M    0 
22-03 16:58:03| 15   4  48  33   0|5626M  126M  100k 2073M|  47M   16k
22-03 16:58:04| 20   3  28  48   0|5624M  137M  100k 2063M|  43M    0 
22-03 16:58:05| 32   2  21  44   0|5625M  123M  100k 2077M|  25M   13M
22-03 16:58:06| 19   4  18  57   0|5626M  143M  100k 2056M|  40M    0 
22-03 16:58:07| 25   3  27  45   0|5625M  129M  100k 2072M|  39M   12k
22-03 16:58:08| 21   3  13  62   0|5626M  129M  100k 2071M|  35M 2046B
22-03 16:58:09| 20   5  26  49   0|5625M  139M  100k 2060M|  61M    0 
22-03 16:58:10| 21   3  26  50   0|5626M  138M  100k 2061M|  49M   10M
22-03 16:58:11| 21   3  22  53   0|5668M  141M  100k 2016M|  30M 1247k
22-03 16:58:12| 17   3  24  54   0|5667M  142M  100k 2016M|  48M  667k
22-03 16:58:13| 30   3  16  49   0|5668M  130M  100k 2026M|  34M    0 
22-03 16:58:14| 18   3  30  49   0|5669M  136M  100k 2020M|  42M 4104B
22-03 16:58:15| 22   2  16  59   0|5627M  139M  100k 2059M|  35M 1280k
22-03 16:58:16| 29   2  22  46   0|5626M  141M  100k 2058M|  24M 7729k
22-03 16:58:17| 17   3  32  47   0|5627M  143M  100k 2055M|  47M 4103B
22-03 16:58:18| 16   4  26  53   0|5626M  122M  100k 2077M|  45M 4097B
22-03 16:58:19| 36   2  23  40   0|5624M  122M  100k 2079M|  51M 4096B
22-03 16:58:20| 14   3  18  63   0|5623M  132M  100k 2070M|  23M 1278k
22-03 16:58:21| 18   3  21  58   0|5603M  129M  100k 2094M|  48M  961k
22-03 16:58:22| 16   3  19  62   0|5603M  128M  100k 2095M|  32M 5780k
22-03 16:58:23| 18   3  36  41   0|5604M  142M  100k 2080M|  45M  983k
22-03 16:58:24| 21   3  23  52   0|5632M  143M  100k 2050M|  45M   21k
22-03 16:58:25| 30   3  30  37   0|5630M  132M  100k 2063M|  37M   11M
22-03 16:58:26| 15   3  21  61   0|5632M  134M  100k 2059M|  21M    0 
22-03 16:58:27| 15   2  14  69   0|5633M  124M  100k 2068M|  33M    0 
22-03 16:58:28| 17   4  37  42   0|5633M  124M  100k 2067M|  48M    0 
22-03 16:58:29| 33   3  17  47   0|5632M  138M  100k 2054M|  35M 1025B
22-03 16:58:30| 18   3  32  47   0|5634M  140M  100k 2051M|  46M   10M
22-03 16:58:31| 21   2  27  49   0|5632M  129M  100k 2064M|  36M 2882k
22-03 16:58:32| 29   4  22  45   0|5633M  121M  100k 2071M|  31M 9220B
22-03 16:58:33| 26   2  32  40   0|5632M  129M  100k 2064M|  40M 1024B
22-03 16:58:34| 13   3  24  60   0|5632M  141M  100k 2052M|  39M 4086B
22-03 16:58:35| 19   3  32  44   0|5632M  124M  100k 2069M|  40M 1227k
22-03 16:58:36| 18   4  25  54   0|5632M  131M  100k 2062M|  42M  822k
22-03 16:58:37| 24   3  22  50   0|5633M  142M  100k 2050M|  36M 4685k
22-03 16:58:38| 31   4   7  57   0|5670M  135M  100k 2019M|  32M   48k
22-03 16:58:39| 18   6  12  62   0|5670M  125M  100k 2029M|  44M   68k
22-03 16:58:40| 24   5  15  56   0|5671M  123M  100k 2031M|  28M   15M
22-03 16:58:41|  9   2   4  85   0|5670M  122M  100k 2033M|8180k  216k
22-03 16:58:42| 10   2  24  64   0|5671M  125M  100k 2029M|7808k    0 
22-03 16:58:43| 17   2  23  57   0|5671M  136M  100k 2019M|  38M   12k
22-03 16:58:44| 21   3  30  45   0|5669M  124M  100k 2032M|  59M  463k
22-03 16:58:45| 31   3  24  41   0|5658M  123M  100k 2044M|  24M 2047k
22-03 16:58:46| 19   4  28  48   0|5659M  132M  100k 2034M|  46M 6964k
22-03 16:58:47| 26   4  19  51   0|5661M  143M  100k 2022M|  38M  672k
22-03 16:58:48| 18   3  19  58   0|5657M  138M  100k 2029M|  61M 7837k
22-03 16:58:49| 18   3  31  47   0|5659M  137M  100k 2029M|  35M 4223k
22-03 16:58:50| 19   3  13  64   0|5658M  123M  100k 2044M|  31M 9273k
