----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
22-03 14:19:35| 20   3  20  54   0|5583M  143M  100k 2083M|  49M  316k
22-03 14:19:36| 30   3  16  51   0|5583M  128M  100k 2099M|  54M 4554k
22-03 14:19:37| 19   4  30  48   0|5583M  132M  100k 2095M|  48M   12k
22-03 14:19:38| 11   4  25  59   0|5583M  128M  100k 2099M|  29M    0 
22-03 14:19:39| 21   4  24  52   0|5584M  143M  100k 2083M|  42M    0 
22-03 14:19:40| 20   3  13  63   0|5585M  144M  100k 2081M|  50M    0 
22-03 14:19:41| 30   2  19  48   0|5583M  144M  100k 2082M|  26M 2406k
22-03 14:19:42| 16   4  41  40   0|5584M  128M  100k 2098M|  41M    0 
22-03 14:19:43| 21   3  30  45   0|5584M  123M  100k 2102M|  56M   80k
22-03 14:19:44| 35   3   5  57   0|5584M  130M  100k 2095M|  44M 4093B
22-03 14:19:45| 12   3   2  83   0|5584M  143M  100k 2083M|  39M 6144B
22-03 14:19:46| 20   3  25  52   0|5584M  130M  100k 2095M|  38M    0 
22-03 14:19:47| 21   4  35  41   0|5584M  139M  100k 2087M|  43M 1194k
22-03 14:19:48| 19   2   6  71   0|5585M  135M  100k 2090M|  29M 1801k
22-03 14:19:49| 12   2  12  72   0|5585M  132M  100k 2093M|  29M    0 
22-03 14:19:50| 32   2  10  55   0|5585M  139M  100k 2086M|  18M 4092B
22-03 14:19:51| 19   4  25  51   0|5586M  139M  100k 2085M|  43M  853B
22-03 14:19:52| 15   3  33  48   0|5585M  128M  100k 2097M|  47M 3793k
22-03 14:19:53| 29   2   9  59   0|5584M  124M  100k 2102M|  30M    0 
22-03 14:19:54| 18   4  31  46   0|5585M  124M  100k 2101M|  51M    0 
22-03 14:19:55| 19   3  27  51   0|5585M  130M  100k 2094M|  45M    0 
22-03 14:19:56| 20   3  11  65   0|5585M  129M  100k 2096M|  53M 1199k
22-03 14:19:57| 17   3  23  56   0|5585M  124M  100k 2101M|  46M 1819k
22-03 14:19:58| 16   4  20  60   0|5585M  136M  100k 2089M|  51M    0 
22-03 14:19:59| 23   3  32  41   0|5586M  121M  100k 2103M|  44M    0 
22-03 14:20:00| 21   3  33  43   0|5586M  125M  100k 2099M|  48M    0 
22-03 14:20:01| 21   5  27  47   0|5585M  143M  100k 2082M|  53M    0 
22-03 14:20:02| 20   4  30  45   0|5586M  146M  100k 2078M|  48M 4239k
22-03 14:20:03| 22   3   5  70   0|5645M  126M  100k 2039M|  50M   42k
22-03 14:20:04| 14   3  35  47   0|5644M  124M  100k 2042M|  39M    0 
22-03 14:20:05| 36   3  17  43   0|5643M  122M  100k 2046M|  28M  351k
22-03 14:20:06| 19   4  32  45   0|5647M  125M  100k 2039M|  52M  124k
22-03 14:20:07| 30   3  14  52   0|5645M  123M  100k 2043M|  38M 3595k
22-03 14:20:08| 19   4  11  68   0|5646M  129M  100k 2035M|  48M 4099B
22-03 14:20:09| 18   3  34  45   0|5644M  122M  100k 2044M|  38M    0 
22-03 14:20:10| 28   3  13  55   0|5644M  125M  100k 2042M|  48M    0 
22-03 14:20:11| 23   3  15  58   0|5643M  133M  100k 2034M|  41M 4098B
22-03 14:20:12| 14   3  24  59   0|5644M  134M  100k 2032M|  49M 2393k
22-03 14:20:13| 18   3  25  52   0|5645M  126M  100k 2040M|  45M 8179B
22-03 14:20:14| 25   3  19  52   0|5641M  133M  100k 2037M|  59M    0 
22-03 14:20:15| 30   3  21  46   0|5642M  138M  100k 2030M|  43M    0 
22-03 14:20:16| 16   3  22  58   0|5642M  145M  100k 2023M|  43M   10k
22-03 14:20:17| 33   3  19  46   0|5610M  156M  100k 2043M|  45M 2996k
22-03 14:20:18| 11   2  25  61   0|5609M  130M  100k 2072M|  28M    0 
22-03 14:20:19| 16   3  21  60   0|5610M  126M  100k 2074M|  53M 4099B
22-03 14:20:20| 19   3  24  54   0|5609M  136M  100k 2065M|  42M    0 
22-03 14:20:21| 18   2  20  58   0|5610M  145M  100k 2055M|  65M    0 
22-03 14:20:22| 23   3  22  51   0|5609M  139M  100k 2062M|  58M  657k
22-03 14:20:23| 22   3  14  61   0|5610M  140M  100k 2060M|  49M 1814k
22-03 14:20:24| 13   3  22  59   0|5610M  125M  100k 2075M|  40M    0 
22-03 14:20:25| 28   3  12  57   0|5610M  125M  100k 2075M|  25M 4097B
22-03 14:20:26| 17   3  10  70   0|5610M  140M  100k 2060M|  37M 8194B
22-03 14:20:27| 15   4  10  69   0|5611M  128M  100k 2071M|  48M 9193B
22-03 14:20:28| 19   4   9  69   0|5611M  131M  100k 2068M|  47M 3608k
22-03 14:20:29| 27   2  14  55   0|5600M  132M  100k 2077M|  35M    0 
22-03 14:20:30| 20   4  29  47   0|5600M  143M  100k 2067M|  40M    0 
22-03 14:20:31| 19   4  26  50   0|5594M  141M  100k 2075M|  60M 4097B
22-03 14:20:32| 20   3  14  62   0|5585M  128M  100k 2097M|  47M 3584k
22-03 14:20:33| 28   2  16  53   0|5584M  142M  100k 2084M|  38M   55k
22-03 14:20:34| 15   4  26  55   0|5583M  127M  100k 2100M|  54M    0 
22-03 14:20:35| 15   3  15  65   0|5585M  122M  100k 2103M|  40M   18M
22-03 14:20:36| 19   3  19  60   0|5586M  125M  100k 2100M|  28M  733k
22-03 14:20:37| 12   2  28  57   0|5585M  126M  100k 2099M|  33M 4607k
22-03 14:20:38| 13   3  31  52   0|5586M  123M  100k 2101M|  36M   56k
22-03 14:20:39| 19   4  27  49   0|5585M  142M  100k 2083M|  38M  963k
22-03 14:20:40| 19   3  27  49   0|5585M  143M  100k 2082M|  50M 1246k
22-03 14:20:41| 31   3  18  49   0|5584M  131M  100k 2095M|  39M   12M
22-03 14:20:42| 12   3  31  53   0|5585M  129M  100k 2096M|  26M    0 
22-03 14:20:43| 19   4  23  55   0|5583M  127M  100k 2100M|  55M    0 
22-03 14:20:44| 13   4  39  43   0|5587M  122M  100k 2101M|  56M    0 
22-03 14:20:45| 31   3  20  45   0|5629M  131M  100k 2050M|  42M    0 
22-03 14:20:46| 15   3  34  47   0|5629M  123M  100k 2058M|  51M    0 
22-03 14:20:47| 18   4  20  58   0|5629M  129M  100k 2052M|  51M 3072B
22-03 14:20:48| 20   2  25  52   0|5629M  129M  100k 2053M|  50M 4087B
22-03 14:20:49| 19   3  30  47   0|5629M  130M  100k 2051M|  49M    0 
22-03 14:20:50|  8   2  26  62   0|5629M  140M  100k 2041M|  16M 4088B
22-03 14:20:51|  8   3  23  66   0|5629M  136M  100k 2046M|4356k    0 
22-03 14:20:52| 11   3  26  59   0|5630M  129M  100k 2052M|  31M    0 
22-03 14:20:53| 31   2  11  56   0|5628M  138M  100k 2045M|  43M    0 
22-03 14:20:54| 18   3  21  57   0|5627M  128M  100k 2055M|  35M    0 
22-03 14:20:55| 19   4  27  48   0|5627M  139M  100k 2045M|  40M 4096B
22-03 14:20:56| 19   4  24  53   0|5614M  136M  100k 2059M|  39M    0 
22-03 14:20:57| 14   2  27  56   0|5614M  131M  100k 2064M|  30M 4094B
22-03 14:20:58| 20   3  27  49   0|5615M  147M  100k 2047M|  40M    0 
22-03 14:20:59| 16   4  24  56   0|5616M  143M  100k 2051M|  53M    0 
22-03 14:21:00| 18   3  22  56   0|5615M  129M  100k 2066M|  40M 4087B
22-03 14:21:01| 21   4  16  59   0|5616M  134M  100k 2061M|  45M   16k
22-03 14:21:02| 15   3  20  62   0|5615M  126M  100k 2069M|  59M    0 
22-03 14:21:03| 20   3  25  51   0|5616M  126M  100k 2068M|  62M   10k
22-03 14:21:04| 23   3  28  45   0|5617M  127M  100k 2066M|  49M    0 
22-03 14:21:05| 17   3  43  36   0|5615M  136M  100k 2059M|  43M   85k
22-03 14:21:06| 29   3  19  48   0|5615M  125M  100k 2070M|  37M   18M
22-03 14:21:07| 22   3  12  62   0|5614M  122M  100k 2074M|  54M 4097B
22-03 14:21:08| 15   3  35  46   0|5616M  125M  100k 2070M|  46M    0 
22-03 14:21:09| 22   5  25  48   0|5615M  145M  100k 2051M|  57M    0 
22-03 14:21:10| 21   4  25  49   0|5617M  136M  100k 2058M|  70M    0 
22-03 14:21:11| 22   4  23  51   0|5617M  143M  100k 2051M|  55M 4090B
22-03 14:21:12| 31   2  34  33   0|5616M  130M  100k 2064M|  38M 8203B
22-03 14:21:13| 23   4  22  51   0|5615M  122M  100k 2073M|  52M    0 
22-03 14:21:14| 16   3  19  62   0|5616M  123M  100k 2071M|  55M    0 
22-03 14:21:15| 21   3  25  49   0|5615M  121M  100k 2073M|  53M    0 
22-03 14:21:16| 31   2  25  41   0|5617M  141M  100k 2053M|  26M    0 
22-03 14:21:17| 16   4  33  47   0|5617M  139M  100k 2054M|  32M 4099B
22-03 14:21:18| 21   4  24  51   0|5615M  141M  100k 2055M|  52M   16k
22-03 14:21:19| 34   2  33  31   0|5615M  129M  100k 2066M|  35M 8180B
22-03 14:21:20| 11   2   9  78   0|5616M  144M  100k 2050M|  16M    0 
22-03 14:21:21| 13   2  20  64   0|5614M  138M  100k 2058M|  39M    0 
22-03 14:21:22| 15   4  27  52   0|5615M  124M  100k 2071M|  40M   40k
22-03 14:21:23| 17   4  36  43   0|5615M  125M  100k 2070M|  45M    0 
22-03 14:21:24| 26   4  22  48   0|5616M  125M  100k 2069M|  42M 4102B
22-03 14:21:25| 35   2  20  41   0|5616M  137M  100k 2057M|  35M    0 
22-03 14:21:26| 15   4  29  52   0|5616M  124M  100k 2070M|  38M 8192B
22-03 14:21:27| 21   3  18  57   0|5611M  141M  100k 2058M|  44M    0 
22-03 14:21:28| 35   2  31  30   0|5612M  132M  100k 2066M|  34M 8207B
22-03 14:21:29| 16   3  27  53   0|5611M  137M  100k 2063M|  46M 4096B
22-03 14:21:30| 19   3  16  61   0|5610M  129M  100k 2071M|  34M 8167B
22-03 14:21:31| 13   3  18  66   0|5612M  140M  100k 2059M|  38M    0 
22-03 14:21:32| 33   3  13  50   0|5612M  137M  100k 2062M|  28M    0 
22-03 14:21:33| 16   4  26  53   0|5612M  139M  100k 2060M|  48M   41k
22-03 14:21:34| 20   3  22  54   0|5611M  132M  100k 2066M|  55M    0 
22-03 14:21:35| 20   3  20  56   0|5613M  124M  100k 2074M|  42M   12k
22-03 14:21:36| 14   3  26  56   0|5611M  124M  100k 2075M|  33M  275k
22-03 14:21:37| 18   3  23  56   0|5612M  136M  100k 2062M|  37M  233k
22-03 14:21:38| 16   3  11  69   0|5612M  139M  100k 2059M|  49M   12k
22-03 14:21:39| 21   5  28  46   0|5612M  140M  100k 2059M|  50M  340k
22-03 14:21:40| 23   3  24  49   0|5611M  141M  100k 2057M|  49M 1100k
22-03 14:21:41| 22   4  22  50   0|5645M  125M  100k 2041M|  59M   32k
22-03 14:21:42| 19   4  23  53   0|5645M  134M  100k 2031M|  40M 8195B
22-03 14:21:43| 13   3  24  59   0|5646M  129M  100k 2036M|  38M   16k
22-03 14:21:44| 18   4  27  50   0|5631M  145M  100k 2034M|  38M   16k
22-03 14:21:45| 23   3  25  50   0|5633M  140M  100k 2038M|  54M 3633k
22-03 14:21:46| 15   3  22  61   0|5629M  138M  100k 2043M|  55M    0 
22-03 14:21:47| 22   3  22  50   0|5631M  130M  100k 2049M|  31M 4088B
22-03 14:21:48| 19   3  30  47   0|5630M  130M  100k 2050M|  51M 3949k
22-03 14:21:49| 14   3  25  56   0|5629M  145M  100k 2037M|  37M 4095B
22-03 14:21:50| 21   3  24  51   0|5610M  122M  100k 2078M|  42M 4096B
22-03 14:21:51| 20   3  11  65   0|5611M  132M  100k 2067M|  39M   12k
22-03 14:21:52| 23   4  19  53   0|5611M  122M  100k 2077M|  40M    0 
22-03 14:21:53| 21   3  14  61   0|5610M  131M  100k 2069M|  45M 2749k
22-03 14:21:54| 17   4  27  52   0|5611M  125M  100k 2074M|  48M    0 
22-03 14:21:55| 26   3  31  38   0|5613M  124M  100k 2073M|  40M    0 
22-03 14:21:56| 20   3  22  55   0|5612M  124M  100k 2074M|  51M    0 
22-03 14:21:57| 21   3  29  46   0|5612M  138M  100k 2060M|  38M   16k
22-03 14:21:58| 18   3  18  60   0|5612M  124M  100k 2074M|  39M  677k
22-03 14:21:59| 17   4  13  66   0|5613M  141M  100k 2057M|  46M 2097k
22-03 14:22:00| 34   2  18  45   0|5610M  126M  100k 2074M|  23M    0 
22-03 14:22:01| 20   3  34  41   0|5609M  126M  100k 2074M|  52M    0 
22-03 14:22:02| 16   3  28  52   0|5610M  122M  100k 2078M|  40M    0 
22-03 14:22:03| 21   3  35  40   0|5610M  124M  100k 2076M|  48M 6152B
22-03 14:22:04| 35   3  18  44   0|5609M  122M  100k 2080M|  22M 2745k
22-03 14:22:05| 14   3  25  57   0|5609M  125M  100k 2076M|  47M 8180B
22-03 14:22:06| 17   4  21  57   0|5609M  125M  100k 2076M|  39M  450k
22-03 14:22:07| 30   3  27  40   0|5608M  140M  100k 2062M|  36M 8201B
22-03 14:22:08| 18   3  23  53   0|5608M  126M  100k 2076M|  39M 1022B
22-03 14:22:09| 15   4  18  63   0|5610M  141M  100k 2059M|  34M 1376k
22-03 14:22:10| 21   4  24  51   0|5609M  142M  100k 2059M|  50M  677k
22-03 14:22:11| 35   3  25  35   0|5609M  126M  100k 2075M|  41M 2091k
22-03 14:22:12| 20   4  27  49   0|5610M  143M  100k 2058M|  59M   12k
22-03 14:22:13| 22   3  28  46   0|5610M  131M  100k 2069M|  55M    0 
22-03 14:22:14| 15   3  36  45   0|5609M  133M  100k 2067M|  42M 3455k
22-03 14:22:15| 31   2  15  52   0|5609M  126M  100k 2075M|7805k    0 
22-03 14:22:16|  7   2   0  90   0|5609M  123M  100k 2078M|3277k    0 
22-03 14:22:17| 14   4  29  53   0|5610M  135M  100k 2065M|  38M   12k
22-03 14:22:18| 28   3  19  48   0|5612M  143M  100k 2055M|  40M 5115B
22-03 14:22:19| 16   3  21  58   0|5610M  123M  100k 2077M|  47M  679k
22-03 14:22:20| 22   3  28  47   0|5611M  141M  100k 2058M|  32M 3481k
22-03 14:22:21| 18   4  27  50   0|5611M  136M  100k 2063M|  55M 4095B
22-03 14:22:22| 20   4  11  65   0|5611M  145M  100k 2055M|  43M   40k
22-03 14:22:23| 15   4   5  75   0|5611M  128M  100k 2072M|  42M 4095B
22-03 14:22:24| 34   3  32  30   0|5611M  145M  100k 2054M|  32M 3477k
22-03 14:22:25| 14   3  27  54   0|5612M  137M  100k 2062M|  32M 4093B
22-03 14:22:26| 20   3  27  50   0|5610M  145M  100k 2055M|  45M 4098B
22-03 14:22:27| 15   3  19  63   0|5609M  135M  100k 2066M|  36M 4096B
22-03 14:22:28| 14   4  24  57   0|5609M  128M  100k 2073M|  38M 8194B
22-03 14:22:29| 26   2  24  46   0|5609M  144M  100k 2057M|  34M 3443k
22-03 14:22:30| 21   3  32  43   0|5610M  132M  100k 2068M|  37M 4094B
22-03 14:22:31| 16   3  29  52   0|5610M  143M  100k 2057M|  39M 8192B
22-03 14:22:32| 21   3  22  54   0|5610M  126M  100k 2074M|  42M 8190B
22-03 14:22:33| 18   4  23  53   0|5608M  142M  100k 2060M|  37M 8210B
22-03 14:22:34| 18   3  13  64   0|5609M  122M  100k 2079M|  36M   37k
22-03 14:22:35| 21   3  25  49   0|5609M  122M  100k 2080M|  50M 4119k
22-03 14:22:36| 10   3  24  62   0|5610M  124M  100k 2076M|  20M  251k
22-03 14:22:37| 23   3  21  52   0|5609M  124M  100k 2077M|  43M  384k
22-03 14:22:38| 20   4  34  42   0|5610M  141M  100k 2059M|  46M 1025B
22-03 14:22:39| 20   3  23  53   0|5608M  123M  100k 2079M|  50M 2103k
22-03 14:22:40| 20   3  32  44   0|5610M  142M  100k 2059M|  37M   12k
22-03 14:22:41| 13   3  19  64   0|5609M  141M  100k 2060M|  27M 8194B
22-03 14:22:42| 16   3  30  50   0|5608M  133M  100k 2068M|  33M   16k
22-03 14:22:43| 18   3  30  48   0|5608M  123M  100k 2079M|  41M    0 
22-03 14:22:44| 31   3  17  49   0|5608M  123M  100k 2079M|  43M 4155k
22-03 14:22:45| 17   3  11  68   0|5610M  149M  100k 2052M|  33M    0 
22-03 14:22:46| 21   4  15  60   0|5609M  130M  100k 2071M|  56M 4104B
22-03 14:22:47| 38   2  16  44   0|5610M  140M  100k 2059M|  40M   16k
22-03 14:22:48| 10   2  11  75   0|5610M  125M  100k 2075M|  15M    0 
22-03 14:22:49| 18   4  25  53   0|5608M  138M  100k 2064M|  52M   12k
22-03 14:22:50| 16   3  29  52   0|5609M  131M  100k 2071M|  31M 1372k
22-03 14:22:51| 18   4  28  49   0|5608M  138M  100k 2064M|  44M  705k
22-03 14:22:52| 33   2  32  32   0|5600M  125M  100k 2085M|  46M   12k
22-03 14:22:53| 18   3  24  56   0|5602M  132M  100k 2076M|  43M   12k
22-03 14:22:54| 19   4  34  42   0|5601M  132M  100k 2077M|  51M 1385k
22-03 14:22:55| 18   4  13  65   0|5601M  138M  100k 2070M|  44M 2786k
22-03 14:22:56| 34   3  19  43   0|5602M  136M  100k 2072M|  35M    0 
22-03 14:22:57| 12   3  23  61   0|5602M  126M  100k 2083M|  32M   12k
22-03 14:22:58| 18   3  29  49   0|5600M  131M  100k 2078M|  53M 4102B
22-03 14:22:59| 20   3  25  52   0|5601M  133M  100k 2076M|  49M 8185B
22-03 14:23:00| 20   4  25  51   0|5602M  132M  100k 2077M|  52M 1385k
22-03 14:23:01| 19   4  21  56   0|5602M  130M  100k 2079M|  52M  684k
22-03 14:23:02| 17   4  32  47   0|5602M  128M  100k 2080M|  52M  789k
22-03 14:23:03| 23   3  17  57   0|5603M  128M  100k 2079M|  50M    0 
22-03 14:23:04| 21   3  23  52   0|5603M  134M  100k 2073M|  45M 2046B
22-03 14:23:05| 21   3  32  44   0|5603M  135M  100k 2072M|  49M 1374k
22-03 14:23:06| 18   2  27  52   0|5605M  143M  100k 2063M|  42M 2220k
22-03 14:23:07| 13   3   9  75   0|5601M  141M  100k 2069M|  32M  130k
22-03 14:23:08| 25   2  13  58   0|5601M  143M  100k 2066M|  22M  235k
22-03 14:23:09| 16   5  34  45   0|5602M  142M  100k 2066M|  51M 3478k
22-03 14:23:10| 18   3  21  57   0|5603M  141M  100k 2066M|  51M 4099B
22-03 14:23:11| 20   3  25  53   0|5601M  134M  100k 2075M|  34M 8208B
22-03 14:23:12| 18   3  32  46   0|5602M  127M  100k 2081M|  57M   20k
22-03 14:23:13| 36   3  14  46   0|5599M  131M  100k 2081M|  38M    0 
22-03 14:23:14| 16   2  28  54   0|5599M  124M  100k 2087M|  43M    0 
22-03 14:23:15| 19   3  27  51   0|5597M  123M  100k 2091M|  41M  710k
22-03 14:23:16| 21   4  21  52   0|5600M  125M  100k 2085M|  45M 1404k
22-03 14:23:17| 33   2  14  51   0|5599M  126M  100k 2086M|  37M    0 
22-03 14:23:18| 14   3  20  63   0|5600M  125M  100k 2086M|  31M 4104B
22-03 14:23:19| 13   2  24  60   0|5597M  126M  100k 2087M|  29M 8180B
22-03 14:23:20| 15   4  29  50   0|5599M  142M  100k 2070M|  40M 2794k
22-03 14:23:21| 20   3  21  55   0|5599M  142M  100k 2070M|  50M 4101B
22-03 14:23:22| 16   3  33  47   0|5599M  122M  100k 2090M|  33M   40k
22-03 14:23:23| 33   2  28  37   0|5598M  123M  100k 2090M|  21M    0 
22-03 14:23:24| 12   2  24  60   0|5599M  125M  100k 2087M|  33M    0 
22-03 14:23:25| 24   4  23  49   0|5600M  140M  100k 2071M|  47M 4085k
22-03 14:23:26| 19   3  18  60   0|5598M  125M  100k 2088M|  54M 4088B
22-03 14:23:27| 15   2  33  48   0|5598M  139M  100k 2073M|  37M 4093B
22-03 14:23:28| 20   3  32  44   0|5598M  126M  100k 2087M|  39M   12k
22-03 14:23:29| 16   5  20  60   0|5599M  133M  100k 2079M|  37M    0 
22-03 14:23:30| 18   3  32  46   0|5599M  135M  100k 2076M|  48M 3478k
22-03 14:23:31| 15   2  42  40   0|5599M  142M  100k 2069M|  19M   20k
22-03 14:23:32| 16   3  29  52   0|5596M  122M  100k 2092M|  47M    0 
22-03 14:23:33| 20   4  11  65   0|5597M  145M  100k 2068M|  53M    0 
22-03 14:23:34| 18   3  17  61   0|5599M  134M  100k 2078M|  34M 5110B
22-03 14:23:35| 21   3  37  39   0|5598M  126M  100k 2087M|  61M 4891k
22-03 14:23:36| 19   3   6  70   0|5600M  123M  100k 2087M|  56M    0 
22-03 14:23:37| 13   2  24  59   0|5601M  146M  100k 2064M|  35M  278k
22-03 14:23:38| 17   4  26  53   0|5601M  136M  100k 2073M|  35M  176k
22-03 14:23:39| 18   3  30  49   0|5601M  125M  100k 2085M|  36M   16k
22-03 14:23:40| 22   3  23  52   0|5602M  144M  100k 2064M|  56M 1022B
22-03 14:23:41| 20   3  24  53   0|5602M  124M  100k 2085M|  46M 2763k
22-03 14:23:42| 27   3  13  56   0|5601M  125M  100k 2084M|  25M 8184B
22-03 14:23:43| 18   4   5  73   0|5602M  124M  100k 2085M|  51M   12k
22-03 14:23:44| 32   2  19  46   0|5601M  139M  100k 2071M|  37M 4090B
22-03 14:23:45| 13   3  25  58   0|5602M  127M  100k 2081M|  36M 1375k
22-03 14:23:46| 22   2  21  54   0|5601M  125M  100k 2084M|  28M 1408k
22-03 14:23:47| 17   4  25  54   0|5601M  134M  100k 2075M|  42M 8186B
22-03 14:23:48| 20   3  22  54   0|5600M  124M  100k 2086M|  61M   16k
22-03 14:23:49| 19   3  16  62   0|5598M  132M  100k 2081M|  46M   12k
22-03 14:23:50| 18   3  23  57   0|5598M  141M  100k 2072M|  42M 3467k
22-03 14:23:51| 14   3   7  75   0|5599M  126M  100k 2086M|  39M  687k
22-03 14:23:52| 28   3  24  44   0|5593M  142M  100k 2076M|  41M 8201B
22-03 14:23:53| 20   4  35  42   0|5594M  136M  100k 2080M|  55M   16k
22-03 14:23:54| 21   3  33  42   0|5593M  123M  100k 2094M|  57M 8189B
22-03 14:23:55| 30   2  14  53   0|5593M  127M  100k 2090M|  27M    0 
22-03 14:23:56| 12   3  32  52   0|5595M  123M  100k 2093M|  31M 2777k
22-03 14:23:57| 22   3  26  49   0|5595M  127M  100k 2089M|  33M    0 
22-03 14:23:58| 16   3  17  63   0|5593M  126M  100k 2091M|  38M    0 
22-03 14:23:59| 18   3  23  56   0|5593M  141M  100k 2076M|  42M    0 
22-03 14:24:00| 15   2  27  55   0|5593M  122M  100k 2095M|  45M    0 
22-03 14:24:01| 16   4  24  55   0|5595M  129M  100k 2087M|  52M  688k
22-03 14:24:02| 20   4  25  50   0|5645M  119M  100k 2047M|  55M 2824k
22-03 14:24:03| 18   3  12  67   0|5646M  141M  100k 2024M|  37M    0 
22-03 14:24:04| 14   3  28  54   0|5646M  129M  100k 2036M|  51M 2049B
22-03 14:24:05| 17   4  22  57   0|5622M  132M  100k 2057M|  45M    0 
22-03 14:24:06| 20   2  17  60   0|5620M  122M  100k 2068M|  37M 2068k
22-03 14:24:07| 14   3  23  60   0|5622M  127M  100k 2062M|  43M  205k
22-03 14:24:08| 31   3  18  47   0|5645M  139M  100k 2026M|  39M 2345k
22-03 14:24:09| 17   3  38  41   0|5645M  144M  100k 2021M|  45M    0 
22-03 14:24:10| 29   3  31  38   0|5637M  131M  100k 2042M|  46M   17k
22-03 14:24:11| 21   3  21  54   0|5637M  136M  100k 2037M|  44M 2755k
22-03 14:24:12| 20   4  27  50   0|5638M  135M  100k 2037M|  51M   16k
22-03 14:24:13| 19   2  20  57   0|5615M  134M  100k 2061M|  49M    0 
22-03 14:24:14| 28   3  19  50   0|5615M  129M  100k 2066M|  51M    0 
22-03 14:24:15| 18   3  22  55   0|5596M  142M  100k 2072M|  46M 8181B
22-03 14:24:16| 21   3  20  56   0|5590M  135M  100k 2086M|  39M  680k
22-03 14:24:17| 21   3  34  42   0|5589M  121M  100k 2100M|  39M 2126k
22-03 14:24:18| 14   3  26  55   0|5589M  132M  100k 2089M|  41M 8190B
22-03 14:24:19| 19   3  23  54   0|5588M  138M  100k 2084M|  46M   16k
22-03 14:24:20| 27   1  17  53   0|5589M  134M  100k 2088M|  29M    0 
22-03 14:24:21| 17   3  31  47   0|5589M  135M  100k 2087M|  50M 1355k
22-03 14:24:22| 15   3  11  71   0|5588M  122M  100k 2100M|  40M 2089k
22-03 14:24:23| 19   2  15  64   0|5589M  125M  100k 2097M|  48M  859k
22-03 14:24:24| 21   3  27  48   0|5614M  142M  100k 2054M|  35M  268k
22-03 14:24:25| 15   3  37  44   0|5613M  122M  100k 2076M|  47M    0 
22-03 14:24:26| 24   4  24  48   0|5612M  142M  100k 2056M|  56M 4096B
22-03 14:24:27| 23   3  22  51   0|5612M  123M  100k 2075M|  44M 3455k
22-03 14:24:28| 27   3  33  36   0|5612M  140M  100k 2059M|  35M   12k
22-03 14:24:29| 19   3  22  55   0|5614M  132M  100k 2065M|  31M   77k
22-03 14:24:30| 20   3  25  52   0|5601M  131M  100k 2078M|  51M  244k
22-03 14:24:31| 30   2  22  44   0|5583M  141M  100k 2086M|  33M 4089B
22-03 14:24:32| 14   4  35  47   0|5583M  123M  100k 2104M|  43M 4137k
22-03 14:24:33| 21   3  25  51   0|5584M  124M  100k 2104M|  31M 8198B
22-03 14:24:34| 22   3  25  49   0|5584M  124M  100k 2103M|  24M   18k
22-03 14:24:35| 15   4  22  58   0|5583M  122M  100k 2105M|  49M    0 
22-03 14:24:36| 20   3  15  60   0|5584M  124M  100k 2102M|  40M    0 
22-03 14:24:37| 24   3   5  69   0|5584M  122M  100k 2104M|  30M 3826k
22-03 14:24:38| 22   3  15  59   0|5582M  137M  100k 2092M|  32M    0 
22-03 14:24:39| 16   3  28  52   0|5582M  123M  100k 2105M|  21M    0 
22-03 14:24:40| 15   3  10  70   0|5583M  143M  100k 2085M|  31M    0 
22-03 14:24:41| 18   3  25  54   0|5583M  137M  100k 2091M|  37M 4098B
22-03 14:24:42| 17   3  31  49   0|5583M  123M  100k 2105M|  39M 1398k
22-03 14:24:43| 17   4  35  44   0|5583M  125M  100k 2102M|  42M 1381k
22-03 14:24:44| 21   3  20  54   0|5584M  140M  100k 2087M|  50M  691k
22-03 14:24:45| 17   4  22  57   0|5584M  125M  100k 2101M|  34M    0 
22-03 14:24:46| 29   3  20  47   0|5582M  126M  100k 2102M|  37M    0 
22-03 14:24:47| 16   4  32  47   0|5582M  141M  100k 2088M|  43M 8180B
22-03 14:24:48| 18   5  29  49   0|5583M  129M  100k 2099M|  49M 4166k
22-03 14:24:49| 22   3  21  53   0|5583M  126M  100k 2101M|  54M 8201B
22-03 14:24:50| 23   4  25  49   0|5644M  159M  100k 2008M|  35M  132k
22-03 14:24:51| 13   4  37  46   0|5645M  126M  100k 2039M|  32M    0 
22-03 14:24:52| 17   4  14  62   0|5646M  125M  100k 2040M|  25M 1387k
22-03 14:24:53| 31   3  16  50   0|5610M  166M  100k 2034M|  44M 1386k
22-03 14:24:54| 18   2  53  27   0|5607M  123M  100k 2080M|  58M    0 
22-03 14:24:55| 15   3  18  63   0|5609M  130M  100k 2071M|  36M 4097B
22-03 14:24:56| 17   4  30  48   0|5608M  127M  100k 2075M|  47M 4098B
22-03 14:24:57| 20   3  21  56   0|5608M  131M  100k 2071M|  40M   17k
22-03 14:24:58| 32   2  19  45   0|5608M  130M  100k 2072M|  32M 4102k
22-03 14:24:59| 10   2  18  70   0|5610M  137M  100k 2063M|  16M    0 
22-03 14:25:00| 14   2  40  42   0|5609M  141M  100k 2061M|  49M   12k
22-03 14:25:01| 26   3  28  43   0|5609M  122M  100k 2079M|  43M 4103B
22-03 14:25:02| 19   3  11  65   0|5610M  122M  100k 2079M|  50M    0 
