----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
14-05 02:17:42| 99   1   1   0   0|1941M  123M  100k 5727M|  13M    0 
14-05 02:17:43| 98   1   1   0   0|1941M  126M  100k 5723M|  13M 4096B
14-05 02:17:44| 98   1   1   0   0|1942M  127M  100k 5722M|  16M 8192B
14-05 02:17:45| 98   1   1   0   0|1942M  126M  100k 5722M|  17M   68k
14-05 02:17:46| 99   0   1   0   0|1942M  129M  100k 5720M|  15M    0 
14-05 02:17:47| 99   1   1   0   0|1941M  133M  100k 5717M|  14M    0 
14-05 02:17:48| 99   0   1   0   0|1942M  137M  100k 5713M|  13M    0 
14-05 02:17:49| 96   2   1   2   0|1942M  124M  100k 5726M|  13M    0 
14-05 02:17:50| 99   0   0   0   0|1942M  145M  100k 5704M|  13M   12k
14-05 02:17:51| 98   1   1   0   0|1941M  132M  100k 5717M|  13M  124k
14-05 02:17:52| 99   1   1   0   0|1941M  134M  100k 5716M|  16M    0 
14-05 02:17:53| 98   1   1   0   0|1942M  133M  100k 5716M|  16M 4096B
14-05 02:17:54| 98   0   1   0   0|1943M  135M  100k 5713M|  15M    0 
14-05 02:17:55| 99   1   1   0   0|1942M  122M  100k 5727M|  14M    0 
14-05 02:17:56| 99   0   1   0   0|1942M  126M  100k 5723M|  13M 4096B
14-05 02:17:57| 99   1   1   0   0|1943M  129M  100k 5719M|  13M    0 
14-05 02:17:58| 99   0   1   0   0|1943M  133M  100k 5715M|  13M 4096B
14-05 02:17:59| 98   0   1   0   0|1943M  136M  100k 5712M|  13M    0 
14-05 02:18:00| 99   1   1   0   0|1943M  123M  100k 5725M|  14M 9216B
14-05 02:18:01| 97   0   1   0   0|1944M  125M  100k 5722M|  13M 4096B
14-05 02:18:02| 99   1   1   0   0|1942M  131M  100k 5718M|  13M    0 
14-05 02:18:03| 98   1   1   0   0|1943M  134M  100k 5714M|  13M 9216B
14-05 02:18:04| 98   0   1   0   0|1944M  136M  100k 5711M|  13M 4096B
14-05 02:18:05| 99   1   1   0   0|1943M  124M  100k 5724M|  13M    0 
14-05 02:18:06| 96   0   2   1   0|1943M  128M  100k 5720M|  13M 7168B
14-05 02:18:07| 99   0   1   0   0|1943M  129M  100k 5719M|  16M 4096B
14-05 02:18:08| 98   1   0   0   0|1943M  129M  100k 5718M|  16M    0 
14-05 02:18:09| 99   1   1   0   0|1942M  132M  100k 5717M|  15M    0 
14-05 02:18:10| 98   0   1   0   0|1944M  135M  100k 5713M|  13M    0 
14-05 02:18:11| 99   0   1   0   0|1943M  122M  100k 5726M|  13M    0 
14-05 02:18:12| 99   1   1   0   0|1943M  126M  100k 5723M|  13M    0 
14-05 02:18:13| 99   0   0   0   0|1942M  131M  100k 5719M|  13M 4096B
14-05 02:18:14| 98   0   1   0   0|1942M  133M  100k 5716M|  13M 4096B
14-05 02:18:15| 99   1   1   0   0|1941M  121M  100k 5729M|  13M    0 
14-05 02:18:16| 99   0   0   0   0|1941M  125M  100k 5725M|  13M 4096B
14-05 02:18:17| 99   1   1   0   0|1942M  126M  100k 5723M|  15M    0 
14-05 02:18:18| 99   1   1   0   0|1944M  143M  100k 5704M|  17M   16k
14-05 02:18:19| 98   1   0   0   0|1944M  127M  100k 5720M|  16M    0 
14-05 02:18:20| 98   0   1   0   0|1942M  133M  100k 5717M|  13M    0 
14-05 02:18:21| 99   1   1   0   0|1943M  135M  100k 5713M|  13M 4096B
14-05 02:18:22| 98   1   1   0   0|1942M  123M  100k 5727M|  13M   64k
14-05 02:18:23| 98   0   1   0   0|1943M  134M  100k 5715M|  13M    0 
14-05 02:18:24| 99   1   1   0   0|1943M  136M  100k 5711M|  13M 4096B
14-05 02:18:25| 97   1   2   0   0|1944M  123M  100k 5725M|  13M    0 
14-05 02:18:26| 98   1   1   0   0|1943M  126M  100k 5722M|  14M    0 
14-05 02:18:27| 99   1   1   0   0|1943M  128M  100k 5721M|  17M 4096B
14-05 02:18:28| 98   1   1   1   0|1942M  128M  100k 5721M|  17M 4096B
14-05 02:18:29| 99   1   1   0   0|1943M  132M  100k 5717M|  13M    0 
14-05 02:18:30| 99   0   1   0   0|1943M  126M  100k 5723M|  13M 1024B
14-05 02:18:31| 84   1  14   0   0|1942M  149M  100k 5701M|  13M   20k
14-05 02:18:32| 76   0  24   0   0|1942M  136M  100k 5713M|  13M   36k
14-05 02:18:33| 75   1  24   0   0|1942M  122M  100k 5727M|  14M   47k
14-05 02:18:34| 75   0  24   0   0|1943M  123M  100k 5726M|  16M 4096B
14-05 02:18:35| 75   0  24   0   0|1942M  125M  100k 5724M|  15M 4096B
14-05 02:18:36| 74   0  24   0   0|1943M  129M  100k 5720M|  13M 3072B
14-05 02:18:37| 76   1  24   0   0|1943M  132M  100k 5716M|  13M    0 
14-05 02:18:38| 76   0  24   0   0|1944M  136M  100k 5712M|  13M 4096B
14-05 02:18:39| 75   1  24   0   0|1943M  124M  100k 5724M|  13M    0 
14-05 02:18:40| 75   0  25   0   0|1943M  128M  100k 5720M|  13M 4096B
14-05 02:18:41| 75   1  24   0   0|1943M  132M  100k 5716M|  13M 4096B
14-05 02:18:42| 75   0  24   0   0|1943M  136M  100k 5712M|  13M 4096B
14-05 02:18:43| 75   1  24   0   0|1942M  124M  100k 5725M|  13M    0 
14-05 02:18:44| 75   0  24   0   0|1942M  126M  100k 5724M|  16M 4096B
14-05 02:18:45| 75   1  24   0   0|1942M  127M  100k 5722M|  16M    0 
14-05 02:18:46| 75   1  24   0   0|1942M  130M  100k 5719M|  14M    0 
14-05 02:18:47| 75   0  24   0   0|1943M  134M  100k 5715M|  13M    0 
14-05 02:18:48| 76   1  25   0   0|1942M  122M  100k 5728M|  13M    0 
14-05 02:18:49| 75   0  24   0   0|1943M  125M  100k 5724M|  13M    0 
14-05 02:18:50| 75   1  24   0   0|1943M  129M  100k 5719M|  13M    0 
14-05 02:18:51| 75   0  24   0   0|1944M  133M  100k 5715M|  13M 4096B
14-05 02:18:52| 75   1  24   0   0|1944M  133M  100k 5714M|  16M  128k
14-05 02:18:53| 75   1  24   0   0|1945M  134M  100k 5712M|  16M 4096B
14-05 02:18:54| 66   0  34   0   0|1944M  122M  100k 5726M|  13M    0 
14-05 02:18:55| 63  16  19   0   0|1949M  132M  100k 5712M|1152k 4096B
14-05 02:18:56| 59  30   9   0   0|1952M  129M  100k 5714M|   0     0 
14-05 02:18:57| 54  10  29   6   0|1951M  129M  100k 5717M|  16k  140k
14-05 02:18:58| 91   1   1   7   0|1948M  134M  100k 5715M|  15M    0 
14-05 02:18:59| 97   1   2   0   0|1948M  135M  100k 5714M|  16M    0 
14-05 02:19:00| 99   0   1   0   0|1948M  122M  100k 5727M|  13M    0 
14-05 02:19:01| 98   1   0   0   0|1947M  127M  100k 5723M|  13M    0 
14-05 02:19:02| 98   1   1   0   0|1948M  131M  100k 5719M|  13M 5120B
14-05 02:19:03| 98   0   2   0   0|1948M  134M  100k 5715M|  13M 4096B
14-05 02:19:04| 97   1   1   0   0|1950M  137M  100k 5711M|  13M   41k
14-05 02:19:05| 99   0   1   0   0|1950M  124M  100k 5724M|  13M    0 
14-05 02:19:06| 96   1   1   2   0|1951M  127M  100k 5719M|  13M   24k
14-05 02:19:07| 99   0   1   0   0|1951M  131M  100k 5715M|  13M    0 
14-05 02:19:08| 98   1   1   0   0|1952M  134M  100k 5711M|  13M 4096B
14-05 02:19:09| 99   0   1   0   0|1952M  122M  100k 5724M|  13M    0 
14-05 02:19:10| 99   1   1   0   0|1951M  126M  100k 5720M|  13M 4096B
14-05 02:19:11| 98   0   1   0   0|1951M  131M  100k 5716M|  13M    0 
14-05 02:19:12| 99   1   1   0   0|1949M  136M  100k 5712M|  13M    0 
14-05 02:19:13| 99   0   1   0   0|1948M  124M  100k 5725M|  13M    0 
14-05 02:19:14| 99   1   1   0   0|1949M  128M  100k 5721M|  13M 4096B
14-05 02:19:15| 98   0   1   0   0|1949M  150M  100k 5699M|  13M   12k
14-05 02:19:16| 98   0   1   0   0|1949M  135M  100k 5714M|  15M    0 
14-05 02:19:17| 98   1   1   0   0|1949M  136M  100k 5713M|  16M 4096B
14-05 02:19:18| 98   0   1   0   0|1948M  122M  100k 5728M|  14M    0 
14-05 02:19:19| 99   0   1   0   0|1948M  126M  100k 5723M|  13M 4096B
14-05 02:19:20| 98   1   1   0   0|1948M  130M  100k 5719M|  13M 4096B
14-05 02:19:21| 99   0   1   0   0|1949M  133M  100k 5715M|  13M 4096B
14-05 02:19:22| 98   0   1   0   0|1949M  137M  100k 5711M|  13M    0 
14-05 02:19:23| 99   1   1   0   0|1948M  125M  100k 5724M|  13M  124k
14-05 02:19:24| 98   0   1   0   0|1949M  129M  100k 5720M|  13M    0 
14-05 02:19:25| 98   1   1   0   0|1949M  133M  100k 5716M|  13M    0 
14-05 02:19:26|100   1   0   0   0|1950M  135M  100k 5712M|  13M    0 
14-05 02:19:27| 98   1   1   0   0|1949M  122M  100k 5726M|  14M    0 
14-05 02:19:28| 98   1   1   0   0|1949M  124M  100k 5725M|  16M 1690k
14-05 02:19:29| 99   0   1   0   0|1949M  125M  100k 5724M|  16M 4096B
14-05 02:19:30| 98   1   1   0   0|1950M  128M  100k 5720M|  13M    0 
14-05 02:19:31| 99   1   0   0   0|1950M  132M  100k 5716M|  13M    0 
14-05 02:19:32| 99   1   1   0   0|1951M  135M  100k 5712M|  13M 4096B
14-05 02:19:33| 98   0   1   0   0|1951M  122M  100k 5724M|  13M   45k
14-05 02:19:34| 98   1   1   0   0|1950M  126M  100k 5721M|  13M  120k
14-05 02:19:35| 98   1   0   0   0|1953M  128M  100k 5717M|  13M 4096B
14-05 02:19:36| 94   0   0   4   0|1951M  133M  100k 5713M|  12M  160k
14-05 02:19:37| 69   1   1  28   0|1952M  125M  100k 5720M|8647k  156k
14-05 02:19:38| 99   1   1   0   0|1950M  128M  100k 5719M|  16M 8193B
14-05 02:19:39| 98   1   1   0   0|1950M  130M  100k 5718M|  16M    0 
14-05 02:19:40| 99   0   1   0   0|1950M  132M  100k 5715M|  14M    0 
14-05 02:19:41| 99   1   1   0   0|1951M  136M  100k 5711M|  13M    0 
14-05 02:19:42| 99   1   0   0   0|1950M  124M  100k 5724M|  13M    0 
14-05 02:19:43| 97   0   2   0   0|1950M  127M  100k 5720M|  13M    0 
14-05 02:19:44| 98   1   1   0   0|1951M  131M  100k 5716M|  13M    0 
14-05 02:19:45| 99   1   1   0   0|1951M  134M  100k 5712M|  13M 4096B
14-05 02:19:46| 98   0   1   0   0|1951M  122M  100k 5725M|  13M    0 
14-05 02:19:47| 99   0   1   0   0|1951M  125M  100k 5721M|  13M 4096B
14-05 02:19:48| 98   1   1   0   0|1948M  124M  100k 5726M|  13M    0 
14-05 02:19:49| 99   1   1   0   0|1949M  126M  100k 5722M|  13M    0 
14-05 02:19:50| 98   1   1   0   0|1949M  129M  100k 5719M|  14M    0 
14-05 02:19:51| 99   0   1   0   0|1949M  130M  100k 5718M|  16M 4096B
14-05 02:19:52| 98   1   1   0   0|1950M  131M  100k 5717M|  16M    0 
14-05 02:19:53| 98   1   1   0   0|1950M  134M  100k 5713M|  13M 4096B
14-05 02:19:54| 99   0   0   0   0|1950M  121M  100k 5726M|  13M  124k
14-05 02:19:55| 98   1   1   0   0|1951M  125M  100k 5722M|  13M    0 
14-05 02:19:56| 99   1   1   0   0|1951M  128M  100k 5718M|  13M 4096B
14-05 02:19:57| 98   0   1   0   0|1952M  132M  100k 5714M|  13M    0 
14-05 02:19:58| 98   1   2   0   0|1949M  122M  100k 5727M|  13M    0 
14-05 02:19:59| 98   1   1   0   0|1949M  143M  100k 5705M|  13M   24k
14-05 02:20:00| 99   0   1   0   0|1949M  131M  100k 5718M|  13M    0 
14-05 02:20:01| 98   1   1   0   0|1950M  133M  100k 5714M|  13M    0 
14-05 02:20:02| 98   0   1   0   0|1950M  137M  100k 5710M|  13M 4096B
14-05 02:20:03| 99   1   1   0   0|1950M  125M  100k 5723M|  13M 1024B
14-05 02:20:04| 99   1   1   0   0|1949M  130M  100k 5718M|  13M   14k
14-05 02:20:05| 98   1   1   0   0|1949M  133M  100k 5716M|  14M 8192B
14-05 02:20:06| 99   0   1   0   0|1949M  133M  100k 5715M|  16M    0 
14-05 02:20:07| 95   1   1   3   0|1951M  134M  100k 5712M|  14M  123k
14-05 02:20:08| 98   1   1   0   0|1950M  122M  100k 5725M|  13M    0 
14-05 02:20:09| 98   0   1   0   0|1949M  126M  100k 5723M|  13M    0 
14-05 02:20:10| 99   1   1   0   0|1949M  148M  100k 5700M|  13M   12k
14-05 02:20:11| 98   1   1   0   0|1948M  136M  100k 5713M|  13M    0 
14-05 02:20:12| 98   0   1   0   0|1948M  123M  100k 5726M|  13M    0 
14-05 02:20:13| 98   1   1   0   0|1949M  124M  100k 5725M|  13M    0 
14-05 02:20:14| 90   2   6   2   0|1957M  129M  100k 5699M|  11M 4096B
14-05 02:20:15| 98   1   2   0   0|1954M  124M  100k 5707M|  16M    0 
14-05 02:20:16| 99   0   1   0   0|1954M  125M  100k 5706M|  16M    0 
14-05 02:20:17| 98   1   1   0   0|1955M  126M  100k 5704M|  14M    0 
14-05 02:20:18| 98   1   1   0   0|1955M  130M  100k 5700M|  13M 4096B
14-05 02:20:19| 99   0   1   0   0|1955M  132M  100k 5698M|  13M 4096B
14-05 02:20:20| 99   1   1   0   0|1954M  128M  100k 5704M|  13M    0 
14-05 02:20:21| 99   0   0   0   0|1954M  123M  100k 5709M|  13M    0 
14-05 02:20:22| 98   1   1   0   0|1955M  124M  100k 5706M|  13M    0 
14-05 02:20:23| 98   1   1   0   0|1954M  128M  100k 5703M|  13M 4095B
14-05 02:20:24| 99   0   1   0   0|1955M  123M  100k 5708M|  13M    0 
14-05 02:20:25| 99   1   1   0   0|1953M  128M  100k 5704M|  13M  132k
14-05 02:20:26| 99   0   1   0   0|1955M  121M  100k 5709M|  13M    0 
14-05 02:20:27| 98   1   1   0   0|1954M  143M  100k 5688M|  13M   16k
14-05 02:20:28| 99   0   1   0   0|1954M  130M  100k 5702M|  14M    0 
14-05 02:20:29|100   1   1   0   0|1955M  133M  100k 5697M|  13M 4096B
14-05 02:20:30| 98   0   1   0   0|1952M  122M  100k 5711M|  13M    0 
14-05 02:20:31| 98   0   1   0   0|1953M  124M  100k 5708M|  13M    0 
14-05 02:20:32| 98   1   1   0   0|1954M  126M  100k 5706M|  13M    0 
14-05 02:20:33| 98   1   1   0   0|1954M  128M  100k 5704M|  13M    0 
14-05 02:20:34| 99   1   1   0   0|1953M  123M  100k 5709M|  13M   34k
14-05 02:20:35| 98   1   1   0   0|1954M  124M  100k 5707M|  15M   40k
14-05 02:20:36| 99   1   1   0   0|1953M  124M  100k 5708M|  16M 9216B
14-05 02:20:37| 98   0   1   0   0|1954M  123M  100k 5708M|  16M 3072B
14-05 02:20:38| 99   1   1   0   0|1954M  125M  100k 5706M|  13M    0 
14-05 02:20:39| 99   0   1   0   0|1955M  127M  100k 5704M|  13M    0 
14-05 02:20:40| 98   1   1   0   0|1955M  131M  100k 5700M|  13M 8192B
14-05 02:20:41| 99   1   1   0   0|1954M  126M  100k 5706M|  13M    0 
14-05 02:20:42| 99   1   1   0   0|1956M  136M  100k 5694M|  13M 8192B
14-05 02:20:43| 99   0   1   0   0|1953M  125M  100k 5707M|  13M    0 
14-05 02:20:44| 99   1   0   0   0|1955M  134M  100k 5696M|  13M    0 
14-05 02:20:45| 99   0   1   0   0|1954M  122M  100k 5709M|  13M    0 
14-05 02:20:46| 99   0   0   0   0|1954M  144M  100k 5688M|  13M   12k
14-05 02:20:47| 99   1   1   0   0|1953M  132M  100k 5701M|  13M    0 
14-05 02:20:48| 99   1   1   0   0|1953M  126M  100k 5706M|  13M    0 
14-05 02:20:49| 99   1   1   0   0|1954M  129M  100k 5703M|  13M 4096B
14-05 02:20:50| 99   1   1   0   0|1954M  122M  100k 5709M|  15M    0 
14-05 02:20:51| 97   1   1   1   0|1956M  128M  100k 5702M|  16M    0 
14-05 02:20:52| 96   1   1   1   0|1955M  129M  100k 5702M|  16M    0 
14-05 02:20:53| 99   1   1   0   0|1954M  124M  100k 5708M|  13M    0 
14-05 02:20:54| 99   0   1   0   0|1955M  152M  100k 5678M|  13M   28k
14-05 02:20:55| 98   0   1   0   0|1954M  140M  100k 5691M|  14M  128k
14-05 02:20:56| 99   0   1   0   0|1954M  127M  100k 5705M|  13M    0 
14-05 02:20:57| 99   1   1   0   0|1955M  148M  100k 5683M|  13M   12k
14-05 02:20:58| 98   1   0   0   0|1955M  134M  100k 5697M|  13M    0 
14-05 02:20:59| 99   0   1   0   0|1954M  122M  100k 5710M|  14M    0 
14-05 02:21:00| 98   1   1   0   0|1956M  123M  100k 5707M|  13M 4096B
14-05 02:21:01| 98   1   1   0   0|1957M  125M  100k 5704M|  13M    0 
14-05 02:21:02| 99   1   1   0   0|1956M  128M  100k 5702M|  14M    0 
14-05 02:21:03| 99   1   1   0   0|1956M  123M  100k 5707M|  13M    0 
14-05 02:21:04| 97   1   1   0   0|1955M  126M  100k 5705M|  13M   18k
14-05 02:21:05| 98   1   1   0   0|1956M  155M  100k 5675M|  13M   24k
14-05 02:21:06| 99   0   1   0   0|1956M  141M  100k 5688M|  14M  100k
14-05 02:21:07| 99   1   1   0   0|1954M  129M  100k 5702M|  13M 3072B
14-05 02:21:08| 98   0   1   0   0|1954M  124M  100k 5708M|  13M 5120B
14-05 02:21:09| 98   1   2   0   0|1955M  125M  100k 5705M|  13M    0 
14-05 02:21:10| 98   0   1   0   0|1955M  126M  100k 5705M|  16M    0 
14-05 02:21:11| 98   0   0   0   0|1955M  125M  100k 5706M|  16M    0 
14-05 02:21:12| 98   1   1   0   0|1955M  125M  100k 5705M|  15M    0 
14-05 02:21:13| 98   1   1   0   0|1956M  136M  100k 5693M|  13M 4096B
14-05 02:21:14| 98   1   1   0   0|1950M  128M  100k 5707M|  13M    0 
14-05 02:21:15| 99   0   1   0   0|1950M  132M  100k 5703M|  13M 4096B
14-05 02:21:16| 99   0   1   0   0|1950M  127M  100k 5708M|  13M    0 
14-05 02:21:17| 98   1   1   0   0|1949M  122M  100k 5714M|  14M    0 
14-05 02:21:18| 98   1   1   0   0|1948M  125M  100k 5712M|  13M    0 
14-05 02:21:19| 98   1   1   0   0|1950M  135M  100k 5701M|  14M 8192B
14-05 02:21:20| 99   0   1   0   0|1949M  123M  100k 5714M|  13M    0 
14-05 02:21:21| 98   0   1   0   0|1949M  127M  100k 5710M|  13M    0 
14-05 02:21:22| 99   1   1   0   0|1950M  128M  100k 5708M|  14M    0 
14-05 02:21:23| 99   1   1   0   0|1949M  127M  100k 5709M|  17M    0 
14-05 02:21:24| 99   1   1   0   0|1949M  127M  100k 5709M|  17M 4096B
14-05 02:21:25| 97   1   1   0   0|1949M  122M  100k 5714M|  14M    0 
14-05 02:21:26| 98   0   1   0   0|1948M  125M  100k 5712M|  14M    0 
14-05 02:21:27| 99   1   0   0   0|1950M  127M  100k 5708M|  13M 4096B
14-05 02:21:28| 96   1   1   1   0|1950M  131M  100k 5705M|  13M 8192B
14-05 02:21:29| 97   1   1   1   0|1950M  125M  100k 5710M|  13M    0 
14-05 02:21:30| 99   0   1   0   0|1950M  128M  100k 5708M|  13M    0 
14-05 02:21:31| 99   1   0   0   0|1949M  123M  100k 5714M|  13M    0 
14-05 02:21:32| 98   0   1   0   0|1949M  125M  100k 5711M|  13M    0 
14-05 02:21:33| 99   0   1   0   0|1950M  136M  100k 5699M|  13M    0 
14-05 02:21:34| 98   1   1   0   0|1948M  124M  100k 5713M|  14M    0 
14-05 02:21:35| 98   1   1   0   0|1949M  126M  100k 5711M|  13M   17k
14-05 02:21:36| 99   1   1   0   0|1950M  135M  100k 5701M|  15M 8193B
14-05 02:21:37| 99   1   1   0   0|1949M  127M  100k 5709M|  17M  128k
14-05 02:21:38| 98   0   1   0   0|1950M  126M  100k 5709M|  16M    0 
14-05 02:21:39| 97   0   1   0   0|1951M  127M  100k 5707M|  13M 9216B
14-05 02:21:40| 99   1   1   0   0|1949M  123M  100k 5713M|  13M    0 
14-05 02:21:41| 99   1   1   0   0|1950M  125M  100k 5710M|  14M    0 
14-05 02:21:42| 99   1   1   0   0|1949M  147M  100k 5689M|  13M   20k
14-05 02:21:43| 98   0   1   0   0|1949M  134M  100k 5702M|  14M    0 
14-05 02:21:44| 99   1   0   0   0|1950M  128M  100k 5708M|  13M    0 
14-05 02:21:45| 99   0   1   0   0|1949M  123M  100k 5714M|  13M    0 
14-05 02:21:46| 99   1   1   0   0|1950M  126M  100k 5710M|  13M    0 
14-05 02:21:47| 98   1   1   0   0|1950M  129M  100k 5707M|  13M 8192B
14-05 02:21:48| 98   1   1   0   0|1949M  125M  100k 5712M|  13M    0 
14-05 02:21:49| 99   1   1   0   0|1951M  125M  100k 5710M|  14M    0 
14-05 02:21:50| 99   0   1   0   0|1951M  127M  100k 5708M|  14M    0 
14-05 02:21:51| 98   1   1   0   0|1953M  126M  100k 5706M|  15M    0 
14-05 02:21:52| 98   0   1   0   0|1951M  128M  100k 5707M|  17M    0 
14-05 02:21:53|100   1   1   0   0|1950M  129M  100k 5707M|  16M    0 
14-05 02:21:54| 99   0   0   0   0|1950M  123M  100k 5712M|  13M    0 
14-05 02:21:55| 99   1   1   0   0|1950M  126M  100k 5710M|  13M    0 
14-05 02:21:56| 98   0   1   0   0|1951M  127M  100k 5707M|  13M    0 
14-05 02:21:57| 98   1   1   0   0|1950M  123M  100k 5713M|  14M    0 
14-05 02:21:58| 98   0   1   0   0|1949M  127M  100k 5710M|  13M 4096B
14-05 02:21:59| 99   1   1   0   0|1949M  122M  100k 5715M|  13M    0 
14-05 02:22:00| 98   0   1   0   0|1950M  123M  100k 5713M|  13M 4096B
14-05 02:22:01| 98   1   0   0   0|1950M  134M  100k 5702M|  13M 4096B
14-05 02:22:02| 99   0   1   0   0|1949M  121M  100k 5715M|  14M    0 
14-05 02:22:03| 99   1   1   0   0|1949M  124M  100k 5713M|  13M    0 
14-05 02:22:04| 98   1   1   0   0|1950M  150M  100k 5685M|  16M   20k
14-05 02:22:05| 96   1   1   1   0|1951M  134M  100k 5701M|  16M 2048B
14-05 02:22:06| 98   1   1   0   0|1952M  125M  100k 5709M|  15M    0 
14-05 02:22:07| 97   0   1   0   0|1949M  122M  100k 5714M|  13M 3073B
14-05 02:22:08| 97   0   2   1   0|1950M  125M  100k 5710M|  14M  126k
14-05 02:22:09| 99   1   1   0   0|1950M  129M  100k 5707M|  14M 4096B
14-05 02:22:10| 99   0   1   0   0|1950M  123M  100k 5713M|  14M 5120B
14-05 02:22:11| 99   1   1   0   0|1950M  126M  100k 5709M|  14M 4096B
14-05 02:22:12| 99   1   1   0   0|1951M  147M  100k 5688M|  14M   16k
14-05 02:22:13| 99   1   1   0   0|1951M  133M  100k 5701M|  13M    0 
14-05 02:22:14| 98   0   1   0   0|1949M  122M  100k 5715M|  14M    0 
14-05 02:22:15| 98   1   0   0   0|1950M  124M  100k 5712M|  13M 4096B
14-05 02:22:16| 93   1   1   6   0|1952M  145M  100k 5688M|  12M   12k
14-05 02:22:17| 99   1   1   0   0|1952M  129M  100k 5705M|  17M    0 
14-05 02:22:18| 98   0   1   0   0|1950M  131M  100k 5705M|  16M    0 
14-05 02:22:19| 98   1   1   0   0|1950M  134M  100k 5702M|  14M 4096B
14-05 02:22:20| 99   1   1   0   0|1950M  136M  100k 5699M|  14M    0 
14-05 02:22:21| 99   0   1   0   0|1950M  124M  100k 5712M|  13M    0 
14-05 02:22:22|100   1   0   0   0|1949M  127M  100k 5709M|  14M 4096B
14-05 02:22:23| 99   0   0   0   0|1950M  130M  100k 5705M|  13M    0 
14-05 02:22:24| 98   1   1   0   0|1950M  125M  100k 5711M|  14M    0 
14-05 02:22:25| 98   0   1   0   0|1951M  146M  100k 5690M|  13M   16k
14-05 02:22:26| 99   1   1   0   0|1950M  132M  100k 5703M|  14M    0 
14-05 02:22:27| 99   0   1   0   0|1950M  136M  100k 5700M|  13M 4096B
14-05 02:22:28| 99   0   1   0   0|1950M  123M  100k 5713M|  14M    0 
14-05 02:22:29| 98   1   1   0   0|1950M  126M  100k 5709M|  13M 4096B
14-05 02:22:30| 98   0   1   0   0|1950M  147M  100k 5688M|  13M   28k
14-05 02:22:31| 99   1   0   0   0|1950M  134M  100k 5702M|  14M    0 
14-05 02:22:32| 98   0   1   0   0|1949M  121M  100k 5715M|  13M    0 
14-05 02:22:33| 98   1   0   0   0|1949M  124M  100k 5712M|  14M 4096B
14-05 02:22:34| 99   1   1   0   0|1950M  128M  100k 5708M|  14M   64k
14-05 02:22:35| 98   1   1   0   0|1951M  130M  100k 5705M|  13M 5120B
14-05 02:22:36| 99   1   0   0   0|1951M  133M  100k 5701M|  14M    0 
14-05 02:22:37| 98   1   1   0   0|1951M  137M  100k 5698M|  13M    0 
14-05 02:22:38| 98   1   1   0   0|1951M  124M  100k 5712M|  14M   36k
14-05 02:22:39| 99   1   1   0   0|1951M  127M  100k 5708M|  14M   64k
14-05 02:22:40| 98   1   1   0   0|1951M  127M  100k 5708M|  17M    0 
14-05 02:22:41| 99   1   1   0   0|1952M  126M  100k 5708M|  17M 9216B
14-05 02:22:42| 97   2   1   1   0|1951M  149M  100k 5686M|  14M 4096B
14-05 02:22:43| 98   1   1   0   0|1950M  136M  100k 5700M|  13M    0 
14-05 02:22:44| 98   0   1   0   0|1949M  124M  100k 5714M|  14M    0 
14-05 02:22:45| 98   1   1   0   0|1950M  126M  100k 5710M|  13M 8192B
14-05 02:22:46| 98   0   1   0   0|1949M  130M  100k 5707M|  13M 4096B
14-05 02:22:47| 99   1   1   0   0|1951M  132M  100k 5703M|  13M 4096B
14-05 02:22:48| 99   1   1   0   0|1950M  136M  100k 5699M|  14M 4096B
14-05 02:22:49| 99   1   1   0   0|1949M  124M  100k 5713M|  13M    0 
14-05 02:22:50| 98   1   1   0   0|1950M  127M  100k 5709M|  14M    0 
14-05 02:22:51| 98   0   1   0   0|1949M  129M  100k 5707M|  15M    0 
14-05 02:22:52| 98   0   1   0   0|1949M  130M  100k 5707M|  16M    0 
14-05 02:22:53| 98   1   1   0   0|1949M  131M  100k 5706M|  16M    0 
14-05 02:22:54| 99   0   1   0   0|1950M  133M  100k 5703M|  13M    0 
14-05 02:22:55| 98   1   1   0   0|1950M  137M  100k 5699M|  14M 4096B
14-05 02:22:56| 99   1   1   0   0|1949M  125M  100k 5712M|  13M    0 
14-05 02:22:57| 99   0   0   0   0|1950M  127M  100k 5709M|  13M    0 
14-05 02:22:58| 99   1   1   0   0|1948M  130M  100k 5708M|  16M    0 
14-05 02:22:59| 98   1   1   0   0|1949M  130M  100k 5707M|  17M    0 
14-05 02:23:00| 98   1   1   0   0|1948M  132M  100k 5706M|  15M    0 
14-05 02:23:01| 99   0   0   0   0|1951M  133M  100k 5702M|  13M    0 
14-05 02:23:02| 99   1   1   0   0|1950M  137M  100k 5699M|  14M    0 
14-05 02:23:03| 99   1   1   0   0|1949M  125M  100k 5712M|  13M    0 
14-05 02:23:04| 98   0   1   0   0|1951M  130M  100k 5705M|  13M    0 
14-05 02:23:05| 99   1   0   0   0|1950M  134M  100k 5702M|  13M   62k
14-05 02:23:06| 98   1   1   0   0|1951M  137M  100k 5698M|  14M 4096B
14-05 02:23:07| 99   0   1   0   0|1950M  123M  100k 5713M|  15M    0 
14-05 02:23:08| 99   1   0   0   0|1949M  124M  100k 5713M|  17M 3072B
14-05 02:23:09| 97   1   1   0   0|1950M  125M  100k 5712M|  16M    0 
14-05 02:23:10| 99   0   1   0   0|1949M  129M  100k 5709M|  14M  124k
