"x"
"1" "house: 0"
"Point.Forecast" "Lo.95" "Hi.95"
"3.904762" 569.329352150167 -3096.00643875496 4234.66514305529
"3.910714" 567.898287949008 -3233.6361789883 4369.43275488632
"3.916667" 943.410997099812 -2989.60847228177 4876.43046648139
"3.922619" 969.207185991145 -3091.04157359943 5029.45594558172
"3.928571" 852.201700959071 -3331.40892061878 5035.81232253692
"3.934524" 1002.34869824006 -3301.08895974933 5305.78635622945
"3.940476" 766.191738753583 -3653.82562766292 5186.20910517008
"3.946429" 958.25153822064 -3575.34872676145 5491.85180320273
"3.952381" 1263.76326351197 -3380.64296396942 5908.16949099335
"3.958333" 974.863247986393 -3777.76623989609 5727.49273586887
"3.964286" 1214.45225158287 -3643.99038904924 6072.89489221498
"3.970238" 1178.09698975442 -3783.90288283068 6140.09686233952
"3.976190" 956.759265799416 -4106.68033379657 6020.1988653954
"3.982143" 1075.51222534849 -4087.3744112124 6238.39886190938
"3.988095" 561.474786279604 -4698.97921173247 5821.92878429168
"3.994048" 175.66727240546 -5180.57713094503 5531.91167575595
"4.000000" 233.89575171501 -5216.45579214394 5684.24729557396
"4.005952" -58.5313343302022 -5601.39249034592 5484.32982168551
"4.011905" 71.7582113762455 -5562.09372474083 5705.61014749332
"4.017857" 112.612506694872 -5610.78381728203 5836.00883067177
"4.023810" -151.82069290433 -5963.3818708095 5659.74048500084
"4.029762" 244.913452254086 -5653.49490659635 6143.32181110453
"4.035714" 123.718862497521 -5860.27637571741 6107.71410071245
"4.041667" 802.311054945289 -5266.06408624376 6870.68619613434
"4.047619" 1267.63528688374 -4883.96244845489 7419.23302222238
"4.053571" 967.177006865051 -5266.53236562302 7200.88637935312
"4.059524" 757.633595110751 -5557.11979547133 7072.38698569283
"4.065476" 723.361235418172 -5671.40914568935 7118.1316165257
"4.071429" 720.153999849013 -5753.64442691037 7193.9524266084
"4.077381" 748.337688184401 -5803.53562511574 7300.21100148454
"4.083333" 1020.54822407355 -5608.48049488346 7649.57694303055
"4.089286" 943.51843361374 -5761.77795058726 7648.81481781474
"4.095238" 1306.5291515385 -5474.17711279718 8087.23541587418
"4.101190" 1018.83282484818 -5836.45384212815 7874.11949182451
"4.107143" 1021.11042846927 -5907.95394773951 7950.17480467805
"4.113095" 1393.51931823847 -5608.54544673392 8395.58408321086
"4.119048" 995.759821802915 -6078.55207520092 8070.07171880675
"4.125000" 1384.42645608673 -5761.40216341656 8530.25507559002
"4.130952" 1809.88060257005 -5406.7560449642 9026.51725010431
"4.136905" 1507.14563212804 -5779.61100891307 8793.90227316915
"4.142857" 1254.3844268614 -6101.82384839691 8610.59270211972
"4.148810" 280.692323787945 -7144.31798140364 7705.70262897952
"4.154762" -344.530649325588 -7837.71127409525 7148.64997544407
"4.160714" 256.4755848772 -7304.26073631835 7817.21190607275
"4.166667" 188.452922757805 -7439.24080220702 7816.14664772263
"4.172619" -27.3747706675885 -7721.44322663353 7666.69368529835
"4.178571" 472.294374576184 -7287.58109145497 8232.16984060734
"4.184524" 146.081261011703 -7679.04781725496 7971.21033927837
"4.190476" 830.972382362641 -7058.87064109205 8720.81540581734
"4.196429" 2107.06775574977 -5846.96271804017 10061.0982295397
"4.202381" 1802.91451731288 -6214.78955687202 9820.61859149778
"4.208333" 1993.34699576434 -6087.5289755907 10074.2229671194
"4.214286" 1665.6244567304 -6477.93338414269 9809.1822976035
"4.220238" 278.125089527992 -7927.63582283521 8483.8860018912
"4.226190" 1229.19572895692 -7038.30026403214 9496.69172194597
