"x"
"1" "house: 0"
"Point.Forecast" "Lo.90" "Hi.90" "Lo.95" "Hi.95"
"23.16667" 528.392905346388 4.7262922009154 1052.05951849186 -95.5943509381959 1152.38016163097
"23.20833" 286.556178822183 -237.110434323289 810.222791967656 -337.431077462401 910.543435106767
"23.25000" 572.434980026737 48.7683668812639 1096.10159317221 -51.5522762578474 1196.42223631132
"23.29167" 339.992954344989 -183.673658800484 863.659567490462 -283.994301939595 963.980210629573
"23.33333" 928.085377917257 404.418764771784 1451.75199106273 304.098121632673 1552.07263420184
"23.37500" 816.60442582926 292.937812683788 1340.27103897473 192.617169544676 1440.59168211384
"23.41667" 305.154231545897 -218.512381599576 828.82084469137 -318.833024738687 929.141487830481
"23.45833" 672.978239888967 149.311626743494 1196.64485303444 48.9909836043831 1296.96549617355
"23.50000" 327.000215829448 -196.666397316025 850.666828974921 -296.987040455136 950.987472114032
"23.54167" 577.869798743777 54.2031855983042 1101.53641188925 -46.1174575408071 1201.85705502836
"23.58333" 568.000195109994 44.333581964521 1091.66680825547 -55.9870611745903 1191.98745139458
"23.62500" 597.955632041597 74.2890188961246 1121.62224518707 -26.0316242429867 1221.94288832618
"23.66667" 986.954692858638 463.288079713166 1510.62130600411 362.967436574054 1610.94194914322
"23.70833" 722.721172688261 199.054559542789 1246.38778583373 98.7339164036772 1346.70842897285
"23.75000" 549.270841188276 25.6042280428031 1072.93745433375 -74.7164150963082 1173.25809747286
"23.79167" 644.025824023597 120.359210878124 1167.69243716907 20.0385677390129 1268.01308030818
"23.83333" 711.385691316395 187.719078170922 1235.05230446187 87.3984350318107 1335.37294760098
"x"
"1" "======"
"x"
"1" "house: 11"
"Point.Forecast" "Lo.90" "Hi.90" "Lo.95" "Hi.95"
"20.87500" 918.575412504271 239.880466544319 1597.27035846422 109.860503910091 1727.29032109845
"20.91667" 983.722267965781 72.6260137640535 1894.81852216751 -101.9158796634 2069.36041559496
"20.95833" 532.532481884444 -462.540659532668 1527.60562330156 -653.170298718181 1718.23526248707
"21.00000" 605.887089778832 -442.657791486814 1654.43197104448 -643.531198742914 1855.30537830058
"21.04167" 262.329009573949 -811.255884028422 1335.91390317632 -1016.92629395525 1541.58431310315
"21.08333" 222.111804515565 -866.83485265579 1311.05846168692 -1075.44816931432 1519.67177834545
"21.12500" 269.405864759824 -827.420582338615 1366.23231185826 -1037.54345789099 1576.35518741064
"21.16667" 291.078843489063 -810.414691505324 1392.57237848345 -1021.43165739601 1603.58934437414
"21.20833" 234.928117696582 -869.064458647089 1338.92069404025 -1080.56017462246 1550.41641001563
"21.25000" 448.807529834996 -656.632016431701 1554.24707610169 -868.404933491959 1766.01999316195
"21.29167" 459.278521012777 -646.952975143713 1565.51001716927 -858.877608811988 1777.43465083754
"21.33333" 1860.6484841106 753.964566969754 2967.33240125145 541.953261432429 3179.34370678878
"21.37500" 1892.32323714056 785.388822002754 2999.25765227836 573.329527688737 3211.31694659238
"21.41667" 1093.00592848958 -14.070490086571 2200.08234706573 -226.156988495533 2412.1688454747
"21.45833" 1551.0726391248 443.917104459258 2658.22817379034 231.815449504565 2870.32982874504
"21.50000" 1443.92470336536 336.724513738984 2551.12489299174 124.614304077387 2763.23510265334
"21.54167" 1295.27699364285 188.051840389571 2402.50214689613 -24.0631516412714 2614.61713892697
"21.58333" 1798.09636801817 690.85715893792 2905.33557709842 478.739474183183 3117.45326185316
"21.62500" 1759.32245753633 652.075376173662 2866.56953889899 439.956183298272 3078.68873177438
"21.66667" 2030.97543918303 923.723931304286 3138.22694706177 711.603890425742 3350.34698794031
"21.70833" 1912.68547901849 805.431489438128 3019.93946859886 593.310973131332 3232.05998490566
"21.75000" 1446.64153921887 339.386155245308 2553.89692319244 127.265371809733 2766.01770662801
"21.79167" 1102.56463739737 -4.69152877467013 2209.8208035694 -216.81246205874 2421.94173685347
"21.83333" 1429.17896504327 321.922359559964 2536.43557052658 109.801342115499 2748.55658797104
"21.87500" 1437.9162003174 309.39953878716 2566.43286184765 93.20565810822 2782.62674252659
"21.91667" 1480.92808444864 335.662309429605 2626.19385946767 116.259742546455 2845.59642635082
"21.95833" 829.113433392556 -323.338998966926 1981.56586575204 -544.118338912013 2202.34520569712
"22.00000" 753.639973369113 -403.689925672317 1910.96987241054 -625.403658954958 2132.68360569318
"22.04167" 412.045358454514 -747.649949016759 1571.74066592579 -969.816831858702 1793.90754876773
"22.08333" 382.026635992325 -779.144516348348 1543.197788333 -1001.59413194956 1765.64740393421
"22.12500" 318.228275939434 -843.707491232072 1480.16404311094 -1066.30358676853 1702.7601386474
"22.16667" 404.380516772061 -758.010398976354 1566.77143252048 -980.693688916298 1789.45472246042
"22.20833" 250.392479985904 -912.242903434751 1413.02786340656 -1134.97302690101 1635.75798687282
"22.25000" 489.779048035649 -672.998100147586 1652.55619621888 -895.755381984835 1875.31347805613
"22.29167" 619.702236741462 -543.152578616203 1782.55705209913 -765.924739425481 2005.32921290841
"22.33333" 1943.24751924827 780.34831440806 3106.14672408847 557.567649750483 3328.92738874605
"22.37500" 1898.71151312132 735.787722477462 3061.63530376518 513.002347831559 3284.42067841108
"22.41667" 1333.55885432553 170.621124554074 2496.49658409699 -52.1669204592158 2719.28462911028
"22.45833" 1662.61838900338 499.672892278852 2825.5638857279 276.88335932322 3048.35341868353
"22.50000" 1437.69831244095 274.748431719053 2600.64819316284 51.9580589057236 2823.43856597617
"22.54167" 1213.0506846098 50.0983529852817 2376.00301623432 -172.692489356029 2598.79385857563
"22.58333" 1848.3015439637 685.347832343644 3011.25525558375 462.556725631767 3234.04636229562
"22.62500" 1897.83963127114 734.885146741246 3060.79411580104 512.093891960329 3283.58537058195
"22.66667" 2136.78185257516 973.826933444815 3299.73677170552 751.03559540597 3522.52810974436
"22.70833" 1886.63917442327 723.684011634973 3049.59433721157 500.892626917724 3272.38572192882
"22.75000" 1545.59519531862 382.639895626452 2708.55049501079 159.848484682049 2931.34190595519
"22.79167" 1062.99562739519 -99.9597490947747 2225.95100388515 -322.751174751599 2448.74242954197
"22.83333" 1567.9850848721 405.029665249733 2730.94050449446 182.238231329884 2953.73193841431
"22.87500" 1591.88791598212 394.326553178724 2789.44927878552 164.905537786221 3018.87029417802
"22.91667" 1546.58350031636 321.978477245766 2771.18852338696 87.3766133463378 3005.79038728638
"22.95833" 758.441172054782 -477.699146736606 1994.58149084617 -714.510867549688 2231.39321165925
"23.00000" 662.633166118372 -581.319226094548 1906.58555833129 -819.627533113863 2144.89386535061
"23.04167" 310.48573449088 -937.248205641559 1558.21967462332 -1176.2809570112 1797.25242599296
"23.08333" 457.383246992692 -792.708796346461 1707.47529033184 -1032.19329778828 1946.95979177366
"23.12500" 269.809635996257 -981.503315075234 1521.12258706775 -1221.22171007805 1760.84098207056
"23.16667" 406.747016668709 -845.292613595888 1658.78664693331 -1085.15022107125 1898.64425440867
"23.20833" 261.682274546772 -990.747570849312 1514.11211994286 -1230.6799332011 1754.04448229464
"23.25000" 468.094185906635 -784.561940955338 1720.75031276861 -1024.53765283833 1960.7260246516
"23.29167" 475.633328942787 -777.146755816847 1728.41341370242 -1017.14621474749 1968.41287263307
"23.33333" 1983.30547886911 730.454546713878 3236.15641102433 490.441515300068 3476.16944243814
"23.37500" 1891.75292424419 638.862753931558 3144.64309455682 398.842205526809 3384.66364296157
"23.41667" 1315.11143332417 62.1990162749898 2568.02385037335 -177.825794014826 2808.04866066316
"23.45833" 1647.12074552408 394.195932746957 2900.04555830121 154.16874776422 3140.07274328394
"23.50000" 1249.08939141419 -3.8424181082014 2502.02120093658 -243.87094348188 2742.04972631026
"23.54167" 995.117758017555 -257.817963038967 2248.05347907408 -497.847237758909 2488.08275379402
"23.58333" 1632.00368595966 379.065762476514 2884.94160944281 139.036065830006 3124.97130608932
"23.62500" 1780.66634523252 527.727188218133 3033.6055022469 287.697255259736 3273.6354352053
"23.66667" 2100.17438236667 847.234531745931 3353.11423298741 607.20446591094 3593.1442988224
"23.70833" 1900.84361954787 647.903380059179 3153.78385903656 407.873239727395 3393.81399936835
"23.75000" 1877.19098521433 624.250527232298 3130.13144319636 384.220345042982 3370.16162538567
"23.79167" 978.474479075862 -274.466101472305 2231.41505962403 -514.496307142044 2471.44526529377
"23.83333" 1207.94011131268 -45.0005380731188 2460.88076069848 -285.030756930324 2700.91097955568
"x"
"1" "======"
"x"
"1" "house: 12"
"Point.Forecast" "Lo.90" "Hi.90" "Lo.95" "Hi.95"
"20.87500" 467.743501279662 -106.862700755777 1042.3497033151 -216.94201895723 1152.42902151655
"20.91667" 707.411739790913 -59.0975113101924 1473.92099089202 -205.940367265151 1620.76384684698
"20.95833" 196.582753681005 -635.837728649333 1029.00323601134 -795.307429510996 1188.472936873
"21.00000" 447.196374842343 -429.544222253398 1323.93697193808 -597.50448238627 1491.89723207096
"21.04167" 158.806942499181 -736.697300811011 1054.31118580937 -908.252178222539 1225.8660632209
"21.08333" 166.604544881546 -741.357904767181 1074.56699453027 -915.299444304702 1248.5085340678
"21.12500" 228.082551617768 -685.591188349018 1141.75629158455 -860.626859732028 1316.79196296756
"21.16667" 259.868865275893 -657.466623219333 1177.20435377112 -833.203788564657 1352.94151911644
"21.20833" 183.692070604329 -735.404647072196 1102.78878828085 -911.479217246753 1278.86335845541
"21.25000" 425.127174348898 -495.062517013526 1345.31686571132 -671.346471976708 1521.6008206745
"21.29167" 379.434428740707 -541.298858558378 1300.16771603979 -717.686952094853 1476.55580957627
"21.33333" 1575.82599633268 654.76423025258 2496.88776241277 478.313208888092 2673.33878377726
"21.37500" 1625.99364824809 704.764423061345 2547.22287343483 528.281320970577 2723.7059755256
"21.41667" 928.098474504927 6.7701507979499 1849.4267982119 -169.731935942659 2025.92888495251
"21.45833" 1395.21484062824 473.835043984424 2316.59463727205 297.323096393423 2493.10658486305
"21.50000" 1236.12497529018 314.715206342952 2157.5347442374 138.197516853042 2334.05243372731
"21.54167" 1132.79487808752 211.36931792172 2054.22043825332 34.8486032528817 2230.74115292216
"21.58333" 1554.18289736153 632.748255665353 2475.6175390577 456.225801216003 2652.13999350705
"21.62500" 1485.56853669024 564.129057879398 2407.00801550109 387.605676767087 2583.5313966134
"21.66667" 1373.51575790323 452.07352368128 2294.95799212519 275.549614705233 2471.48190110124
"21.70833" 1564.02611759722 642.582403450656 2485.46983174378 466.05821096028 2661.99402423416
"21.75000" 645.415856324388 -276.028694699161 1566.86040734794 -452.553047512986 1743.38476016176
"21.79167" 913.474199671609 -7.97080372281016 1834.91920306603 -184.495243198903 2011.44364254212
"21.83333" 1121.73842815276 200.293170380195 2043.18368592533 23.7686821719903 2219.70817413354
"21.87500" 1045.56872814951 105.878949495809 1985.2585068032 -74.1407053367593 2165.27816163577
"21.91667" 1179.93685952625 226.279385762074 2133.59433329042 43.5838907642574 2316.28982828824
"21.95833" 537.713085709769 -421.609333979214 1497.03550539875 -605.390082465145 1680.81625388468
"22.00000" 593.262593622634 -370.108516869064 1556.63370411433 -554.664887201039 1741.19007444631
"22.04167" 328.569079052801 -636.574982353667 1293.71314045927 -821.47100308832 1478.60916119392
"22.08333" 319.157493284131 -647.182042242403 1285.49702881066 -832.307084132063 1470.62207070032
"22.12500" 274.895555698579 -691.99728147439 1241.78839287155 -877.228321294082 1427.01943269124
"22.16667" 377.55710513548 -589.692002055524 1344.80621232648 -774.991293767629 1530.10550403859
"22.20833" 196.557333908196 -770.86364820195 1163.97831601834 -956.195866592967 1349.31053440936
"22.25000" 463.256703006293 -504.271060252407 1430.78446626499 -689.62373508122 1616.13714109381
"22.29167" 522.866411993778 -444.714515420139 1490.4473394077 -630.07737509196 1675.81019907952
"22.33333" 1633.20136337581 665.588303657531 2600.81442309409 480.21928828787 2786.18343846375
"22.37500" 1634.68191572969 667.05246779037 2602.31136366902 481.680312871932 2787.68351858746
"22.41667" 1136.41501362376 168.775867852828 2104.05415939469 -16.5981449131009 2289.42817216062
"22.45833" 1486.67894491173 519.034760865987 2454.32312895747 333.659782900145 2639.69810692331
"22.50000" 1220.28763574547 252.640518208231 2187.93475328272 67.26497826317 2373.31029322778
"22.54167" 1054.80212753368 87.153464248556 2022.4507908188 -98.2223718208286 2207.82662688819
"22.58333" 1567.95008240472 600.300530236266 2535.59963457317 414.924523880396 2720.97564092903
"22.62500" 1591.49907047945 623.849044819384 2559.14909613952 438.47294775507 2744.52519320383
"22.66667" 1326.23485644652 358.584561086246 2293.88515180679 173.208412354521 2479.26130053851
"22.70833" 1506.70020340287 539.049763177456 2474.35064362829 353.673586693409 2659.72682011234
"22.75000" 574.39198242621 -393.258539713827 1542.04250456625 -578.634731890543 1727.41869674296
"22.79167" 871.057922135182 -96.5926442857682 1838.70848855613 -281.968844945534 2024.0846892159
"22.83333" 1224.1066539043 256.456062584307 2191.7572452243 71.0798571545442 2377.13345065406
"22.87500" 1141.30069469086 143.293952114569 2139.30743726714 -47.8976872970684 2330.49907667878
"22.91667" 1231.24732825879 210.208771359962 2252.28588515762 14.6048467892242 2447.88980972836
"22.95833" 477.31117578257 -553.011653282922 1507.63400484806 -750.394198318393 1705.01654988353
"23.00000" 533.956424957341 -502.987375754098 1570.90022566878 -701.638323466107 1769.55117338079
"23.04167" 225.613693533588 -814.223731315927 1265.4511183831 -1013.42902071642 1464.6564077836
"23.08333" 386.256765042144 -655.530962136013 1428.0444922203 -855.109877769332 1627.62340785362
"23.12500" 218.257535177121 -824.432144499108 1260.94721485335 -1024.18385032454 1460.69892067878
"23.16667" 377.890163783115 -665.380305643413 1421.16063320964 -865.243275390994 1621.02360295722
"23.20833" 206.772557200913 -836.777994322271 1250.3231087241 -1036.69462037591 1450.23973477774
"23.25000" 436.673061784914 -607.051521789772 1480.3976453596 -807.00148777171 1680.34761134154
"23.29167" 401.673914182339 -642.137296487651 1445.48512485233 -842.103857924972 1645.45168628965
"23.33333" 1654.85972104134 610.99614565733 2698.72329642535 411.019552528746 2898.69988955393
"23.37500" 1618.01942942644 574.129151008704 2661.90970784418 374.147442286629 2861.89141656626
"23.41667" 1123.03475246228 79.1286704656623 2166.9408344589 -120.856065803248 2366.92557072781
"23.45833" 1474.45811661894 430.543825192073 2518.37240804582 230.55751621392 2718.35871702397
"23.50000" 1060.8211907574 16.9021190075816 2104.74026250722 -183.085105753744 2304.72748726854
"23.54167" 892.225252932867 -151.696337501412 1936.14684336715 -351.684044775922 2136.13455064166
"23.58333" 1383.38391337466 339.460874462428 2427.30695228689 139.472889697935 2627.29493705139
"23.62500" 1528.56052563943 484.636715200336 2572.48433607852 284.648582631746 2772.47246864711
"23.66667" 1117.18439127826 73.2601413535047 2161.10864120302 -126.72807540889 2361.09685796541
"23.70833" 1499.79662923834 455.872143262688 2543.721115214 255.883881279197 2743.70937719749
"23.75000" 590.125691050686 -453.798928406787 1634.05031050816 -653.787215961856 1834.03859806323
"23.79167" 770.855442290926 -273.069249320589 1814.78013390244 -473.05755069846 2014.76843528031
"23.83333" 927.940191234504 -115.984540950406 1971.86492341941 -315.972850101064 2171.85323257007
"x"
"1" "======"
"x"
"1" "house: 13"
"Point.Forecast" "Lo.90" "Hi.90" "Lo.95" "Hi.95"
"20.87500" 392.375863803278 16.1085642713147 768.64316333524 -55.97427724216 840.726004848715
"20.91667" 541.778053894515 88.4813748977373 995.074732891293 1.64174596545081 1081.91436182358
"20.95833" 365.632367978322 -112.731787744936 843.996523701581 -204.373680797079 935.638416753724
"21.00000" 563.745751145542 75.1759187696326 1052.31558352145 -18.4211114246588 1145.91261371574
"21.04167" 389.383533061703 -99.1862993142068 877.953365437613 -192.783329508498 971.550395631904
"21.08333" 308.786732358029 -179.783100017881 797.356564733939 -273.380130212172 890.95359492823
"21.12500" 280.123396779089 -208.446435596821 768.693229154999 -302.043465791112 862.29025934929
"21.16667" 248.424655170311 -240.145177205598 736.994487546221 -333.74220739989 830.591517740513
"21.20833" 202.584055750151 -285.985776625759 691.153888126061 -379.58280682005 784.750918320353
"21.25000" 313.717981033994 -174.851851341916 802.287813409904 -268.448881536207 895.884843604195
"21.29167" 135.596776921182 -352.973055454728 624.166609297092 -446.570085649019 717.763639491383
"21.33333" 375.56893665661 -113.0008957193 864.13876903252 -206.597925913591 957.735799226811
"21.37500" 304.730120214784 -183.839712161126 793.299952590694 -277.436742355418 886.896982784985
"21.41667" 97.9066394053721 -390.663192970538 586.476471781282 -484.260223164829 680.073501975573
"21.45833" 276.245800591742 -212.324031784168 764.815632967652 -305.921061978459 858.412663161944
"21.50000" 141.101463583485 -347.468368792425 629.671295959394 -441.065398986717 723.268326153686
"21.54167" 187.628718605466 -300.941113770444 676.198550981376 -394.538143964735 769.795581175668
"21.58333" 244.185892282064 -244.383940093846 732.755724657974 -337.980970288137 826.352754852265
"21.62500" 142.472528319692 -346.097304056218 631.042360695602 -439.694334250509 724.639390889893
"21.66667" 406.536633602109 -82.0331987738006 895.106465978019 -175.630228968092 988.703496172311
"21.70833" 200.573550400661 -287.996281975248 689.143382776571 -381.59331216954 782.740412970863
"21.75000" 245.655937565956 -242.913894809953 734.225769941866 -336.510925004245 827.822800136158
"21.79167" 247.518465109856 -241.051367266054 736.088297485766 -334.648397460346 829.685327680057
"21.83333" 438.052290673829 -50.517541702081 926.622123049739 -144.114571896372 1020.21915324403
"21.87500" 536.542125783094 39.6697797644535 1033.41447180173 -55.517791983188 1128.60204354938
"21.91667" 656.18993559364 155.615352045086 1156.76451914219 59.7185297156221 1252.66134147166
"21.95833" 509.217116208726 7.29625746458834 1011.13797495286 -88.8584755089248 1107.29270792638
"22.00000" 620.621580885401 118.132947993444 1123.11021377736 21.8694445422318 1219.37371722857
"22.04167" 436.034828907971 -66.453803983986 938.523461799928 -162.717307435198 1034.78696525114
"22.08333" 378.371377875725 -124.117255016231 880.860010767682 -220.380758467444 977.123514218895
"22.12500" 225.446317045931 -277.042315846026 727.934949937888 -373.305819297238 824.198453389101
"22.16667" 276.155899687621 -226.332733204336 778.644532579578 -322.596236655549 874.90803603079
"22.20833" 161.273268294095 -341.215364597862 663.761901186051 -437.478868049075 760.025404637264
"22.25000" 309.842389134134 -192.646243757823 812.331022026091 -288.909747209035 908.594525477304
"22.29167" 179.311547760799 -323.177085131158 681.800180652756 -419.44058858237 778.063684103969
"22.33333" 466.804310548361 -35.6843223435956 969.292943440318 -131.947825794808 1065.55644689153
"22.37500" 375.676318518954 -126.812314373003 878.164951410911 -223.075817824216 974.428454862123
"22.41667" 105.344996098814 -397.143636793143 607.833628990771 -493.407140244356 704.097132441983
"22.45833" 273.832772759019 -228.655860132938 776.321405650976 -324.91936358415 872.584909102188
"22.50000" 143.26150667547 -359.227126216487 645.750139567426 -455.4906296677 742.013643018639
"22.54167" 210.335744029865 -292.152888862092 712.824376921822 -388.416392313305 809.087880373034
"22.58333" 222.342487738754 -280.146145153203 724.831120630711 -376.409648604416 821.094624081923
"22.62500" 183.353320224595 -319.135312667362 685.841953116552 -415.398816118574 782.105456567765
"22.66667" 530.592669041435 28.1040361494785 1033.08130193339 -68.1594673017339 1129.3448053846
"22.70833" 180.787677346349 -321.700955545608 683.276310238306 -417.96445899682 779.539813689518
"22.75000" 357.419196234065 -145.069436657892 859.907829126022 -241.332940109104 956.171332577235
"22.79167" 203.748953197569 -298.739679694388 706.237586089526 -395.003183145601 802.501089540738
"22.83333" 505.937294164476 3.4486612725189 1008.42592705643 -92.8148421786935 1104.68943050765
"22.87500" 698.065184372419 173.182381343126 1222.94798740171 72.62874845775 1323.50162028709
"22.91667" 624.79587019545 90.1125783040196 1159.47916208688 -12.3185684824657 1261.91030887337
"22.95833" 325.368034636288 -212.852599917306 863.588669189882 -315.961407799541 966.697477072117
"23.00000" 457.070714958222 -82.6376285960393 996.779058512484 -186.031442090632 1100.17287200708
"23.04167" 323.065506637123 -216.642836917139 862.773850191385 -320.036650411731 966.167663685978
"23.08333" 516.313173613697 -23.3951699405652 1056.02151716796 -126.788983435158 1159.41533066255
"23.12500" 217.986860306591 -321.721483247671 757.695203860853 -425.115296742263 861.089017355446
"23.16667" 299.429810875487 -240.278532678775 839.138154429749 -343.672346173367 942.531967924342
"23.20833" 194.802258050809 -344.906085503453 734.510601605071 -448.299898998045 837.904415099664
"23.25000" 311.816723943894 -227.891619610367 851.525067498156 -331.28543310496 954.918880992749
"23.29167" 194.47723149047 -345.231112063792 734.185575044731 -448.624925558385 837.579388539324
"23.33333" 598.686431231196 58.978087676934 1138.39477478546 -44.4157258176587 1241.78858828005
"23.37500" 425.066076351479 -114.642267202783 964.774419905741 -218.036080697376 1068.16823340033
"23.41667" 116.571504943133 -423.136838611129 656.279848497394 -526.530652105722 759.673661991987
"23.45833" 272.285671334934 -267.422672219327 811.994014889196 -370.81648571392 915.387828383789
"23.50000" 119.561813195877 -420.146530358384 659.270156750139 -523.540343852977 762.663970244732
"23.54167" 243.655767617605 -296.052575936657 783.364111171867 -399.44638943125 886.757924666459
"23.58333" 176.923494314642 -362.78484923962 716.631837868904 -466.178662734212 820.025651363497
"23.62500" 200.613835036864 -339.094508517397 740.322178591126 -442.48832201199 843.715992085719
"23.66667" 659.432925082315 119.724581528053 1199.14126863658 16.3307680334602 1302.53508213117
"23.70833" 139.19135973923 -400.516983815032 678.899703293492 -503.910797309624 782.293516788085
"23.75000" 475.858186548704 -63.8501570055581 1015.56653010297 -167.243970500151 1118.96034359756
"23.79167" 147.806495921667 -391.901847632594 687.514839475929 -495.295661127187 790.908652970522
"23.83333" 283.862474806819 -255.845868747443 823.570818361081 -359.239682242035 926.964631855674
"x"
"1" "======"
"x"
"1" "house: 14"
"Point.Forecast" "Lo.90" "Hi.90" "Lo.95" "Hi.95"
"20.87500" 1969.48629018068 188.544425572891 3750.42815478846 -152.636831291366 4091.60941165272
"20.91667" 2904.11183904662 552.635228291501 5255.58844980175 102.154636258801 5706.06904183445
"20.95833" 1772.95032795257 -811.587276068723 4357.48793197387 -1306.71617706018 4852.61683296532
"21.00000" 1991.45615285645 -699.482023205338 4682.39432891824 -1214.9944536209 5197.90675933379
"21.04167" 1127.71183116954 -1613.64391811752 3869.0675804566 -2138.81501923025 4394.23868156933
"21.08333" 1064.02869064395 -1701.59379877281 3829.65118006071 -2231.41376409721 4359.47114538511
"21.12500" 1003.9010842675 -1773.48496735947 3781.28713589447 -2305.55851940662 4313.36068794162
"21.16667" 1084.31976850119 -1698.78805628552 3867.42759328789 -2231.95774841278 4400.59728541515
"21.20833" 1019.64539251289 -1766.25000454289 3805.54078956866 -2299.95372163146 4339.24450665724
"21.25000" 1384.2359317417 -1403.01859994872 4171.49046343212 -1936.98269120903 4705.45455469243
"21.29167" 1541.52617720801 -1246.39127969786 4329.44363411388 -1780.48236985842 4863.53472427444
"21.33333" 4990.46954869567 2202.22868635512 7778.71041103622 1668.07564028523 8312.86345710611
"21.37500" 4861.8127024144 2073.41405372027 7650.21135110852 1539.23077996722 8184.39462486158
"21.41667" 2878.04099597449 89.5653614570947 5666.51663049188 -444.632660739167 6200.71465268814
"21.45833" 3741.65294398805 953.13974636951 6530.16614160659 418.93452807869 7064.37135989741
"21.50000" 3715.12255431454 926.591028627936 6503.65408000114 392.382299165066 7037.86280946401
"21.54167" 3346.89004107847 558.34957257851 6135.43050957844 24.1391299096313 6669.64095224732
"21.58333" 4497.56155337053 1709.01672139316 7286.10638534791 1174.80544279766 7820.31766394341
"21.62500" 4416.22259689422 1627.67563583758 7204.76955795085 1093.46394936693 7738.9812444215
"21.66667" 5309.71192452972 2521.16392462705 8098.25992443238 1986.95203914104 8632.47180991839
"21.70833" 4737.46588006026 1948.91737327117 7526.01438684935 1414.70539067915 8060.22636944137
"21.75000" 3824.64525102408 1036.09649690874 6613.19400513942 501.884466935567 7147.40603511259
"21.79167" 2992.77244580918 204.223571015375 5781.32132060299 -329.988482076592 6315.53337369495
"21.83333" 4473.02661933361 1684.47768565688 7261.57555301034 1150.26562128451 7795.78761738272
"21.87500" 4153.66240547962 1314.2635530957 6993.06125786353 770.309992091276 7537.01481886796
"21.91667" 4371.05307548501 1494.44836167787 7247.65778929214 943.36714377719 7798.73900719282
"21.95833" 2850.94309803913 -43.6419641106886 5745.52816018895 -598.167740179339 6300.0539362576
"22.00000" 2543.37156290495 -359.94627123572 5446.68939704563 -916.145014953094 6002.888140763
"22.04167" 1605.34332735423 -1302.22598755528 4512.91264226375 -1859.2392023012 5069.92585700967
"22.08333" 1556.05322861658 -1353.58826620538 4465.69472343854 -1910.99845569877 5023.10491293194
"22.12500" 1145.09913026252 -1765.55291262555 4055.75117315059 -2323.15669634353 4613.35495686858
"22.16667" 1305.97456680217 -1605.17042782642 4217.11956143077 -2162.86864803206 4774.81778163641
"22.20833" 1059.90278283497 -1851.48270859005 3971.28827425999 -2409.22700160745 4529.03256727738
"22.25000" 1461.09076886427 -1450.41206151346 4372.59359924199 -2008.17883356409 4930.36037129262
"22.29167" 1871.05869956931 -1040.50138256127 4782.61878169989 -1598.27912253027 5340.39652166889
"22.33333" 5351.39836900375 2439.81035230024 8262.98638570727 1882.02726080748 8820.76947720003
"22.37500" 4922.9963370856 2011.39469029791 7834.59798387329 1453.60898764229 8392.3836865289
"22.41667" 3419.46491915374 507.856621830386 6331.0732164771 -49.9303548915937 6888.86019319908
"22.45833" 4010.03928154521 1098.42773921595 6921.65082387446 540.640140836852 7479.43842225356
"22.50000" 3677.20638930472 765.593263633462 6588.81951497597 207.805361928002 7146.60741668143
"22.54167" 3108.25955382111 196.64565558641 6019.87345205582 -361.142394121731 6577.66150176396
"22.58333" 4631.18937429107 1719.57509909774 7542.80364948439 1161.78697717432 8100.59177140781
"22.62500" 4726.52245659724 1814.90799747364 7638.13691572084 1257.11984031405 8195.92507288043
"22.66667" 5713.89715256 2802.28260369087 8625.51170142913 2244.49442933842 9183.29987578158
"22.70833" 4683.09032666149 1771.47573400262 7594.70491932036 1213.68755126121 8152.49310206177
"22.75000" 4163.65483211514 1252.04021808984 7075.26944614045 694.25203125519 7633.0576329751
"22.79167" 2795.95529200472 -115.659332445956 5707.5699164554 -673.447521277829 6265.35810528727
"22.83333" 4762.22398293312 1850.60935339557 7673.83861247068 1292.82116358918 8231.62680227706
"22.87500" 4397.65690823626 1387.31789857305 7407.99591789947 810.616734253689 7984.69708221883
"22.91667" 4419.75367476392 1338.08178956309 7501.42555996474 747.715136989839 8091.79221253799
"22.95833" 2398.27930393578 -717.605450695236 5514.16405856679 -1314.52638222902 6111.08499010057
"23.00000" 2069.1264855016 -1063.31619089655 5201.56916189975 -1663.40918136826 5801.66215237147
"23.04167" 1299.36156263562 -1841.12856904474 4439.85169431598 -2442.76323864832 5041.48636391957
"23.08333" 1781.77917265287 -1362.63009633098 4926.18844163672 -1965.01556876402 5528.57391406975
"23.12500" 1082.33704348638 -2063.98272721219 4228.65681418494 -2666.73420113535 4831.4082881081
"23.16667" 1321.65609758351 -1825.59544768807 4468.90764285509 -2428.52542492245 5071.83762008947
"23.20833" 1100.46287074578 -2047.24321734665 4248.1689588382 -2650.26027293771 4851.18601442927
"23.25000" 1449.39489144957 -1698.53295895862 4597.32274185776 -2301.59249833151 5200.38228123065
"23.29167" 1560.91807720863 -1587.11797253378 4708.95412695104 -2190.19824003125 5312.03439444851
"23.33333" 5598.68988631387 2450.60104396735 8746.7787286604 1847.51066280622 9349.86910982153
"23.37500" 5006.46414929224 1858.34954804837 8154.57875053612 1255.25423216525 8757.67406641924
"23.41667" 3349.1172059657 200.990036199344 6497.24437573205 -402.107687479551 7100.34209941095
"23.45833" 3956.98846681567 808.855164478975 7105.12176915236 205.756265962149 7708.22066766919
"23.50000" 3260.22347829622 112.087183684489 6408.35977290796 -491.012288072924 7011.45924466537
"23.54167" 2595.72264434996 -552.415110288499 5743.86039898842 -1155.51486174833 6346.96015044825
