----system---- ----total-usage---- ------memory-usage----- -dsk/total-
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ
09-06 20:30:03| 98   1   0   0   0|5441M  122M  100k 2231M|  22M   52k
09-06 20:30:04| 97   2   0   1   0|5442M  142M  100k 2211M|  22M  108k
09-06 20:30:05| 98   1   0   1   0|5442M  125M  100k 2227M|  22M   16k
09-06 20:30:06| 96   1   0   2   0|5441M  121M  100k 2232M|  22M    0 
09-06 20:30:07| 98   1   0   1   0|5443M  124M  100k 2228M|  22M   48k
09-06 20:30:08| 98   2   0   0   0|5443M  124M  100k 2228M|  22M   32k
09-06 20:30:09| 69   2   2  27   0|5443M  122M  100k 2230M|  11M   30M
09-06 20:30:10| 98   2   0   1   0|5443M  122M  100k 2229M|  22M   16k
09-06 20:30:11| 80   2   1  16   0|5443M  124M  100k 2228M|  16M  296k
09-06 20:30:12| 97   1   0   1   0|5443M  132M  100k 2220M|  22M   49k
09-06 20:30:13| 90   2   1   6   0|5442M  120M  100k 2234M|  18M  601k
09-06 20:30:14| 99   2   0   0   0|5442M  124M  100k 2229M|  22M  117k
09-06 20:30:15| 80   3   1  16   0|5442M  123M  100k 2230M|  11M   73M
09-06 20:30:16| 49   2   3  46   0|5427M  137M  100k 2230M|4859k   43M
09-06 20:30:17| 50   3   4  44   0|5426M  133M  100k 2236M|5642k   59M
09-06 20:30:18| 95   1   0   4   0|5425M  143M  100k 2226M|  27M  108k
09-06 20:30:19| 82   2   1  15   0|5426M  137M  100k 2231M|  21M   48k
09-06 20:30:20| 99   1   0   0   0|5425M  132M  100k 2238M|  27M   68k
09-06 20:30:21| 98   1   0   0   0|5425M  131M  100k 2239M|  22M   72k
09-06 20:30:22| 96   2   0   1   0|5424M  145M   96k 2225M|  21M  140k
09-06 20:30:23| 97   1   0   2   0|5424M  143M   92k 2227M|  22M   36k
09-06 20:30:24| 99   1   0   0   0|5423M  141M   88k 2230M|  22M   88k
09-06 20:30:25| 98   2   0   0   0|5434M  129M   84k 2232M|  22M   52k
09-06 20:30:26| 98   1   0   1   0|5433M  127M   84k 2234M|  22M   44k
09-06 20:30:27| 97   1   0   2   0|5434M  124M   84k 2236M|  22M   48k
09-06 20:30:28| 98   1   0   0   0|5438M  131M   84k 2225M|  22M   84k
09-06 20:30:29| 99   2   0   0   0|5436M  131M   84k 2227M|  22M   72k
09-06 20:30:30| 97   1   0   1   0|5436M  129M   84k 2230M|  22M   52k
09-06 20:30:31| 98   2   0   0   0|5436M  127M   84k 2232M|  22M   60k
09-06 20:30:32| 95   3   1   2   0|5439M  138M   84k 2217M|  32M  124k
09-06 20:30:33| 98   1   0   1   0|5438M  137M   84k 2219M|  22M   48k
09-06 20:30:34| 99   1   0   0   0|5438M  135M   84k 2222M|  22M   96k
09-06 20:30:35| 97   2   0   1   0|5438M  148M   84k 2209M|  21M   72k
09-06 20:30:36| 97   1   0   2   0|5438M  122M   84k 2234M|  22M    0 
09-06 20:30:37| 63   1   3  31   0|5438M  139M   84k 2218M|9600k  230k
09-06 20:30:38| 98   2   0   1   0|5438M  141M   84k 2216M|  21M   68k
09-06 20:30:39| 92   2   0   5   0|5439M  147M   84k 2208M|  19M  560k
09-06 20:30:40| 98   1   0   1   0|5439M  137M   84k 2219M|  22M   64k
09-06 20:30:41| 99   1   1   1   0|5438M  139M   84k 2217M|  22M   62k
09-06 20:30:42| 98   1   0   0   0|5438M  134M   84k 2223M|  22M   56k
09-06 20:30:43| 98   2   0   0   0|5438M  147M   84k 2209M|  22M 6270k
09-06 20:30:44| 65   2   3  31   0|5438M  134M   84k 2223M|  12M   58M
09-06 20:30:45| 86   1   1  12   0|5438M  138M   84k 2219M|  18M  315k
09-06 20:30:46| 98   1   0   1   0|5438M  128M   84k 2229M|  22M   36k
09-06 20:30:47| 97   2   0   1   0|5438M  144M   84k 2211M|  21M  545k
09-06 20:30:48| 98   1   0   0   0|5441M  140M   84k 2213M|  21M   56k
09-06 20:30:49| 80   2   1  18   0|5441M  146M   84k 2207M|  16M   27M
09-06 20:30:50| 52   2   5  40   0|5441M  137M   84k 2216M|7435k   69M
09-06 20:30:51| 48   3   0  49   0|5442M  129M   84k 2224M|5244k   68M
09-06 20:30:52| 82   2   5  12   0|5449M  127M   84k 2219M|  18M   14M
09-06 20:30:53| 98   1   0   0   0|5433M  134M   84k 2228M|  27M   64k
09-06 20:30:54| 97   1   0   2   0|5432M  129M   84k 2233M|  25M   56k
09-06 20:30:55| 99   1   0   0   0|5432M  122M   84k 2240M|  22M   16k
09-06 20:30:56| 99   1   1   1   0|5433M  143M   84k 2217M|  22M  128k
09-06 20:30:57| 99   1   0   0   0|5432M  145M   84k 2217M|  22M   52k
09-06 20:30:58| 98   1   0   0   0|5442M  125M   84k 2227M|  22M   32k
09-06 20:30:59| 98   1   0   2   0|5442M  139M   84k 2213M|  22M   84k
09-06 20:31:00| 97   1   0   1   0|5441M  124M   84k 2230M|  22M    0 
09-06 20:31:01| 98   1   1   0   0|5445M  123M   84k 2227M|  22M 4096B
09-06 20:31:02| 44   2   1  52   0|5446M  119M   84k 2228M|6880k  206k
09-06 20:31:03| 98   2   0   1   0|5446M  124M   84k 2224M|  22M    0 
09-06 20:31:04| 96   2   0   3   0|5431M  135M   84k 2228M|  21M   12k
09-06 20:31:05| 87   1   0  11   0|5431M  129M   84k 2234M|  17M  387k
09-06 20:31:06| 84   2   1  14   0|5430M  123M   84k 2241M|  17M  275k
09-06 20:31:07| 96   1   0   3   0|5423M  124M   84k 2247M|  25M   72k
09-06 20:31:08| 98   1   0   0   0|5423M  130M   84k 2241M|  27M   28k
09-06 20:31:09| 96   1   0   2   0|5422M  121M   84k 2252M|  25M   76k
09-06 20:31:10| 97   2   0   1   0|5423M  131M   84k 2241M|  22M   29k
09-06 20:31:11| 96   1   0   2   0|5423M  128M   84k 2244M|  22M   24k
09-06 20:31:12| 97   1   0   2   0|5437M  125M   84k 2233M|  22M   64k
09-06 20:31:13| 96   1   0   2   0|5438M  127M   84k 2230M|  22M 4096B
09-06 20:31:14| 98   2   0   1   0|5439M  124M   84k 2231M|  22M   49k
09-06 20:31:15| 92   2   0   5   0|5439M  125M   84k 2231M|  19M  235k
09-06 20:31:16|100   2   0   0   0|5439M  125M   84k 2230M|  22M 4096B
09-06 20:31:17| 93   1   0   5   0|5424M  126M   84k 2245M|  20M   35M
09-06 20:31:18| 83   2   3  13   0|5423M  125M   84k 2246M|  17M 8688k
09-06 20:31:19| 98   1   0   2   0|5428M  125M   84k 2241M|  22M   65k
09-06 20:31:20| 98   1   0   0   0|5427M  124M   84k 2243M|  22M   56k
09-06 20:31:21| 99   2   0   0   0|5427M  123M   84k 2244M|  22M   33k
09-06 20:31:22| 98   1   0   1   0|5444M  124M   84k 2226M|  22M  104k
09-06 20:31:23| 83   3   0  13   0|5445M  135M   84k 2214M|  16M   63M
09-06 20:31:24| 86   1   4   9   0|5446M  139M   84k 2210M|  18M   44k
09-06 20:31:25| 98   1   0   0   0|5445M  137M   84k 2212M|  22M   48k
09-06 20:31:26| 93   1   0   4   0|5446M  134M   84k 2214M|  21M   72k
09-06 20:31:27| 86   3   1  12   0|5445M  143M   84k 2206M|  16M  178k
09-06 20:31:28| 99   1   0   0   0|5446M  144M   84k 2205M|  22M   64k
09-06 20:31:29| 97   2   1   1   0|5444M  121M   84k 2228M|  21M 8192B
09-06 20:31:30| 88   2   0  10   0|5446M  123M   84k 2225M|  23M  487k
09-06 20:31:31| 97   2   0   1   0|5444M  132M   84k 2218M|  27M  112k
09-06 20:31:32| 97   1   0   1   0|5445M  127M   84k 2222M|  25M   84k
09-06 20:31:33| 98   1   1   1   0|5445M  126M   84k 2223M|  22M   28k
09-06 20:31:34| 98   1   0   0   0|5445M  126M   84k 2224M|  22M   81k
09-06 20:31:35| 75   2   0  22   0|5443M  123M   84k 2228M|  15M   36M
09-06 20:31:36| 97   1   0   1   0|5445M  146M   84k 2203M|  21M   96k
09-06 20:31:37| 97   1   0   2   0|5445M  144M   84k 2205M|  22M  140k
09-06 20:31:38| 98   1   0   0   0|5445M  141M   84k 2208M|  21M   36M
09-06 20:31:39| 73   2   0  25   0|5445M  122M   84k 2227M|  15M    0 
09-06 20:31:40| 96   1   0   3   0|5441M  123M   84k 2229M|  21M   32k
09-06 20:31:41| 97   2   0   1   0|5442M  142M   84k 2210M|  22M  124k
09-06 20:31:42| 98   1   0   0   0|5442M  146M   84k 2206M|  22M   56k
09-06 20:31:43| 95   2   0   4   0|5444M  143M   84k 2208M|  21M   30M
09-06 20:31:44| 57   2   1  40   0|5443M  134M   84k 2216M|6265k   57M
09-06 20:31:45| 53   2   3  42   0|5444M  124M   84k 2227M|7426k   41M
09-06 20:31:46| 56   2   2  39   0|5444M  143M   84k 2207M|5500k   32M
09-06 20:31:47| 86   2   3  10   0|5430M  129M   84k 2235M|  22M   31M
09-06 20:31:48| 98   1   0   1   0|5429M  122M   84k 2244M|  27M   52k
09-06 20:31:49| 98   1   0   1   0|5429M  126M   84k 2240M|  27M  108k
09-06 20:31:50| 98   1   0   1   0|5429M  124M   84k 2242M|  22M   40k
09-06 20:31:51| 98   1   0   1   0|5429M  122M   84k 2244M|  22M   76k
09-06 20:31:52| 97   2   1   1   0|5445M  138M   84k 2210M|  21M  132k
09-06 20:31:53| 71   1   0  26   0|5445M  120M   84k 2229M|  14M  374k
09-06 20:31:54| 88   2   1  10   0|5445M  127M   84k 2222M|  18M  267k
09-06 20:31:55| 95   1   0   3   0|5447M  129M   84k 2218M|  21M   72k
09-06 20:31:56| 88   1   0   9   0|5445M  134M   84k 2215M|  21M  248k
09-06 20:31:57| 99   1   1   0   0|5446M  128M   84k 2220M|  22M   64k
09-06 20:31:58| 99   1   0   0   0|5446M  125M   84k 2223M|  22M   52k
09-06 20:31:59| 98   1   0   0   0|5446M  125M   84k 2223M|  22M   52k
09-06 20:32:00| 97   1   0   2   0|5444M  126M   84k 2224M|  22M   45k
09-06 20:32:01| 97   2   0   1   0|5446M  135M   84k 2213M|  22M   92k
09-06 20:32:02| 98   1   0   0   0|5445M  134M   84k 2215M|  22M   80k
09-06 20:32:03| 99   1   0   0   0|5445M  123M   84k 2226M|  23M 8188B
09-06 20:32:04| 99   1   0   0   0|5444M  135M   84k 2215M|  22M   84k
09-06 20:32:05| 98   1   1   1   0|5445M  123M   84k 2226M|  22M 4096B
09-06 20:32:06| 96   1   0   2   0|5446M  122M   84k 2226M|  22M   28k
09-06 20:32:07| 98   1   0   1   0|5445M  129M   84k 2220M|  21M   13M
09-06 20:32:08| 56   1   2  40   0|5446M  124M   84k 2224M|8832k   30M
09-06 20:32:09| 98   1   0   1   0|5445M  122M   84k 2227M|  22M   64k
09-06 20:32:10| 98   2   0   0   0|5446M  145M   84k 2204M|  22M   80k
09-06 20:32:11| 98   1   1   1   0|5444M  124M   84k 2227M|  22M    0 
09-06 20:32:12| 97   1   0   2   0|5445M  133M   84k 2216M|  22M   76k
09-06 20:32:13| 98   1   0   1   0|5444M  138M   84k 2212M|  22M   72k
09-06 20:32:14| 99   1   0   0   0|5443M  123M   84k 2228M|  22M   49k
09-06 20:32:15| 98   1   0   0   0|5444M  121M   84k 2230M|  22M   32k
09-06 20:32:16| 85   2   0  14   0|5445M  132M   84k 2217M|  17M  294k
09-06 20:32:17| 88   2   5   5   0|5445M  124M   84k 2226M|  17M  631k
09-06 20:32:18| 98   1   0   0   0|5428M  133M   84k 2233M|  22M    0 
09-06 20:32:19| 75   1   2  23   0|5428M  129M   84k 2237M|  15M   43M
09-06 20:32:20| 95   2   0   3   0|5425M  120M   84k 2248M|  21M  233k
09-06 20:32:21| 86   2   3   9   0|5425M  126M   84k 2243M|  19M  106k
09-06 20:32:22| 98   1   0   1   0|5419M  125M   84k 2249M|  22M    0 
09-06 20:32:23| 99   1   0   0   0|5412M  135M   84k 2247M|  22M   17k
09-06 20:32:24| 98   1   0   0   0|5410M  125M   84k 2259M|  22M   24k
09-06 20:32:25| 73   2   6  19   0|5410M  126M   84k 2258M|  15M   36M
09-06 20:32:26| 90   1   1   9   0|5410M  141M   84k 2243M|  19M   84k
09-06 20:32:27| 98   1   0   0   0|5420M  122M   84k 2252M|  22M 8190B
09-06 20:32:28| 99   2   0   0   0|5419M  140M   84k 2235M|  23M   72k
09-06 20:32:29| 97   1   1   1   0|5405M  125M   84k 2264M|  22M    0 
09-06 20:32:30| 86   1   1  12   0|5404M  129M   84k 2261M|  18M   35M
09-06 20:32:31| 44   2   5  48   0|5404M  124M   84k 2267M|4349k   50M
09-06 20:32:32| 46   2   1  50   0|5404M  142M   84k 2248M|6606k   52M
09-06 20:32:33| 55   3   2  40   0|5404M  136M   84k 2254M|4869k   69M
09-06 20:32:34| 56   2   5  37   0|5404M  126M   84k 2264M|8321k   15M
09-06 20:32:35| 95   1   0   3   0|5392M  130M   84k 2272M|  27M   88k
09-06 20:32:36| 97   1   0   2   0|5384M  129M   84k 2281M|  27M   52k
09-06 20:32:37| 97   1   0   1   0|5375M  136M   84k 2284M|  23M   80k
09-06 20:32:38| 97   1   1   1   0|5370M  139M   84k 2285M|  22M   57k
09-06 20:32:39| 98   1   0   0   0|5368M  140M   84k 2286M|  22M   64k
09-06 20:32:40| 98   2   0   0   0|5368M  139M   84k 2287M|  22M   84k
09-06 20:32:41| 99   2   0   0   0|5368M  137M   84k 2289M|  22M   48k
09-06 20:32:42| 97   1   0   1   0|5378M  126M   84k 2290M|  22M   88k
09-06 20:32:43| 98   2   0   0   0|5394M  129M   84k 2271M|  22M  104k
09-06 20:32:44| 96   3   0   0   0|5394M  130M   84k 2270M|  21M   73k
09-06 20:32:45| 93   1   5   2   0|5415M  148M   84k 2232M|  18M  542k
09-06 20:32:46| 95   2   0   4   0|5415M  151M   84k 2228M|  20M  512k
09-06 20:32:47| 93   3   0   3   0|5439M  132M   84k 2223M|  21M   97k
09-06 20:32:48| 63   2   0  33   0|5439M  135M   84k 2219M|  12M  354k
09-06 20:32:49| 96   2   0   2   0|5444M  136M   84k 2214M|  22M   58k
09-06 20:32:50| 98   2   0   0   0|5444M  132M   84k 2218M|  22M   84k
09-06 20:32:51| 99   1   0   0   0|5445M  131M   84k 2218M|  22M   48k
09-06 20:32:52| 98   2   0   0   0|5446M  143M   84k 2205M|  22M  132k
09-06 20:32:53| 98   1   0   0   0|5447M  126M   84k 2221M|  22M   16k
09-06 20:32:54| 98   1   0   2   0|5444M  127M   84k 2223M|  22M   80k
09-06 20:32:55| 96   1   0   2   0|5444M  124M   84k 2225M|  22M   56k
09-06 20:32:56| 98   1   0   1   0|5445M  121M   84k 2227M|  22M   68k
09-06 20:32:57| 97   1   1   3   0|5446M  146M   84k 2202M|  22M  124k
09-06 20:32:58| 98   1   0   0   0|5445M  144M   84k 2205M|  22M   64k
09-06 20:32:59| 98   2   0   0   0|5445M  142M   84k 2207M|  22M   60k
09-06 20:33:00| 82   1   3  15   0|5446M  141M   84k 2206M|  20M   25M
09-06 20:33:01| 97   1   1   1   0|5447M  138M   84k 2209M|  22M   68k
09-06 20:33:02| 97   1   0   1   0|5448M  136M   84k 2210M|  22M  152k
09-06 20:33:03| 99   1   0   0   0|5448M  133M   84k 2213M|  22M   56k
09-06 20:33:04| 97   1   1   1   0|5447M  132M   84k 2214M|  22M   36k
09-06 20:33:05| 93   1   0   5   0|5447M  126M   84k 2220M|  20M   47M
09-06 20:33:06| 54   2   1  42   0|5448M  146M   84k 2200M|5994k   50M
09-06 20:33:07| 57   2   1  40   0|5447M  137M   84k 2210M|6964k   64M
09-06 20:33:08| 60   3   2  35   0|5447M  127M   84k 2220M|8265k   52M
09-06 20:33:09| 67   1   2  30   0|5446M  131M   84k 2216M|  22M   60k
09-06 20:33:10| 63   0   3  32   0|5431M  145M   84k 2218M|  22M   44k
09-06 20:33:11| 78   2   2  19   0|5430M  124M   84k 2240M|  19M    0 
09-06 20:33:12| 75   1   0  23   0|5432M  122M   84k 2241M|  14M  232k
09-06 20:33:13| 97   2   0   1   0|5430M  139M   84k 2225M|  22M  104k
09-06 20:33:14| 92   2   0   6   0|5428M  120M   84k 2246M|  19M  477k
09-06 20:33:15| 93   2   1   3   0|5429M  122M   84k 2244M|  20M   98k
09-06 20:33:16| 99   1   0   0   0|5430M  126M   84k 2238M|  22M 8192B
09-06 20:33:17| 91   2   1   6   0|5429M  132M   84k 2233M|  20M  302k
09-06 20:33:18| 98   2   0   1   0|5428M  124M   84k 2242M|  22M 9216B
09-06 20:33:19| 96   1   0   2   0|5443M  123M   84k 2228M|  22M   76k
09-06 20:33:20| 99   1   1   0   0|5444M  136M   84k 2213M|  22M   48k
09-06 20:33:21| 97   2   0   0   0|5444M  145M   84k 2205M|  22M   84k
09-06 20:33:22| 98   1   0   1   0|5446M  128M   84k 2221M|  22M   20k
09-06 20:33:23| 98   1   0   0   0|5446M  129M   84k 2219M|  22M   12k
09-06 20:33:24| 98   1   0   2   0|5445M  128M   84k 2221M|  22M   60k
09-06 20:33:25| 97   1   0   1   0|5448M  125M   84k 2221M|  22M    0 
09-06 20:33:26| 99   1   0   0   0|5447M  133M   84k 2214M|  22M   68k
09-06 20:33:27| 98   1   0   0   0|5447M  124M   84k 2223M|  22M   12k
09-06 20:33:28| 99   2   0   0   0|5445M  122M   84k 2227M|  22M   16k
09-06 20:33:29| 95   1   0   3   0|5445M  125M   84k 2224M|  21M   12k
09-06 20:33:30| 96   1   0   2   0|5445M  136M   84k 2213M|  22M   60k
09-06 20:33:31| 99   1   0   0   0|5430M  123M   84k 2242M|  22M    0 
09-06 20:33:32| 97   1   0   1   0|5432M  123M   84k 2239M|  22M 8167B
09-06 20:33:33|100   2   0   0   0|5431M  122M   84k 2241M|  22M   24k
09-06 20:33:34| 84   1   3  11   0|5430M  128M   84k 2236M|  17M   27M
09-06 20:33:35| 74   2   6  17   0|5432M  124M   84k 2238M|  13M  187k
09-06 20:33:36| 96   2   0   2   0|5443M  124M   84k 2227M|  26M   77k
09-06 20:33:37| 94   1   0   5   0|5445M  131M   84k 2218M|  27M  156k
09-06 20:33:38| 86   2   4   7   0|5443M  144M   84k 2206M|  21M   81k
09-06 20:33:39| 98   2   0   1   0|5446M  136M   84k 2212M|  22M   52k
09-06 20:33:40| 56   1   1  40   0|5446M  127M   84k 2221M|  10M   66M
09-06 20:33:41| 43   3   0  52   0|5445M  123M   84k 2226M|3074k   61M
09-06 20:33:42| 51   2   5  42   0|5446M  147M   84k 2201M|8437k   48M
09-06 20:33:43| 93   1   6   1   0|5431M  133M   84k 2230M|  23M    0 
09-06 20:33:44| 97   1   0   1   0|5433M  130M   84k 2231M|  27M   76k
09-06 20:33:45| 98   1   0   1   0|5430M  128M   84k 2235M|  23M   82k
09-06 20:33:46| 98   1   0   0   0|5428M  135M   84k 2230M|  22M   60k
09-06 20:33:47| 89   1   1   9   0|5424M  143M   84k 2226M|  18M  323k
09-06 20:33:48| 98   2   0   1   0|5424M  141M   84k 2229M|  22M   52k
09-06 20:33:49| 98   1   0   1   0|5410M  126M   84k 2258M|  22M    0 
09-06 20:33:50| 98   1   0   0   0|5408M  127M   84k 2260M|  22M   72k
09-06 20:33:51| 99   2   0   0   0|5396M  136M   84k 2261M|  22M   68k
09-06 20:33:52| 97   1   0   0   0|5394M  138M   84k 2262M|  22M   72k
09-06 20:33:53| 97   1   0   1   0|5386M  144M   84k 2264M|  22M   72k
09-06 20:33:54| 99   1   0   0   0|5374M  155M   84k 2265M|  22M   72k
09-06 20:33:55| 98   1   0   0   0|5374M  126M   84k 2294M|  22M    0 
09-06 20:33:56| 98   2   0   1   0|5368M  130M   84k 2296M|  22M   68k
09-06 20:33:57| 98   2   0   1   0|5354M  143M   84k 2296M|  22M   56k
09-06 20:33:58| 97   1   0   1   0|5353M  144M   84k 2297M|  22M   92k
09-06 20:33:59| 98   1   0   1   0|5349M  135M   84k 2309M|  22M 8192B
09-06 20:34:00| 97   2   0   0   0|5335M  122M   84k 2338M|  21M    0 
09-06 20:34:01| 99   1   0   0   0|5336M  124M   84k 2335M|  22M   60k
09-06 20:34:02| 98   2   0   0   0|5336M  141M   84k 2318M|  22M  108k
09-06 20:34:03| 90   2   2   5   0|5338M  125M   84k 2331M|  19M  454k
09-06 20:34:04| 98   2   0   1   0|5352M  123M   84k 2319M|  22M   64k
09-06 20:34:05| 96   1   0   2   0|5353M  134M   84k 2306M|  21M   80k
09-06 20:34:06| 98   2   0   0   0|5429M  130M   84k 2235M|  21M  244k
09-06 20:34:07| 92   1   0   6   0|5429M  146M   84k 2219M|  21M   14M
09-06 20:34:08| 67   3   2  29   0|5429M  135M   84k 2230M|8579k   50M
09-06 20:34:09| 95   1   1   3   0|5437M  125M   84k 2232M|  22M   96k
09-06 20:34:10| 99   1   0   0   0|5425M  133M   84k 2237M|  24M   73k
09-06 20:34:11| 97   2   0   1   0|5424M  125M   84k 2245M|  27M   73k
09-06 20:34:12| 98   1   0   1   0|5426M  141M   84k 2226M|  27M  180k
09-06 20:34:13| 93   1   0   4   0|5428M  144M   84k 2221M|  20M   17M
09-06 20:34:14| 52   1   0  46   0|5429M  134M   84k 2231M|8954k   46M
09-06 20:34:15| 63   3   2  32   0|5428M  125M   84k 2241M|7041k   64M
09-06 20:34:16| 46   3   5  46   0|5429M  145M   84k 2220M|4732k   61M
09-06 20:34:17| 42   3   2  55   0|5443M  133M   84k 2219M|8845k   13M
09-06 20:34:18| 63   1   7  29   0|5440M  123M   84k 2232M|  20M   25k
09-06 20:34:19| 64   1   6  28   0|5442M  132M   84k 2220M|  22M  156k
09-06 20:34:20| 83   1   1  14   0|5442M  122M   84k 2231M|  18M 8192B
09-06 20:34:21| 97   1   0   1   0|5442M  123M   84k 2229M|  22M 8192B
09-06 20:34:22| 98   1   0   1   0|5443M  121M   84k 2229M|  22M   16k
09-06 20:34:23| 97   1   0   1   0|5442M  127M   84k 2225M|  22M   40k
09-06 20:34:24| 99   1   0   0   0|5444M  129M   84k 2222M|  22M   44k
09-06 20:34:25| 98   1   0   0   0|5442M  122M   84k 2230M|  22M   44k
09-06 20:34:26| 98   1   0   1   0|5442M  128M   84k 2224M|  22M   84k
09-06 20:34:27| 90   2   2   6   0|5442M  125M   84k 2227M|  18M  587k
09-06 20:34:28| 96   1   1   1   0|5441M  128M   84k 2226M|  22M  117k
09-06 20:34:29| 99   1   0   0   0|5441M  123M   84k 2230M|  22M   12k
09-06 20:34:30| 91   3   0   6   0|5442M  130M   84k 2222M|  18M  403k
09-06 20:34:31| 97   1   1   2   0|5442M  124M   84k 2228M|  22M   80k
09-06 20:34:32| 98   1   0   0   0|5444M  145M   84k 2205M|  22M  120k
09-06 20:34:33| 90   2   1   8   0|5429M  134M   84k 2231M|  21M    0 
09-06 20:34:34| 95   2   0   2   0|5428M  124M   84k 2242M|  22M   25k
09-06 20:34:35| 98   2   1   0   0|5427M  122M   84k 2245M|  22M   28k
09-06 20:34:36| 96   1   0   2   0|5427M  122M   84k 2246M|  22M   44k
09-06 20:34:37| 95   2   1   3   0|5422M  139M   84k 2233M|  22M   93k
09-06 20:34:38| 96   1   0   2   0|5422M  124M   84k 2249M|  22M 8192B
09-06 20:34:39| 98   2   0   1   0|5423M  124M   84k 2248M|  22M   12k
09-06 20:34:40| 96   2   0   3   0|5412M  133M   84k 2250M|  22M   48k
09-06 20:34:41| 99   1   0   0   0|5400M  142M   84k 2252M|  22M   92k
09-06 20:34:42| 97   2   0   1   0|5398M  122M   84k 2274M|  22M    0 
09-06 20:34:43| 89   1   2   7   0|5400M  139M   84k 2256M|  20M   24M
09-06 20:34:44| 98   2   0   1   0|5400M  143M   84k 2251M|  22M   84k
09-06 20:34:45| 98   1   0   1   0|5417M  130M   84k 2247M|  22M  100k
09-06 20:34:46| 98   1   0   0   0|5418M  129M   84k 2248M|  22M   68k
09-06 20:34:47| 88   2   0  11   0|5418M  140M   84k 2237M|  18M  399k
09-06 20:34:48| 94   1   0   4   0|5427M  122M   84k 2245M|  17M   53M
09-06 20:34:49| 42   3   1  56   0|5428M  123M   84k 2244M|4992k   50M
09-06 20:34:50| 51   3   0  45   0|5427M  144M   84k 2223M|4990k   53M
09-06 20:34:51| 51   2   0  46   0|5425M  134M   84k 2235M|8055k   52M
09-06 20:34:52| 94   2   0   4   0|5414M  128M   84k 2252M|  24M   28k
09-06 20:34:53| 86   2   0  12   0|5417M  122M   84k 2255M|  23M  310k
09-06 20:34:54| 74   2   2  21   0|5416M  138M   84k 2240M|  17M  547k
09-06 20:34:55| 97   2   0   1   0|5403M  150M   84k 2242M|  25M  104k
09-06 20:34:56| 96   2   0   3   0|5403M  127M   84k 2264M|  22M    0 
09-06 20:34:57| 82   1   1  15   0|5403M  126M   84k 2265M|  18M  804k
09-06 20:34:58| 96   2   0   2   0|5387M  139M   84k 2268M|  22M  104k
09-06 20:34:59| 99   2   0   0   0|5384M  142M   84k 2267M|  23M   44k
09-06 20:35:00| 92   1   4   3   0|5385M  145M   84k 2264M|  19M   96k
09-06 20:35:01| 98   1   0   0   0|5385M  138M   84k 2271M|  22M   80k
09-06 20:35:02| 98   2   0   0   0|5385M  136M   84k 2272M|  22M   60k
09-06 20:35:03| 97   2   0   0   0|5400M  134M   84k 2259M|  22M  176k
09-06 20:35:04| 96   2   0   3   0|5401M  138M   84k 2255M|  22M  112k
09-06 20:35:05| 98   1   0   0   0|5408M  128M   84k 2257M|  23M   48k
09-06 20:35:06| 98   2   0   1   0|5407M  128M   84k 2260M|  23M  108k
09-06 20:35:07| 98   2   0   1   0|5420M  143M   84k 2230M|  22M  144k
09-06 20:35:08| 99   2   0   0   0|5411M  150M   84k 2233M|  22M   92k
09-06 20:35:09| 98   1   0   0   0|5411M  147M   84k 2235M|  23M   68k
09-06 20:35:10| 99   2   0   0   0|5412M  144M   84k 2238M|  22M   76k
09-06 20:35:11| 99   1   0   0   0|5410M  144M   84k 2240M|  22M   76k
09-06 20:35:12| 97   1   0   2   0|5410M  142M   84k 2242M|  22M   44k
09-06 20:35:13| 96   2   0   1   0|5425M  153M   84k 2216M|  22M  221k
09-06 20:35:14| 98   1   0   2   0|5426M  123M   84k 2246M|  23M    0 
09-06 20:35:15| 97   1   0   1   0|5411M  135M   84k 2248M|  22M   84k
09-06 20:35:16| 96   2   0   1   0|5419M  126M   84k 2249M|  22M   84k
09-06 20:35:17| 73   2   5  20   0|5419M  136M   84k 2239M|  14M   57M
09-06 20:35:18| 35   1  16  47   0|5418M  129M   84k 2246M|7180k  145k
09-06 20:35:19| 87   1   0  11   0|5407M  143M   84k 2244M|  22M  445k
09-06 20:35:20| 94   1   1   4   0|5403M  151M   84k 2240M|  22M  110k
09-06 20:35:21| 97   2   0   1   0|5399M  136M   84k 2259M|  28M   13k
09-06 20:35:22| 98   1   0   1   0|5381M  135M   84k 2278M|  23M 1380k
09-06 20:35:23| 60   2   0  37   0|5381M  126M   84k 2287M|7422k   77M
09-06 20:35:24| 59   3   7  29   0|5372M  154M   84k 2268M|7297k   60M
09-06 20:35:25| 75   1   4  21   0|5370M  133M   84k 2291M|  19M    0 
09-06 20:35:26| 95   1   0   3   0|5358M  126M   84k 2311M|  27M   48k
09-06 20:35:27| 95   2   1   4   0|5350M  136M   84k 2307M|  27M   92k
09-06 20:35:28| 97   1   0   1   0|5337M  134M   84k 2323M|  22M 4096B
09-06 20:35:29| 99   1   0   0   0|5337M  124M   84k 2333M|  23M 8192B
09-06 20:35:30| 98   1   0   0   0|5336M  126M   84k 2332M|  23M   44k
09-06 20:35:31| 99   1   0   0   0|5337M  131M   84k 2326M|  22M   20k
09-06 20:35:32| 99   1   0   0   0|5335M  124M   84k 2335M|  23M   48k
09-06 20:35:33| 96   2   0   2   0|5346M  125M   84k 2323M|  22M   20k
