"Point.Forecast" "Lo.95" "Hi.95"
"26.54167" -6990.04988416843 -30999.2080107469 17019.1082424101
"26.58333" -5697.32043822113 -29839.0940107815 18444.4531343392
"26.62500" -5213.44421607799 -29487.1087212675 19060.2202891115
"26.66667" -4590.78450171767 -28995.6271726349 19814.0581691995
"26.70833" -4421.96344612279 -28957.2829483006 20113.356056055
"26.75000" -4080.6127009032 -28745.7188299201 20584.4934281137
"26.79167" -4235.78864615972 -29030.0020363319 20558.4247440124
"26.83333" -2615.99012574672 -27538.6419693832 22306.6617178897
"26.87500" -3592.39687125754 -28683.3394834683 21498.5457409532
"26.91667" -4052.13316148276 -29270.0029852997 21165.7366623342
"26.95833" -5069.70896713304 -30413.870340765 20274.452406499
"27.00000" -5904.14674248256 -31373.9734598834 19565.6799749182
"27.04167" -7266.81065769746 -32861.6857364344 18328.0644210394
"27.08333" -8387.8536823383 -34107.1691393615 17331.4617746849
"27.12500" -9035.34190587033 -34878.4985408403 16807.8147290997
"27.16667" -9372.74559895432 -35339.1527848035 16593.6615868948
"27.20833" -9260.70773471562 -35349.7832151354 16828.3677457042
"27.25000" -8692.15288247241 -34903.3225760356 17519.0168110908
"27.29167" -8639.75288742741 -34972.4506980675 17692.9449232127
"27.33333" -7485.45183303745 -33939.119466623 18968.2158005481
"27.37500" -7540.74594612347 -34114.8327328775 19033.3408406306
"27.41667" -8616.25347852307 -35310.21620105 18077.7092440039
"27.45833" -8871.26123328824 -35684.5639599831 17942.0414934066
"27.50000" -8453.51131634565 -35385.6252399705 18478.6026072792
"27.54167" -8664.33791708337 -35714.7411983069 18386.0653641402
"27.58333" -7371.60847113607 -34539.7860868422 19796.56914457
"27.62500" -6887.73224899293 -34173.1758451721 20397.7113471863
"27.66667" -6265.0725346326 -33667.2802836809 21137.1352144157
"27.70833" -6096.25147903773 -33614.7279412935 21422.224983218
"27.75000" -5754.90073381814 -33389.1567231776 21879.3552555413
"27.79167" -5910.07667907465 -33659.6291325318 21839.4757743825
"27.83333" -4290.27815866166 -32154.6500096274 23574.0936923041
"27.87500" -5266.68490417248 -33281.6816898056 22748.3118814606
"27.91667" -5726.4211943977 -33855.1538743596 22402.3114855642
"27.95833" -6743.99700004798 -34986.0075421903 21498.0135420944
"28.00000" -7578.4347753975 -35933.270637102 20776.401086307
"28.04167" -8941.0986906124 -37408.3127100054 19526.1153287806
"28.08333" -10062.1417152532 -38641.2920054149 18517.0085749085
"28.12500" -10709.6299387853 -39400.2797848479 17981.0199072774
"28.16667" -11047.0336318693 -39848.751390904 17754.6841271655
"28.20833" -10934.9957676306 -39847.3547712266 17977.3632359655
"28.25000" -10366.4409153873 -39389.0193748307 18656.137544056
"28.29167" -10314.0409203424 -39446.4218343059 18818.3399936212
"28.33333" -9159.73986595239 -38401.5109306125 20082.0311987077
"28.37500" -9215.03397903841 -38565.7875005362 20135.7195424594
"28.41667" -10290.541511438 -39749.874320608 19168.791297732
"28.45833" -10545.5492662032 -40113.0626354935 19021.9641030871
"28.50000" -10127.7993492606 -39803.0989117736 19547.5002132524
"28.54167" -10338.6259499983 -40121.3216205821 19444.0697205855
"28.58333" -9045.89650405101 -38935.6024023755 20843.8093942735
"28.62500" -8562.02028190787 -38558.3546574621 21434.3140936464
"28.66667" -7939.36056754754 -38041.9457264966 22163.2245914015
"28.70833" -7770.53951195266 -37979.0017457954 22437.9227218901
"28.75000" -7429.18876673308 -37743.1582827042 22884.780749238
"28.79167" -7584.36471198959 -38003.4755651515 22834.7461411723
"28.83333" -5964.56619157659 -36488.4562185485 24559.3238353953
"28.87500" -6940.97293708742 -37602.4257504949 23720.47987632
"28.91667" -7400.70922731264 -38166.1158703352 23364.6974157099
"28.95833" -8418.28503296291 -39287.2954348572 22450.7253689314
"29.00000" -9252.72280831244 -40224.990411347 21719.5447947221
"29.04167" -10615.3867235273 -41690.5684246165 20459.7949775618
"29.08333" -11736.4297481682 -42914.185841855 19441.3263455187
"29.12500" -12383.9179717002 -43663.9120944482 18896.0761510478
"29.16667" -12721.3216647842 -44103.2207405392 18660.5774109709
"29.20833" -12609.2838005455 -44092.7579875313 18874.1903864403
"29.25000" -12040.7289483023 -43625.4515870136 19543.993690409
"29.29167" -11988.3289532573 -43673.9765156166 19697.318609102
"29.33333" -10834.0278988673 -42620.2799385113 20952.2241407766
"29.37500" -10889.3220119534 -42775.8611156174 20997.2170917107
"29.41667" -11964.8295443529 -43951.3412843226 20021.6821956167
"29.45833" -12219.8372991181 -44306.0101867179 19866.3355884816
"29.50000" -11802.0873821755 -43987.6128222653 20383.4380579142
"29.54167" -12012.9139829132 -44297.4862293654 20271.6582635389
"29.58333" -10720.1845369659 -43103.5006490955 21663.1315751636
"29.62500" -10236.3083148228 -42718.0681147449 22245.4514850993
"29.66667" -9613.64860046248 -42193.5546313515 22966.2574304265
"29.70833" -9444.8275448676 -42122.5850300942 23232.929940359
"29.75000" -9103.47679964802 -41878.7936027699 23671.8400034739
"29.79167" -9258.65274490453 -42131.2393304887 23613.9338406796
"29.83333" -7638.85422449153 -40608.4236197453 25330.7151707622
"x"
"1" "============================"
"Point.Forecast" "Lo.95" "Hi.95"
"22.87500" 762.303224519155 147.88283731042 1376.72361172789
"22.91667" 772.620267546122 -6.10563154788269 1551.34616664013
"22.95833" 465.08485528972 -448.871182833449 1379.04089341289
"23.00000" 344.679117874446 -686.929942440474 1376.28817818937
"23.04167" 102.164813876871 -1034.98903104732 1239.31865880106
"23.08333" -124.97976594696 -1358.68170755518 1108.72217566126
"23.12500" -213.138705509465 -1536.3628340795 1110.08542306057
"23.16667" -319.225011092261 -1726.28709505727 1087.83707287275
"23.20833" -381.268025677326 -1867.44611791055 1104.9100665559
"23.25000" -181.995407874817 -1743.28555885126 1379.29474310162
"23.29167" -266.682687677706 -1899.63355933247 1366.26818397706
"23.33333" -20.7998739733089 -1722.39623120381 1680.79648325719
"23.37500" -86.3725096548483 -1853.95045040941 1681.20543109971
"23.41667" -314.921001738186 -2146.10460540664 1516.26260193026
"23.45833" -285.461743777731 -2178.11464487878 1607.19115732331
"23.50000" -266.702208450237 -2218.8898576654 1685.48544076493
"23.54167" -264.202633429692 -2274.1623920941 1745.75712523471
"23.58333" -46.1474353270092 -2112.26452909307 2019.96965843905
"23.62500" 27.0307895042184 -2093.75714398992 2147.81872299836
"23.66667" -3.9269669643671 -2178.01138863625 2170.15745470752
"23.70833" 267.715975233702 -1958.38929771688 2493.82124818429
"23.75000" 267.571408573532 -2009.36651327687 2544.50933042394
"23.79167" 328.705880435398 -1997.95436843259 2655.36612930339
"23.83333" 595.126286873201 -1780.21569426646 2970.46826801286
"23.87500" 428.306259210944 -2011.70286936725 2868.31538778914
"23.91667" 438.623302237911 -2047.84933208706 2925.09593656288
"23.95833" 131.087889981508 -2400.99579247233 2663.17157243535
"24.00000" 10.6821525662348 -2566.20538643329 2587.56969156576
"24.04167" -231.83215143134 -2852.75775173995 2389.09344887727
"24.08333" -458.976731255171 -3123.2125721775 2205.25910966715
"24.12500" -547.135670817677 -3253.98886775266 2159.71752611731
"24.16667" -653.221976400473 -3402.03187223888 2095.58791943794
"24.20833" -715.264990985537 -3505.40073269439 2074.87075072331
"24.25000" -515.992373183029 -3346.85073609404 2314.86598972799
"24.29167" -600.679652985917 -3471.68308115616 2270.32377518432
"24.33333" -354.79683928152 -3265.39167509555 2555.79799653251
"24.37500" -420.36947496306 -3370.0243551091 2529.28540518298
"24.41667" -648.917967046398 -3637.12236528815 2339.28643119536
"24.45833" -619.458709085942 -3645.72160899623 2406.80419082434
"24.50000" -600.699173758448 -3664.54785688159 2463.1495093647
"24.54167" -598.199598737904 -3699.17853558631 2502.7793381105
"24.58333" -380.144400635221 -3517.8142335653 2757.52543229486
"24.62500" -306.966175803993 -3480.90278421027 2866.97043260228
"24.66667" -337.923932272579 -3547.71757172723 2871.86970718208
"24.70833" -66.2809900745098 -3311.53549805776 3178.97351790874
"24.75000" -66.4255567346791 -3346.75761847593 3213.90650500658
"24.79167" -5.29108487281383 -3320.32955357716 3309.74738383153
"24.83333" 261.129321564989 -3088.25594482222 3610.5145879522
"24.87500" 94.3092939027322 -3301.24319175731 3489.86177956278
"24.91667" 104.626336929699 -3324.46658927894 3533.71926313834
"24.95833" -202.909075326703 -3665.21754082717 3259.39939017376
"25.00000" -323.314812741977 -3818.52317905982 3171.89355357586
"25.04167" -565.829116739552 -4093.63057624379 2961.97234276469
"25.08333" -792.973696563383 -4353.06986821132 2767.12247508455
"25.12500" -881.132636125888 -4473.23318665121 2710.96791439943
"25.16667" -987.218941708684 -4611.04123023034 2636.60334681298
"25.20833" -1049.26195629375 -4704.53070051604 2606.00678792854
"25.25000" -849.98933849124 -4536.43630083729 2836.45762385481
"25.29167" -934.676618294129 -4652.04031046799 2782.68707387973
"25.33333" -688.793804589732 -4436.81920919874 3059.23160001927
"25.37500" -754.366440271271 -4532.80474826262 3024.07186772008
"25.41667" -982.914932354609 -4791.52329512946 2825.69343042025
"25.45833" -953.455674394154 -4791.99696956092 2885.08562077262
"25.50000" -934.69613906666 -4802.9387488835 2933.54647075018
"25.54167" -932.196564046115 -4829.91416568232 2965.52103759009
"25.58333" -714.141365943432 -4641.11273276121 3212.83000087435
"25.62500" -640.963141112205 -4596.97195423544 3315.04567201103
"25.66667" -671.92089758079 -4656.75556707597 3312.91377191439
"25.70833" -400.277955382721 -4413.7314504307 3613.17553966525
"25.75000" -400.422522042891 -4442.29220952848 3641.4471654427
"25.79167" -339.288050181025 -4409.37554117147 3730.79944080941
"25.83333" -72.8676437432224 -4170.97864736659 4025.24335988014
"25.87500" -239.687671405479 -4375.6166865361 3896.24134372514
"25.91667" -229.370628378512 -4392.8800173317 3934.13876057468
"25.95833" -536.906040634915 -4727.81430085768 3654.00221958785
"26.00000" -657.311778050188 -4875.44094384222 3560.81738774185
"26.04167" -899.826082047763 -5145.00161116402 3345.34944706849
"26.08333" -1126.97066187159 -5399.02132715045 3145.08000340726
"26.12500" -1215.1296014341 -5513.88738716843 3083.62818430023
"26.16667" -1321.2159070169 -5646.5159098044 3004.08409577061
"26.20833" -1383.25892160196 -5734.93925542884 2968.42141222492
"26.25000" -1183.98630379945 -5561.88800912789 3193.91540152898
