"Point.Forecast" "Lo.95" "Hi.95"
"22.87500" 3603.43391773176 1262.40053513122 5944.4673003323
"22.91667" 3356.61051183607 280.191772912554 6433.02925075959
"22.95833" 3088.28326877851 -274.108153376776 6450.6746909338
"23.00000" 2743.93851008892 -727.423536695263 6215.3005568731
"23.04167" 2605.40184707072 -907.079042863287 6117.88273700473
"23.08333" 2487.4293513698 -1040.4993181623 6015.3580209019
"23.12500" 2487.8638073859 -1045.85710187023 6021.58471664204
"23.16667" 2475.75613120405 -1060.1347618906 6011.6470242987
"23.20833" 2672.28942006274 -864.414127267323 6208.9929673928
"23.25000" 3167.05328894152 -369.954547344666 6704.0611252277
"23.29167" 3395.45620668599 -141.665559392159 6932.57797276413
"23.33333" 3120.17059877802 -416.993822903438 6657.33502045947
"23.37500" 3092.38527872351 -444.795113134505 6629.56567058153
"23.41667" 2965.2175969284 -571.968774103781 6502.40396796058
"23.45833" 2659.94032899899 -877.248280608984 6197.12893860697
"23.50000" 2997.58711392139 -539.60233379855 6534.77656164133
"23.54167" 2801.56461276351 -735.62514874139 6338.75437426841
"23.58333" 3019.30594953427 -517.883929450144 6556.49582851869
"23.62500" 3114.33400631781 -422.855916650347 6651.52392928597
"23.66667" 2940.76034106354 -596.429598371904 6477.95028049899
"23.70833" 3520.97834489553 -16.21160070519 7058.16829049625
"23.75000" 3749.193911933 212.003964024033 7286.38385984196
"23.79167" 3072.52097436038 -464.668974412782 6609.71092313354
"23.83333" 3053.3234169946 -483.866532102115 6590.51336609131
"23.87500" 2908.82254281338 -636.343602051797 6453.98868767855
"23.91667" 2949.87331671656 -601.079346378805 6500.82597981191
"23.95833" 2870.94366694359 -682.68023326957 6424.56756715675
"24.00000" 2707.06546381887 -847.638176343086 6261.76910398082
"24.04167" 2583.86058823371 -971.259339462042 6138.98051592946
"24.08333" 2507.63638908311 -1047.64118593918 6062.91396410541
"24.12500" 2575.7901082944 -979.546754061058 6131.12697064986
"24.16667" 2534.18989623967 -1021.16920209476 6089.54899457411
